Purchasing Organisation,Payment Date,Voucher Number (Internal Classification),Payment Number,Supplier Name,Service Area,Amount (œ),Purpose,Supplier Type (Internal Classification),Invoice Type (Internal Classification),Cost Centre No,Directorate
RBC Legal Entity,07/12/2022,4739821,350303,MULTEVO LTD,Small Transport Schemes,2490,Contractors,Third Party Supplier,STANDARD,8879,ZZZC-Capital
RBC Legal Entity,07/12/2022,4746461,350304,R.WATTS & SONS LTD,Grounds Maintenance,5850,Forestry,Third Party Supplier,STANDARD,1306,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,07/12/2022,4747089,350305,BEECHWOOD COURT LTD,LD Residential,14431.84,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,07/12/2022,4747100,350306,PARADISE HOUSE,LD Residential,15976,Purchased Care,Third Party Supplier,STANDARD,5742,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,07/12/2022,4747821,350308,GAS-IT HEATING LTD,DLO Planned Maintenance Trades,700,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4030,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,07/12/2022,4737266,350313,WALMSLEY RESIDENTIAL SALES & LETTINGS,Mental Health Team,750,Rents,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,07/12/2022,4737266,350313,WALMSLEY RESIDENTIAL SALES & LETTINGS,Mental Health Team,750,Rents,Third Party Supplier,STANDARD,5253,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4737446,350314,UNICORN WINDOWS LTD,Planned Maintenance Trades,1135,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4040,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737453,350314,UNICORN WINDOWS LTD,Planned Maintenance Trades,1150,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4040,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737417,350315,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS,Residents Parking,121.55,Credit Card Commission,SUPPLIER,STANDARD,4723,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737417,350315,IMPERIAL CIVIL ENFORCEMENT SOLUTIONS,Parking & Enforcement,1053.17,Credit Card Commission,SUPPLIER,STANDARD,4725,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4734353,350316,M & B ELECTRICAL SERVICES,Energy Management,265675,Equipment,SUB-CONTRACTOR,STANDARD,8607,ZZZC-Capital
RBC Legal Entity,08/12/2022,4746591,350316,M & B ELECTRICAL SERVICES,Repairs,7420,Rewiring + Upgrades,SUB-CONTRACTOR,STANDARD,5970,HAAA-Housing Revenue Account
RBC Legal Entity,08/12/2022,4739459,350317,FLEETWOOD GRAB SERVICES LIMITED,Highways and Drainage,1054,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739459,350317,FLEETWOOD GRAB SERVICES LIMITED,Highways and Drainage,1614,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739459,350317,FLEETWOOD GRAB SERVICES LIMITED,Highways and Drainage,280,Materials Direct,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739459,350317,FLEETWOOD GRAB SERVICES LIMITED,Highways and Drainage,1180,Waste Disposal,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739459,350317,FLEETWOOD GRAB SERVICES LIMITED,Highways and Drainage,1180,Waste Disposal,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739459,350317,FLEETWOOD GRAB SERVICES LIMITED,Highways and Drainage,2950,Waste Disposal,Third Party Supplier,STANDARD,4252,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4738291,350318,BOURNEMOUTH UNIVERSITY,ASC Senior Management Team,100,Training & Development Costs,Third Party Supplier,STANDARD,5700,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4738291,350318,BOURNEMOUTH UNIVERSITY,ASC Senior Management Team,1150,Training & Development Costs,Third Party Supplier,STANDARD,5700,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4746081,350319,J H CRESSWELL & SONS LTD,Civil Engineering,24626.5,Winter Maintenance,SUB-CONTRACTOR,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4746111,350320,CLICK NETHERFIELD LTD,Town Hall - Museum,497,Display/Museum Exhibits,Third Party Supplier,STANDARD,1255,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4748121,350321,MOTION PICTURE LICENSING COMPANY,Safer Community Unit,662,Property Management,Third Party Supplier,STANDARD,5365,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737450,350322,DRAIN & ABLE,Corporate Maintenance Services,450,TPP  Contract,Third Party Supplier,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737133,350323,S H JONES & COMPANY LTD,Hexagon Catering,1672.68,Purchases - Stock Provisions,SUPPLIER,STANDARD,1241,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739798,350324,MR EDWARD KIRKWOOD,JLT Disbursements,5340,Misc. Legal Expenses,Third Party Supplier,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,08/12/2022,4745063,350326,SERVICES FOR CHILDREN,JLT Disbursements,5909.65,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,08/12/2022,4746342,350328,FUELGENIE,Corporate FM - Office Buildings,789.87,Fuel + Oil,SUPPLIER,STANDARD,3738,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739556,350329,CREATIVE SUPPORT LTD,LD Community Services,3785.73,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739557,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,655.84,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739558,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,811.2,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739559,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,1132.68,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739560,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,892.12,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739561,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,1132.68,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739562,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,1201.2,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739563,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,1509.56,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739564,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,933.56,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739565,350329,CREATIVE SUPPORT LTD,PS Acquired Community Services,1027.8,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739566,350329,CREATIVE SUPPORT LTD,LD Community Services,1027.8,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4739567,350329,CREATIVE SUPPORT LTD,LD Community Services,1507.44,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4745609,350329,CREATIVE SUPPORT LTD,Mental Health Community Services,1029.92,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4745490,350331,CHRISTIAN HOWELL CARPENTRY,DLO Day to Day Trades,500,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4745490,350331,CHRISTIAN HOWELL CARPENTRY,DLO Day to Day Trades,888.52,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4010,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4746062,350331,CHRISTIAN HOWELL CARPENTRY,Planned Maintenance Trades,10000,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4040,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4746062,350331,CHRISTIAN HOWELL CARPENTRY,Planned Maintenance Trades,14705.2,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4040,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4746411,350331,CHRISTIAN HOWELL CARPENTRY,Planned Maintenance Trades,500,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4040,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4746411,350331,CHRISTIAN HOWELL CARPENTRY,Planned Maintenance Trades,1600,Subcontractors Labour,SUB-CONTRACTOR,STANDARD,4040,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737434,350333,FCC RECYCLING (UK) LTD,Grounds Maintenance,683.03,Parks Tipping,SUPPLIER,STANDARD,1306,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737435,350333,FCC RECYCLING (UK) LTD,Refuse Collection,8597.78,Tipping Charge,SUPPLIER,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737436,350333,FCC RECYCLING (UK) LTD,Streetscene,1527.45,Waste Disposal,SUPPLIER,STANDARD,4567,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4748155,350334,READING HAMPSHIRE PROPERTY PARTNERSHIP LIMITED,Ranikhet Primary,745.41,External Fees  Misc.,Third Party Supplier,STANDARD,8226,ZZZC-Capital
RBC Legal Entity,08/12/2022,4747988,350335,THE HOUSING OMBUDSMAN,Head of Housing,31547.02,Subscriptions,SUPPLIER,STANDARD,5910,HAAA-Housing Revenue Account
RBC Legal Entity,08/12/2022,4747832,350338,READING FRINGE FESTIVAL,Hexagon Performances,2800,Ticket SalesPerformances,Third Party Supplier,STANDARD,1202,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747832,350338,READING FRINGE FESTIVAL,Town Hall - Concert Hall Events,-156.78,Royalties,Third Party Supplier,CREDIT,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747832,350338,READING FRINGE FESTIVAL,Town Hall - Concert Hall Events,3590.26,Professional Fees,Third Party Supplier,STANDARD,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747832,350338,READING FRINGE FESTIVAL,Town Hall - Concert Hall Events,329.24,Professional Fees,Third Party Supplier,STANDARD,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747832,350338,READING FRINGE FESTIVAL,Hexagon Operations,-117.59,Credit Card Commission,Third Party Supplier,CREDIT,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747832,350338,READING FRINGE FESTIVAL,Town Hall - Concert Hall Events,-2419.5,Ticket SalesPerformances,Third Party Supplier,CREDIT,1213,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747832,350338,READING FRINGE FESTIVAL,Hexagon Operations,-380.5,Administration Charges,Third Party Supplier,CREDIT,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4738280,350339,BRISTOL MARITIME LTD,Civil Engineering,1700,DfT Bridges,Third Party Supplier,STANDARD,4550,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739535,350340,MISS ANNA YARDE,JLT Disbursements,550,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,08/12/2022,4741873,350341,PSYCHOLOGY EXPERT (UK) LTD,JLT Disbursements,468,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,08/12/2022,4747843,350343,FORENSIS LTD,JLT Disbursements,2340,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,08/12/2022,4747977,350345,SYLVIANCARE LTD,Sensory Support Community Services,1104.32,Purchased Care,Third Party Supplier,STANDARD,5711,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747978,350345,SYLVIANCARE LTD,PS Acquired Community Services,2484.72,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747979,350345,SYLVIANCARE LTD,PS Acquired Community Services,650.76,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747980,350345,SYLVIANCARE LTD,PS Acquired Community Services,2208.64,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747982,350345,SYLVIANCARE LTD,PS Acquired Community Services,1503.65,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747983,350345,SYLVIANCARE LTD,PS Acquired Community Services,650.76,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747984,350345,SYLVIANCARE LTD,PS Acquired Community Services,1064.88,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747985,350345,SYLVIANCARE LTD,PS Acquired Community Services,3332.68,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747986,350345,SYLVIANCARE LTD,PS Acquired Community Services,774.01,Purchased Care,Third Party Supplier,STANDARD,5771,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4737384,350346,DEELAND LTD T/A SERVICEMASTER,Void Property Management,935.56,Office Cleaning,Third Party Supplier,STANDARD,5921,HAAA-Housing Revenue Account
RBC Legal Entity,08/12/2022,4747831,350346,DEELAND LTD T/A SERVICEMASTER,Private Sector Grants,662.41,Grants (Paid out by RBC),Third Party Supplier,STANDARD,8500,ZZZC-Capital
RBC Legal Entity,08/12/2022,4748133,350347,DEBRA FERGUSON,New Directions,3500,Consultancy Fees,SUPPLIER,STANDARD,3340,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4748134,350347,DEBRA FERGUSON,New Directions,3500,Consultancy Fees,SUPPLIER,STANDARD,3340,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4748135,350347,DEBRA FERGUSON,New Directions,2800,Consultancy Fees,SUPPLIER,STANDARD,3340,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747951,350349,BACK TO BACK CARE LTD,LD Community Services,13064.02,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4747952,350349,BACK TO BACK CARE LTD,LD Community Services,3764.02,Purchased Care,Third Party Supplier,STANDARD,5741,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4742227,350350,MODUS CONSTRUCTION LTD,Corporate Maintenance Services,490,TPP  Contract,SUB-CONTRACTOR,STANDARD,4080,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4737438,350353,SWIFTPAK,Refuse Collection,1620,Household Waste,SUPPLIER,STANDARD,4561,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4738065,350354,SUNLIGHT HOMECARE SERVICES LIMITED,Mental Health Community Services,1239.85,Purchased Care,Third Party Supplier,STANDARD,5731,JAAA-Directorate of Social Care and Health Services
RBC Legal Entity,08/12/2022,4737588,350355,ASAHI UK LTD,Town Hall Operations,2103.98,Purchases  Liquor,Third Party Supplier,STANDARD,1210,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4739534,350356,VICTORIA FLOWERS,JLT Disbursements,550,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,08/12/2022,4739534,350356,VICTORIA FLOWERS,JLT Disbursements,50,Misc. Legal Expenses,SUPPLIER,STANDARD,2407,LAAA-Directorate of Resources
RBC Legal Entity,08/12/2022,4747830,350357,PHIL MCINTYRE LIVE LTD,Hexagon Performances,4501.24,Ticket SalesPerformances,SUPPLIER,STANDARD,1202,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747830,350357,PHIL MCINTYRE LIVE LTD,Hexagon Operations,-200,Equipment Purchase & Repair,SUPPLIER,CREDIT,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747830,350357,PHIL MCINTYRE LIVE LTD,Hexagon Operations,2124.73,Professional Fees,SUPPLIER,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747830,350357,PHIL MCINTYRE LIVE LTD,Hexagon Operations,994.98,Professional Fees,SUPPLIER,STANDARD,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747830,350357,PHIL MCINTYRE LIVE LTD,Hexagon Operations,-38.6,Royalties,SUPPLIER,CREDIT,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747830,350357,PHIL MCINTYRE LIVE LTD,Hexagon Operations,-3899.63,Ticket SalesPerformances,SUPPLIER,CREDIT,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747830,350357,PHIL MCINTYRE LIVE LTD,Hexagon Operations,-168,Security Charges,SUPPLIER,CREDIT,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
RBC Legal Entity,08/12/2022,4747830,350357,PHIL MCINTYRE LIVE LTD,Hexagon Operations,-42.9,Sales  Surplus Equipment,SUPPLIER,CREDIT,1200,KAAA-Directorate of Economic Growth and Neighbourhood Services
