Organisation Name,Organisation Code,Payment Date,Invoice Amount Paid,Supplier or Party Name,Directorate,Service Area,Subjective Code Description,BVACOP class,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2393.93,Taxi4U,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,872.08,Ed's Cab,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1146.42,Ed's Cab,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,371.83,Gompels Healthcare Ltd,Corporate Director People,Day & Respite,Purchase of Materials & Supplies,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2087.34,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1013.38,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,818.97,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1777.16,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2894.19,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2115.12,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2115.12,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,718.84,South West Home Care Ltd,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,540.98,South West Home Care Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1619.8,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2182.56,South West Home Care Ltd,Corporate Director People,Mental Health Older People,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1524.2,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,449.44,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1619.8,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2325.72,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1124.48,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,269.64,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1281.84,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2115.12,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,494.34,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1039.38,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,449.44,South West Home Care Ltd,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1115.44,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,14514,South West Home Care Ltd,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2353.87,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1619.8,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1370.71,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,674.16,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,990.64,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,6797.72,South West Home Care Ltd,Corporate Director People,Better Care Fund,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1593.2,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,449.44,South West Home Care Ltd,Corporate Director People,18+ Care,Payments to Carers,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2008,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,824.84,South West Home Care Ltd,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,3236,South West Home Care Ltd,Corporate Director People,Mental Health Adults of Working Age,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,3240,Videalert Ltd,Corporate Director Place,Highways Assets Manager,Other Purchased Services,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,337.35,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,741.58,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,421.44,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,27960,Retain Healthcare,Corporate Director People,LDAS and Moving On Service,Supported LivingCont,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,316.08,Retain Healthcare,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2217.6,Travel Connect Tours Ltd,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1437.07,Travel Connect Tours Ltd,Corporate Director People,LDAS and Moving On Service,Transport Contracts,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,306,REDACTED - PERSONAL DATA,Corporate Director Resources,Health & Safety & Occupational Health,Counsel Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,575.65,Jacobs Enforcement Limited,Not Reported to Cabinet,Other Balance Sheet & Suspense,VAT Only -Input tax,Balance Sheet Accounts,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2560.72,Bluebird Care Wilts South,Corporate Director People,18+ Care,3rd Party Payments,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,5595.66,Bluebird Care Wilts South,Corporate Director People,18+ Care,Ad Dom Care Contr,Income,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2837.77,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,738.65,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1412.4,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,307.97,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,362.81,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,564.28,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,18843.17,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,540.38,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,3999.85,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1221.14,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Property Maintenance,Premises Related,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,15325.07,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,579.6,Wessex Electricals (Shaftesbury) Ltd,HRA,HRA Repairs & Maintenance,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,4699.2,Wessex Electricals (Shaftesbury) Ltd,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,485.93,Wilson Plumbing Supplies Limited,HRA,HRA Repairs & Maintenance,Equipment and Furniture,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,732,REDACTED - PERSONAL DATA,Corporate Director People,Families & Children Management,Legal Fees Other,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,711.36,Banner Group Ltd,Corporate Director Place,Admin & Enforcement,Stationery,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,295.55,A S A Awards Scheme,Corporate Director Place,Leisure Centres,Professional Fees,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,4251.36,Usherline Limited,Not Reported to Cabinet,Capital Project Codes,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,60238.45,Usherline Limited,Corporate Director Resources,Information Services,Equipment Maintenance,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,616,Paypoint,Corporate Director Resources,Social Fund,Other Grants,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,995,Paypoint,Corporate Director Resources,Social Fund,Other Grants,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2029.88,National Fostering Agency,Corporate Director People,Placements,External Fostering,Third Party Payments,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,2771.34,Language Line,Corporate Director People,Migration & Resettlement,Translations,Supplies and Services,,,
Wiltshire,http://opendatacommunities.org/id/unitary-authority/wiltshire,02/09/2024,1671.01,Phoenix Software Ltd,Corporate Director Resources,Information Services,ICT Support,Supplies and Services,,,
