Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351178,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,3686.24
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351186,Revenue - General Fund,Peartree House,18631,9279.44
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351196,Revenue - General Fund,Waverley Lodge Nursing Home,15310,4000.08
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351206,Revenue - General Fund,Kingfisher Court (Dolphin Care Ltd),19863,5468.4
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351222,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5000
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351223,Revenue - General Fund,Winscombe Care Home Ltd,17205,5200
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351225,Revenue - General Fund,Kingfisher Court (Dolphin Care Ltd),19863,4760.84
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351258,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,4615.04
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351329,Revenue - General Fund,The Maypole Nursing Centre,15279,5400
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351382,Revenue - General Fund,Gorselands Nursing Home,32830,6800
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/02/2025,17351459,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,2845.92
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17357941,Revenue - General Fund,Purley Gardens,54694,8914.29
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359708,Revenue - General Fund,Waverley Lodge Nursing Home,15310,4428.66
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359732,Revenue - General Fund,The Hawthorns Care Home (Bondcare Ltd),13835,5535.71
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359733,Revenue - General Fund,Winscombe Care Home Ltd,17205,5757.14
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359735,Revenue - General Fund,Kingfisher Court (Dolphin Care Ltd),19863,5270.93
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359776,Revenue - General Fund,Methodist Homes t/a Hampton Lodge,14456,5109.51
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359840,Revenue - General Fund,The Maypole Nursing Centre,15279,5978.57
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Nursing Home Expenditure,10/03/2025,17359875,Revenue - General Fund,Napier Lodge (Bramley Health Ltd),54249,5469.29
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Other Long Term Expenditure,31/01/2025,17347817,Revenue - General Fund,Wessex Regional Care Limited,21120,14078.6
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Other Long Term Expenditure,31/01/2025,17347818,Revenue - General Fund,Wessex Regional Care Limited,21120,9462.15
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342437,Revenue - General Fund,Winscombe Care Home Ltd,17205,6726.07
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342438,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,6495.12
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342500,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,4156.17
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342632,Revenue - General Fund,Saffronland Homes/Bonhomie Sarisbury Green,16442,8693.28
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342685,Revenue - General Fund,Stanwell Rest Home Ltd,20057,3437.67
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342694,Revenue - General Fund,Waters Park House Ltd,53170,4290.17
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342821,Revenue - General Fund,Shaftesbury Ashley Place (Livability),54243,573.5
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17342853,Revenue - General Fund,Shelley Park Limited,27778,6955.47
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/01/2025,17343113,Revenue - General Fund,Shaftesbury Ashley Place (Livability),54243,8145.56
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17350738,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,5866.56
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17350743,Revenue - General Fund,Kingfisher Court (Dolphin Care Ltd),19863,5553.8
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17350833,Revenue - General Fund,Peartree House,18631,7557.48
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/02/2025,17351002,Revenue - General Fund,Knights Grove Nursing & Residential Home,14403,5295
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359235,Revenue - General Fund,Winscombe Care Home Ltd,17205,6726.07
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359236,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,6495.12
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359295,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,4156.17
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359306,Revenue - General Fund,Linden House Rest Home (Society of St James),14806,4458.73
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359325,Revenue - General Fund,Saffronland Homes/ Bonhomie Home,14271,7772.14
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359330,Revenue - General Fund,Peartree House,18631,8367.21
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359591,Revenue - General Fund,Ashwood Rest Home Ltd,18618,3875
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,10/03/2025,17359938,Revenue - General Fund,Shaftesbury Ashley Place (Livability),54243,573.5
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Residential Care Expenditure,27/02/2025,17356288,Revenue - General Fund,Shaftesbury Rest Home,16201,2640
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,10/03/2025,17358020,Revenue - General Fund,SUPPLIER NAME REDACTED,21281,-544.16
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,10/03/2025,17358036,Revenue - General Fund,BCP Poole & Bournemouth Shared Lives Scheme,48975,2372.21
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,10/03/2025,17358038,Revenue - General Fund,SUPPLIER NAME REDACTED,21281,1412.36
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,11/02/2025,17351661,Revenue - General Fund,SUPPLIER NAME REDACTED,19785,1126.24
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,13/03/2025,17362027,Revenue - General Fund,The Beehive Enterprise Ltd,32746,7882.85
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,13/03/2025,17362040,Revenue - General Fund,The Beehive Enterprise Ltd,32746,7882.85
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,14/02/2025,17353093,Revenue - General Fund,Crofton Lodge (IMPACT CARE-UK Limited),54244,4347.12
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,14/03/2025,17362109,Revenue - General Fund,Alive Health Care Supported Living Ltd,51581,26085.12
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Adults),AA1050,Private Contractors,ASC Supported Living Expenditure,21/01/2025,17345109,Revenue - General Fund,The Beehive Enterprise Ltd,32746,7882.85
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Customer and client receipts - Fees & Charges,ASC Direct Payments Income,03/03/2025,17356434,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,-2452.32
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Customer and client receipts - Fees & Charges,ASC Residential Care Income,10/01/2025,17342623,Revenue - General Fund,Haven Rose Residential Care Home Ltd,20053,-752
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Customer and client receipts - Fees & Charges,ASC Residential Care Income,10/02/2025,17351411,Revenue - General Fund,Haven Rose Residential Care Home Ltd,20053,-752
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347838,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,2482
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347905,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,956.96
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347929,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,522.68
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347965,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,535.72
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347966,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,596.2
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347973,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,868.72
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347980,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,722.08
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347988,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,883.48
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347990,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1170.16
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347993,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,630.88
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17347995,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,2546
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348009,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,665
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348025,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,627.4
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348036,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,660
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348050,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,2615.84
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348053,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,4282.76
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348055,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,544.96
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348060,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1640.04
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348061,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,866.52
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348067,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,838.16
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348070,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1175.04
Adult Social Care & Public Health,ADULPUB,ASC - Living & Ageing Well - Cost of care,ASCLC,HAS LT Physical Support (Older),AA1250,Private Contractors,ASC Direct Payments Expenditure,03/02/2025,17348071,Revenue - General Fund,People Places Lives Ltd (Virtual Wallet Clients),52770,1175.04
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Early Years Sen Funding,AC0720,Miscellaneous and Initiative Expenses,Other Client Expenses,31/03/2025,3746052,Revenue - General Fund,The Shore Pre-school (Woolston),51142,720
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Early Years Sen Funding,AC0720,Miscellaneous and Initiative Expenses,Other Client Expenses,31/03/2025,3746055,Revenue - General Fund,Busy Bee (Millbrook),15713,720
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Early Years Sen Funding,AC0720,Miscellaneous and Initiative Expenses,Other Client Expenses,31/03/2025,3746057,Revenue - General Fund,Bright Horizons Portswood Day Nursery and Preschool,14308,1232
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Early Years Sen Funding,AC0720,Miscellaneous and Initiative Expenses,Other Client Expenses,31/03/2025,3746058,Revenue - General Fund,Wordsworth Primary School,17609,600
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,Early Years Sen Funding,AC0720,Miscellaneous and Initiative Expenses,Other Client Expenses,31/03/2025,3746066,Revenue - General Fund,Redbridge PreSchool,21720,840
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Other Establishments,Payments to External Bodies - Colleges,06/01/2025,3725674,Revenue - General Fund,Richard Taunton Sixth Form College,16208,89180.88
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Other Establishments,Payments to External Bodies - Colleges,17/03/2025,3741005,Revenue - General Fund,Richard Taunton Sixth Form College,16208,74162.06
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Services,Purchased Services,01/04/2025,3746162,Revenue - General Fund,MindSenseAbility,20007,502.6
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Services,Purchased Services,27/01/2025,3730770,Revenue - General Fund,MindSenseAbility,20007,6065.5
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Disability Looked After Children,08/01/2025,17340324,Revenue - General Fund,Landsker Child Care,51432,44397.66
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Disability Looked After Children,11/03/2025,17361040,Revenue - General Fund,Landsker Child Care,51432,40101.12
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,01/04/2025,3745509,Revenue - General Fund,Elysium Healthcare Ltd,32216,3400
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,03/03/2025,3737864,Revenue - General Fund,Cygnet Healthcare (NW) Ltd,20723,2896
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,03/03/2025,3737865,Revenue - General Fund,Cygnet Healthcare (NW) Ltd,20723,2624.5
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,05/02/2025,3731798,Revenue - General Fund,QE2 Activity Centre,20110,675
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,05/03/2025,3739238,Revenue - General Fund,Fairways Community Benefit Society (FCBS),14816,25607.82
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,06/01/2025,3724469,Revenue - General Fund,Treloar Trust (incorporating Treloar School & Treloar College),13925,40558.93
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,06/01/2025,3724835,Revenue - General Fund,Treloar Trust (incorporating Treloar School & Treloar College),13925,1999
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,06/01/2025,3725673,Revenue - General Fund,Richard Taunton Sixth Form College,16208,108000
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,09/01/2025,3727201,Revenue - General Fund,Coxlease School and Clay Hill School (Aspris Children's Services Limited),49147,26385.55
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,09/01/2025,3727202,Revenue - General Fund,Coxlease School and Clay Hill School (Aspris Children's Services Limited),49147,26012.07
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,09/01/2025,3727203,Revenue - General Fund,Coxlease School and Clay Hill School (Aspris Children's Services Limited),49147,26012.07
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,09/01/2025,3727484,Revenue - General Fund,Daisy Chain Educational Services Ltd,14004,547
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,10/02/2025,3734098,Revenue - General Fund,Rose Road Association,21033,13293.79
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,10/02/2025,3734111,Revenue - General Fund,Hampshire County Council,19193,50804
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,12/02/2025,3734948,Revenue - General Fund,Cambian Autism Services Limited,13865,12203.63
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,14/01/2025,3728469,Revenue - General Fund,Cambian Autism Services Limited,13865,29614
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,14/02/2025,3734947,Revenue - General Fund,Cambian Autism Services Limited,13865,6537.66
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,14/02/2025,3735783,Revenue - General Fund,Tadley Court School (Aspris Children's Services Ltd),49146,32194.38
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,16/01/2025,3728903,Revenue - General Fund,ISP Central Office,21274,17333.33
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,17/03/2025,3739707,Revenue - General Fund,Oarsome Chance,20824,14745
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,20/01/2025,3729224,Revenue - General Fund,Cambian Autism Services Limited,13865,26748.13
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,23/01/2025,3730363,Revenue - General Fund,New Forest Care Ltd,15479,32333.33
DSG Funding,DSG,DSG High Needs Block SEND,HNBS,MARP - Education Placements,AC0800,Social Services,MARP Education,24/02/2025,3736222,Revenue - General Fund,BESTuition Ltd,53020,3315
