Service_Label,Service_Code,Service_Division_Label,Service_Division_Code,Organisational_Unit_Label,Organisational_Unit_Code,Merchant_Category,Summary_of_the_purpose_of_the_expenditure,Date,Transaction_Number,Capital_and_Revenue,Supplier_Name,Supplier_ID,Net_Amount
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/05/2024,17271614,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,1250
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/05/2024,17271617,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,850
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/05/2024,17271618,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,695
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/05/2024,17271619,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,850
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/05/2024,17271620,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,950
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/05/2024,17271625,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,750
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/06/2024,17278530,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,7450
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/06/2024,17279256,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,510.04
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/06/2024,17279261,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,637.55
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,07/06/2024,17279573,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,510.04
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,08/05/2024,17267828,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,910.86
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,08/05/2024,17271854,Revenue - Housing Revenue Account,Metro Rod Ltd,16262,591
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,08/05/2024,17271873,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,530
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,09/04/2024,17263426,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1657.63
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,10/04/2024,17266466,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,995
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,10/06/2024,17283175,Revenue - Housing Revenue Account,Metro Rod Ltd,16262,1179
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,11/04/2024,17262906,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1020.08
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,11/06/2024,17279590,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,1715
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,11/06/2024,17279591,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,1510
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,13/05/2024,17274739,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,1525
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/04/2024,17266993,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,750
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/04/2024,17266996,Revenue - Housing Revenue Account,Formula Scaffolding Ltd,15255,715.36
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/04/2024,17266998,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,5565
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/04/2024,17267002,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,795
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/04/2024,17267003,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,750
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/04/2024,17267005,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,850
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/04/2024,17267115,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,550
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/05/2024,17276113,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,634
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/05/2024,17276125,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,4469
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,15/05/2024,17276136,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,590
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,16/04/2024,17266549,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1147.59
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,16/05/2024,17276149,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,1535
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,16/05/2024,17276156,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,1780
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,16/05/2024,17276157,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,5425
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,17/04/2024,17263448,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,7585
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,17/04/2024,17263449,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,1535
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,17/04/2024,17263450,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,1295
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,17/04/2024,17263451,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,1715
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,20/05/2024,17276466,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,510.04
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,22/05/2024,17276483,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1275.1
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,22/05/2024,17277560,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,695
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,22/05/2024,17277626,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,550
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,23/04/2024,17268852,Revenue - Housing Revenue Account,Metro Rod Ltd,16262,687.75
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,24/04/2024,17267794,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,510.04
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,24/04/2024,17267797,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,533.54
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,24/04/2024,17269243,Revenue - Housing Revenue Account,Metro Rod Ltd,16262,656.5
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,24/04/2024,17269244,Revenue - Housing Revenue Account,Metro Rod Ltd,16262,591
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,24/06/2024,17285867,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,1635
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,24/06/2024,17285868,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,905
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,25/06/2024,17285348,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,7074
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,26/06/2024,17287265,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,1855
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,26/06/2024,17287268,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,950
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,26/06/2024,17287271,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,950
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,26/06/2024,17287272,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,785
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,26/06/2024,17287275,Revenue - Housing Revenue Account,S&K Scaffolding Ltd,17248,2300
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,28/05/2024,17277678,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,510.04
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,28/05/2024,17277743,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1322.1
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,Services,Payments To Contractors,28/05/2024,17277747,Revenue - Housing Revenue Account,BWT Southern Ltd,18756,1300
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,01/05/2024,17270499,Revenue - Housing Revenue Account,Technical Alarm Systems Ltd,18632,537.25
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,01/05/2024,17270592,Revenue - Housing Revenue Account,New Forest Fencing & Gates Ltd,19180,1626.14
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,01/05/2024,17270623,Revenue - Housing Revenue Account,New Forest Fencing & Gates Ltd,19180,875.56
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,02/04/2024,17262521,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,620
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,02/04/2024,17262523,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,872.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,02/05/2024,17270425,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1181.78
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,02/05/2024,17270451,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,872.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,02/05/2024,17270461,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1806
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,02/05/2024,17270463,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1128
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,02/05/2024,17270464,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1028
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,03/04/2024,17262632,Revenue - Housing Revenue Account,Travis Perkins Trading Co Ltd,18162,1698.66
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,03/04/2024,17262718,Revenue - Housing Revenue Account,Edmundson Electrical Ltd T/A Walsall,19608,744.12
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,03/04/2024,17263046,Revenue - Housing Revenue Account,Edmundson Electrical Ltd T/A Walsall,19608,657.87
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,03/06/2024,17279830,Revenue - Housing Revenue Account,Travis Perkins Trading Co Ltd,18162,591.22
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,04/06/2024,17279524,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1500.16
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,04/06/2024,17279555,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,2074.79
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,04/06/2024,17279556,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1028
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,04/06/2024,17279592,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,2196
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,04/06/2024,17279593,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1028
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,04/06/2024,17279594,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,2156
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,05/04/2024,17262863,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,765.06
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,05/04/2024,17263194,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1028
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,05/04/2024,17263198,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,2156
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,05/06/2024,17280836,Revenue - Housing Revenue Account,Travis Perkins Trading Co Ltd,18162,566.49
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,07/06/2024,17279561,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1374.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,07/06/2024,17279583,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,2590
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,07/06/2024,17279584,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,5500
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,07/06/2024,17279585,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1272.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,07/06/2024,17279586,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,872.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,07/06/2024,17279587,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,872.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,07/06/2024,17279588,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1176.55
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,08/05/2024,17267811,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1031.36
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,08/05/2024,17267843,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,562.56
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,08/05/2024,17267847,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,872.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,08/05/2024,17267849,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,2420
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,08/05/2024,17267850,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,800
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,09/05/2024,17271799,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1806
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,09/05/2024,17271802,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1610.35
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,10/04/2024,17266468,Revenue - Housing Revenue Account,New Forest Fencing & Gates Ltd,19180,537.48
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,11/04/2024,17262905,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,820.82
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,11/04/2024,17262909,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,876.55
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,11/04/2024,17262911,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,876.55
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,11/04/2024,17262912,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,876.55
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,11/04/2024,17262913,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1172.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,11/04/2024,17262916,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,872.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,11/04/2024,17262917,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,650
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,11/04/2024,17262918,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,876.55
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/05/2024,17274641,Revenue - Housing Revenue Account,Travis Perkins Trading Co Ltd,18162,671.76
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/05/2024,17274709,Revenue - Housing Revenue Account,Travis Perkins Trading Co Ltd,18162,719.16
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/05/2024,17274773,Revenue - Housing Revenue Account,Travis Perkins Trading Co Ltd,18162,608.76
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/06/2024,17284163,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,3248
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/06/2024,17284169,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1098
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/06/2024,17284170,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1098
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/06/2024,17284171,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1028
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/06/2024,17284174,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1098
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/06/2024,17284176,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1098
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,13/06/2024,17284178,Revenue - Housing Revenue Account,Classic Home Improvements Southampton Ltd,21065,1098
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,14/05/2024,17274597,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1370
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,14/05/2024,17274603,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,566.04
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,14/05/2024,17274605,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1850
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,14/05/2024,17274606,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,872.15
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,14/05/2024,17274607,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,2278.65
Housing Revenue Account,HRA,Repairs Manager - Responsive Repairs,RMAN2,"Repairs			",AH0800,"Tools, Equipment, Furniture & Materials",Materials,14/05/2024,17274609,Revenue - Housing Revenue Account,CJR Glass & Glazing Ltd,15995,1748.7
