Service Area,Expense Type,Description,SAP Document Number,Posting date,Vendor,Actual Value
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810925,45042,WINSLOW COURT,7476.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811124,45042,VOYAGE CARE - WALKER LODGE,7399.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811936,45042,SALUTEM LD BIDCO IV LIMITED T/A AMB,7297.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812484,45042,WIRRAL AUTISTIC SOCIETY,7212.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810629,45042,ALTERNATIVE FUTURES GROUP,7193.77
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811121,45042,VOYAGE CARE - WALKER LODGE,7178.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811119,45042,VOYAGE CARE - WALKER LODGE,7074.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811054,45042,EBS SERVICES LTD,6973.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811489,45042,WINGS CARE NORTH WEST LLP,6971.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811490,45042,WINGS CARE NORTH WEST LLP,6971.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811487,45042,WINGS CARE NORTH WEST LLP,6971.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812654,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,6941.01
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811613,45042,LOTUS CARE MANAGEMENT SERVICES LTD,6845.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811125,45042,VOYAGE CARE - WALKER LODGE,6840.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810466,45042,ACCOMPLISH GROUP LTD - BIRMINGHAM,6824.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811674,45042,HELME HALL LTD,6807.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811492,45042,WINGS CARE NORTH WEST LLP,6803.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811116,45042,MANNA HOUSE - CARE IN SAFE HANDS LT,6789.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810179,45042,****REDACTED PERSONAL INFO****,6768
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812194,45042,LANGLEY HOUSE TRUST,6671.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811155,45042,ABBEYDALE NURSING HOME,6663.49
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811496,45042,WINGS CARE NORTH WEST LLP,6579.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811093,45042,VOYAGE - SANDERLING HOUSE,6490.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812752,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,6446.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810311,45042,GLENELG SUPPORT LIMITED,6338.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811078,45042,TUDOR BANK LTD t/a TUDOR BANK NURSE,6300
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811677,45042,BEECHWOOD SPECIALIST CARE-NURSING H,6289.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811688,45042,BEECHWOOD SPECIALIST CARE-NURSING H,6270.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811686,45042,BEECHWOOD SPECIALIST CARE-NURSING H,6270.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811683,45042,BEECHWOOD SPECIALIST CARE-NURSING H,6270.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811060,45042,VITALISE,6269.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812916,45042,LEONARD CHESHIRE NORTH WEST,6251.51
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811074,45042,TUDOR BANK LTD t/a TUDOR BANK NURSE,6238.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810388,45042,NEW START LIVING LTD,6156.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811095,45042,POTENSIAL LIMITED T/A POTENS,6111.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810895,45042,NUGENT CARE - ST JOSEPHS,6085.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811091,45042,ST MARYS CARE CENTRE,6025.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810886,45042,NUGENT CARE - ST JOSEPHS,6012.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811691,45042,BEECHWOOD SPECIALIST CARE-NURSING H,6003.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811689,45042,BEECHWOOD SPECIALIST CARE-NURSING H,6003.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812388,45042,COMMUNITY INTEGRATED CARE,6003.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811687,45042,BEECHWOOD SPECIALIST CARE-NURSING H,6002.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812379,45042,COMMUNITY INTEGRATED CARE,6002.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812380,45042,COMMUNITY INTEGRATED CARE,6002.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812383,45042,COMMUNITY INTEGRATED CARE,6002.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812385,45042,COMMUNITY INTEGRATED CARE,6002.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812389,45042,COMMUNITY INTEGRATED CARE,6002.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811678,45042,BEECHWOOD SPECIALIST CARE-NURSING H,6002.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811679,45042,BEECHWOOD SPECIALIST CARE-NURSING H,5999.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810531,45042,ASPIRE FOR INTELLIGENT CARE & SUPPO,5926.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811603,45042,LOTUS CARE MANAGEMENT SERVICES LTD,5871.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810887,45042,NUGENT CARE - ST JOSEPHS,5868.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810891,45042,NUGENT CARE - ST JOSEPHS,5858.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810897,45042,NUGENT CARE - ST JOSEPHS,5804
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811682,45042,BEECHWOOD SPECIALIST CARE-NURSING H,5800.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811235,45042,PRESTWOOD RESIDENTIAL HOMES LTD,5799.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811037,45042,EBS SERVICES LTD,5798.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811049,45042,EBS SERVICES LTD,5798.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811029,45042,EBS SERVICES LTD,5798.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811048,45042,EBS SERVICES LTD,5798.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811495,45042,WINGS CARE NORTH WEST LLP,5797.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812865,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812866,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812847,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812863,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812867,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812853,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812850,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812860,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812868,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812869,45042,MAYFIELD FELLOWSHIP,5784.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811099,45042,POTENSIAL LIMITED T/A POTENS,5775.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810892,45042,NUGENT CARE - ST JOSEPHS,5754.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810890,45042,NUGENT CARE - ST JOSEPHS,5754.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811684,45042,BEECHWOOD SPECIALIST CARE-NURSING H,5749.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810894,45042,NUGENT CARE - ST JOSEPHS,5734.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811282,45042,GRACEFIELD HEALTH CARE LTD,5722.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810889,45042,NUGENT CARE - ST JOSEPHS,5702.76
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810893,45042,NUGENT CARE - ST JOSEPHS,5692.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810888,45042,NUGENT CARE - ST JOSEPHS,5651.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811238,45042,CRAEGMOOR 49 DINORWIC RD - PRIORY G,5630.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810896,45042,NUGENT CARE - ST JOSEPHS,5610.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810350,45042,RIVERSIDE,5591.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810521,45042,AFFINITY SUPPORTING PEOPLE LTD,5591.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811626,45042,LOTUS CARE MANAGEMENT SERVICES LTD,5544
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812686,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,5544
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810447,45042,WINGS CARE NORTH WEST LLP,5512.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811680,45042,BEECHWOOD SPECIALIST CARE-NURSING H,5434.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812445,45042,BROTHERS OF CHARITY SERVICES MERSEY,5384.8
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812921,45042,LEONARD CHESHIRE NORTH WEST,5372.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812437,45042,ST JOSEPH'S NURSING HOME,5333.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812929,45042,LEONARD CHESHIRE NORTH WEST,5294.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812483,45042,WIRRAL AUTISTIC SOCIETY,5203.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812486,45042,WIRRAL AUTISTIC SOCIETY,5203.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812487,45042,WIRRAL AUTISTIC SOCIETY,5203.24
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812820,45042,AUTISM INITIATIVES,5202.48
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811692,45042,BEECHWOOD SPECIALIST CARE-NURSING H,5166.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812382,45042,COMMUNITY INTEGRATED CARE,5165.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812390,45042,COMMUNITY INTEGRATED CARE,5165.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812444,45042,BROTHERS OF CHARITY SERVICES MERSEY,5165.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812447,45042,BROTHERS OF CHARITY SERVICES MERSEY,5165.44
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812011,45042,BROOK VIEW HEALTH CARE LTD,5163.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810461,45042,ASPIRATIONS CARE LTD,5032.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812147,45042,WAVERTREE NURSING HOME,5024.25
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812357,45042,TURNER HOME,5024.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811105,45042,KAVANAGH HEALTH CARE LTD,4989.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811763,45042,HC-ONE OVAL LTD,4944.5
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812448,45042,NORWOOD SCHOOLS LTD,4918.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812206,45042,RANELAGH HOUSE,4902.97
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812927,45042,LEONARD CHESHIRE NORTH WEST,4839.07
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812854,45042,MAYFIELD FELLOWSHIP,4781
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812827,45042,AUTISM INITIATIVES,4779.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811117,45042,MANNA HOUSE - CARE IN SAFE HANDS LT,4752
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812852,45042,MAYFIELD FELLOWSHIP,4697.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811032,45042,EBS SERVICES LTD,4679.92
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812703,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,4667.04
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812024,45042,HOMES TOGETHER LTD,4655.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812819,45042,PARKHAVEN TRUST,4580
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812870,45042,MAYFIELD FELLOWSHIP,4544.85
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812352,45042,TURNER HOME,4488.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810622,45042,AUTISM INITIATIVES,4407.45
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811528,45042,DELPIN LTD T/A ELDONIAN HOUSE,4358.19
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812728,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,4354.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810582,45042,COMMUNITY INTEGRATED CARE,4334.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812943,45042,PHOENIX FUTURES,4320
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812360,45042,TURNER HOME,4219.4
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812370,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812366,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812356,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812350,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812354,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812358,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812345,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812371,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812359,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812372,45042,TURNER HOME,4210.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812368,45042,TURNER HOME,4210.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812349,45042,TURNER HOME,4204.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812342,45042,TURNER HOME,4204.68
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811156,45042,ABBEYDALE NURSING HOME,4198.42
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812074,45042,ATHENA HEALTHCARE (ALBERT RD) LTD,4192
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812348,45042,TURNER HOME,4187.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812367,45042,TURNER HOME,4187.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812343,45042,TURNER HOME,4187.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812347,45042,TURNER HOME,4187.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812355,45042,TURNER HOME,4187.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812364,45042,TURNER HOME,4187.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812344,45042,TURNER HOME,4187.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812363,45042,TURNER HOME,4187.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812555,45042,ADVINIA CARE HOMES,4176.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811923,45042,LOTUS CARE (FINCH MANOR) LIMITED,4082.88
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812926,45042,LEONARD CHESHIRE NORTH WEST,4038.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810682,45042,SLC RAGLIN LTD,3960.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812920,45042,LEONARD CHESHIRE NORTH WEST,3958.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811545,45042,FUTURE CARE SERVICES LTD,3950.64
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810718,45042,SLC RAGLIN LTD,3936.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811122,45042,VOYAGE CARE - WALKER LODGE,3924.36
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812925,45042,LEONARD CHESHIRE NORTH WEST,3920.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812917,45042,LEONARD CHESHIRE NORTH WEST,3920.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812006,45042,VALORUM CARE LIMITED,3920.08
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812912,45042,LEONARD CHESHIRE NORTH WEST,3917.96
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811205,45042,MOSS VIEW CARE HOME,3907.75
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811094,45042,VOYAGE - SANDERLING HOUSE,3889.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812365,45042,TURNER HOME,3841.2
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812736,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,3821.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812713,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,3821.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811675,45042,SHAWCARE LIMITED T/A HIGHWRAY,3800
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812105,45042,MARIA MALLABAND LTD,3800
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812914,45042,LEONARD CHESHIRE NORTH WEST,3789.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812923,45042,LEONARD CHESHIRE NORTH WEST,3789.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812924,45042,LEONARD CHESHIRE NORTH WEST,3789.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812911,45042,LEONARD CHESHIRE NORTH WEST,3789.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812919,45042,LEONARD CHESHIRE NORTH WEST,3789.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812910,45042,LEONARD CHESHIRE NORTH WEST,3789.72
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812021,45042,LOTUS CARE (ELLERSLIE COURT) LTD,3716.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811400,45042,CHURCH VIEW,3696
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812915,45042,LEONARD CHESHIRE NORTH WEST,3671.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812048,45042,PARK VIEW CARE HOME,3664.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811098,45042,POTENSIAL LIMITED T/A POTENS,3656.12
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811798,45042,HC-ONE OVAL LTD,3631.83
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810313,45042,GLENELG SUPPORT LIMITED,3628.56
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810269,45042,L'ARCHE LIVERPOOL,3627.52
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812446,45042,BROTHERS OF CHARITY SERVICES MERSEY,3626.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812443,45042,BROTHERS OF CHARITY SERVICES MERSEY,3626.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811597,45042,LOTUS CARE MANAGEMENT SERVICES LTD,3625.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812376,45042,COMMUNITY INTEGRATED CARE,3625.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812381,45042,COMMUNITY INTEGRATED CARE,3625.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812386,45042,COMMUNITY INTEGRATED CARE,3625.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812387,45042,COMMUNITY INTEGRATED CARE,3625.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812225,45042,AGE CONCERN LIVERPOOL (ST MICHAELS),3617.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812220,45042,AGE CONCERN LIVERPOOL (ST MICHAELS),3617.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812229,45042,AGE CONCERN LIVERPOOL (ST MICHAELS),3617.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812226,45042,AGE CONCERN LIVERPOOL (ST MICHAELS),3617.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811279,45042,NEWCO SOUTHPORT LTD,3600
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811100,45042,DELPHSIDE LTD - AVONDALE NURSING HO,3580.28
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811118,45042,MANNA HOUSE - CARE IN SAFE HANDS LT,3556
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811070,45042,TUDOR BANK LTD t/a TUDOR BANK NURSE,3513.47
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811055,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811057,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811605,45042,LOTUS CARE MANAGEMENT SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811030,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811033,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811041,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811047,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812864,45042,MAYFIELD FELLOWSHIP,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811050,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811025,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811040,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811043,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811044,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811051,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811026,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811038,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811046,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811053,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811056,45042,EBS SERVICES LTD,3505.6
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812856,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812861,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812859,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812848,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812849,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812851,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812855,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812858,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812862,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812846,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812857,45042,MAYFIELD FELLOWSHIP,3494.84
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811114,45042,MANNA HOUSE - CARE IN SAFE HANDS LT,3466.16
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810384,45042,NEW START LIVING LTD,3452.95
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812217,45042,GALLTFAENAN HALL LTD,3400
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812216,45042,GALLTFAENAN HALL LTD,3400
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810927,45042,WOODEND CARE HOME,3400
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905810728,45042,SAGA CARE LTD - GREEN HEYS & KEMP L,3398.66
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812707,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,3392.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811377,45042,HARBOUR HEALTHCARE 1 LTD,3392.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811625,45042,LOTUS CARE MANAGEMENT SERVICES LTD,3392.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812676,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,3392.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812699,45042,WELLINGTON HEALTHCARE (ARDEN) LTD,3392.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811277,45042,NEWCO SOUTHPORT LTD,3392.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811340,45042,HARBOUR HEALTHCARE 1 LTD,3392.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905811616,45042,LOTUS CARE MANAGEMENT SERVICES LTD,3392.32
Adult Services & Hea,Private Contractors,Agency & Contract Services,1905812230,45042,AGE CONCERN LIVERPOOL (ST MICHAELS),3392.32
