Date,Transaction Number,Directorate,Local Authority Dept,Merchant Category,Summary of Purpose of Expenditure 1,Summary of Purpose of Expenditure 2,Beneficiary,Total
18/12/2023,5291548,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,"1,022.76"
20/12/2023,5296033,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,ROTHERHAM M B C,720.00
20/12/2023,5296036,"CHILDREN,YOUNG PEOPLE&FAMILIES",REGIONALISATION OF ADOPTION,PRIVATE CONTRACTORS,REGIONAL ADDOPTION AGENCY -ASF,,ROTHERHAM M B C,720.00
20/12/2023,5296475,PLACE,REGULATION & ENFORCEMENT,PRIVATE CONTRACTORS,WISE ENFORCEMENT ROTHERHAM,OTHER PROFESSIONAL SERVICES,ROTHERHAM M B C,351.09
20/12/2023,5296478,PLACE,REGULATION & ENFORCEMENT,PRIVATE CONTRACTORS,WISE ENFORCEMENT ROTHERHAM,OTHER PROFESSIONAL SERVICES,ROTHERHAM M B C,291.81
20/12/2023,5296479,PLACE,REGULATION & ENFORCEMENT,PRIVATE CONTRACTORS,WISE ENFORCEMENT ROTHERHAM,OTHER PROFESSIONAL SERVICES,ROTHERHAM M B C,258.48
20/12/2023,5296480,PLACE,REGULATION & ENFORCEMENT,PRIVATE CONTRACTORS,WISE ENFORCEMENT ROTHERHAM,OTHER PROFESSIONAL SERVICES,ROTHERHAM M B C,513.13
20/12/2023,5296539,CHIEF EXECUTIVE,HUMAN RESOURCES,SERVICES,DBS CHECKS,,ROTHERHAM M B C,"3,374.75"
20/12/2023,5296539,CHIEF EXECUTIVE,HUMAN RESOURCES,SERVICES,DBS CHECKS,,ROTHERHAM M B C,"-3,374.75"
20/12/2023,5296539,CHIEF EXECUTIVE,HUMAN RESOURCES,SERVICES,DBS CHECKS,,ROTHERHAM M B C,"2,596.00"
20/12/2023,5296539,CHIEF EXECUTIVE,HUMAN RESOURCES,SERVICES,DBS CHECKS,,ROTHERHAM M B C,778.75
18/12/2023,5291962,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,609.00
01/12/2023,5261458,PLACE,HIGHWAYS,EQUIPMENT/FURNITURE/MATERIALS,HIGHWAYS CONTRACTS,MATERIALS - BUILDING SERVICES,ANSCO SIGNS LTD,972.25
13/12/2023,5280839,PLACE,HIGHWAYS,EQUIPMENT/FURNITURE/MATERIALS,HIGHWAYS CONTRACTS,MATERIALS - BUILDING SERVICES,ANSCO SIGNS LTD,511.58
13/12/2023,5280847,PLACE,HIGHWAYS,EQUIPMENT/FURNITURE/MATERIALS,HIGHWAYS CONTRACTS,MATERIALS - BUILDING SERVICES,ANSCO SIGNS LTD,"1,394.60"
04/12/2023,5269140,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,,REDACTED PERSONAL DATA,277.25
04/12/2023,5269140,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,,REDACTED PERSONAL DATA,"1,571.09"
11/12/2023,5278188,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,,REDACTED PERSONAL DATA,277.25
11/12/2023,5278188,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,,REDACTED PERSONAL DATA,"1,571.09"
18/12/2023,5291990,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,,REDACTED PERSONAL DATA,831.75
18/12/2023,5291990,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,,REDACTED PERSONAL DATA,"4,713.27"
01/12/2023,5265404,PLACE,PROPERTY SERVICES,EQUIPMENT/FURNITURE/MATERIALS,PBM CONTRACTS,MATERIALS - BUILDING SERVICES,AK GLASS AND GLAZING LTD,"18,881.10"
01/12/2023,5249006,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,MSL PUMPS LTD,258.00
12/12/2023,5280455,PLACE,TRADING SERVICES,DIRECT TRANSPORT COSTS,ADMIN GENERAL TRANSPORT,,MOTORWAY WINDSCREENS LTD T/A PGS,295.00
07/12/2023,5273482,PLACE,HIGHWAYS,INDIRECT EMPLOYEE EXPENSES,HIGHWAYS ASSET MAINTENANCE,,SKILLS TRAINING CENTRE LTD,"13,296.00"
18/12/2023,5291910,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - EAST,,REDACTED PERSONAL DATA,"3,503.40"
04/12/2023,5269838,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,668.30
11/12/2023,5278560,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,668.30
18/12/2023,5291707,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,"2,004.90"
18/12/2023,5292346,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - NORTH,,REDACTED PERSONAL DATA,"1,080.00"
14/12/2023,5282219,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION,PRIVATE CONTRACTORS,NURSERY PROVISION - 2 YR OLDS,,REDACTED PERSONAL DATA,"4,115.74"
08/12/2023,5276829,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"3,230.86"
08/12/2023,5276830,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"3,411.55"
08/12/2023,5276831,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"3,301.50"
08/12/2023,5277194,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"3,805.10"
08/12/2023,5277198,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"6,596.40"
08/12/2023,5277199,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"3,301.50"
08/12/2023,5277200,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"3,384.60"
08/12/2023,5277201,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"3,136.50"
08/12/2023,5277210,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,INDEPENDENT FOSTERING AGENCY,AGENCY FOSTER PAYMENTS,COMPASS FOSTERING NORTH LIMITED,"3,411.55"
06/12/2023,5271782,PLACE,HIGHWAYS,PRIVATE CONTRACTORS,WINTER MAINT:PRECATION. GRIT,OTHER PROFESSIONAL SERVICES,REDACTED PERSONAL DATA,754.00
18/12/2023,5292173,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,442.80
04/12/2023,5268306,CORPORATE RESOURCES,FINANCIAL DEV & BUSINESS SUPP,EQUIPMENT/FURNITURE/MATERIALS,CENTRAL PRINTING,EQUIPMENT-GENERAL,REPRO SALES AND REPAIRS,450.00
08/12/2023,5276990,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,695.66
08/12/2023,5276990,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,474.34
08/12/2023,5276991,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,695.83
08/12/2023,5276991,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,474.17
08/12/2023,5276992,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,695.66
08/12/2023,5276992,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,FOUNDATION,474.34
08/12/2023,5276993,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,695.83
08/12/2023,5276993,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,FOUNDATION,474.17
08/12/2023,5276994,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,695.83
08/12/2023,5276994,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,474.17
08/12/2023,5276995,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,695.83
08/12/2023,5276995,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,474.17
08/12/2023,5276997,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,695.83
08/12/2023,5276997,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,474.17
08/12/2023,5276999,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,18+ SERVICE,LEAVING CARE ALLOWANCES,FOUNDATION,474.34
08/12/2023,5277001,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,695.83
08/12/2023,5277001,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,474.17
08/12/2023,5277004,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,474.34
08/12/2023,5277005,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,579.85
08/12/2023,5277005,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,395.15
08/12/2023,5277007,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,579.85
08/12/2023,5277007,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,395.15
08/12/2023,5277009,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,CIC-TRANSITION TO INDEPENDENCE,LEAVING CARE ALLOWANCES,FOUNDATION,395.29
08/12/2023,5277175,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,579.85
08/12/2023,5277175,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,FOUNDATION,395.15
08/12/2023,5277176,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UNACCOMP. ASYLUM SEEK CHILDREN,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,579.85
08/12/2023,5277176,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UNACCOMP. ASYLUM SEEK CHILDREN,LEAVING CARE ALLOWANCES,FOUNDATION,395.15
08/12/2023,5277177,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,579.85
08/12/2023,5277177,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,395.15
08/12/2023,5277178,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,579.85
08/12/2023,5277178,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,395.15
08/12/2023,5277179,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,OTHER ESTABLISHMENTS,UASC POST-18,CHILD RESIDENTIAL PLACEMENT,FOUNDATION,579.85
08/12/2023,5277179,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,395.15
08/12/2023,5277180,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,18+ SERVICE,LEAVING CARE ALLOWANCES,FOUNDATION,395.29
08/12/2023,5277181,"CHILDREN,YOUNG PEOPLE&FAMILIES",CiC AND ACHIEVING PERMANENCE,SCHOOLCHILDREN AND STUDENTS,UASC POST-18,LEAVING CARE ALLOWANCES,FOUNDATION,395.28
18/12/2023,5292382,"ADULTS, WELLBEING AND CULTURE",COMMUNITIES - CARE & SUPPORT,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CENTRAL,,REDACTED PERSONAL DATA,544.20
13/12/2023,5280691,PLACE                         ,COMMUNITIES - SAFER STRONGER  ,"VEHICLES, PLANT AND EQUIPMENT",BALANCE SHEET GENERAL FUND,C/V ADD-PLANT & EQUIP ACQUIS,G M ASQUITH FABRICATIONS LTD,750.00
01/12/2023,5249858,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,STIRLING SOCIAL CENTRE 0683,PLANNED REPAIRS & MAINT,WALKER FIRE UK LTD,268.01
06/12/2023,5271888,PLACE,TRADING SERVICES,EQUIPMENT/FURNITURE/MATERIALS,ADMIN GENERAL TRANSPORT,EQUIPMENT-CLEANING,WALKER FIRE UK LTD,"7,830.00"
01/12/2023,5249906,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,NORTH BRIDGE,PLANNED REPAIRS & MAINT,CHURCHES FIRE SECURITY LTD,585.00
08/12/2023,5275688,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,CIVIC OFFICE,PLANNED REPAIRS & MAINT,CHURCHES FIRE SECURITY LTD,407.30
14/12/2023,5282228,"CHILDREN,YOUNG PEOPLE&FAMILIES",INTERVENTION & PREVENTION,PRIVATE CONTRACTORS,NURSERY PROVISION - 3 & 4 YR O,,NORTHGATE PRE SCHOOL & TODDLERS LTD,"5,644.09"
01/12/2023,5157840,"ADULTS, WELLBEING AND CULTURE",HOME FIRST,EQUIPMENT/FURNITURE/MATERIALS,ICES - HEALTH,DELIVERY (ACTIVITY),NRS HEALTHCARE,"61,723.18"
01/12/2023,5231919,"ADULTS, WELLBEING AND CULTURE",HOME FIRST,EQUIPMENT/FURNITURE/MATERIALS,ICES - HEALTH,DELIVERY (ACTIVITY),NRS HEALTHCARE,"58,353.33"
01/12/2023,5231921,"ADULTS, WELLBEING AND CULTURE",HOME FIRST,EQUIPMENT/FURNITURE/MATERIALS,ICES - DMBC,NON CATALOGUE EQUIPMENT,NRS HEALTHCARE,"26,234.12"
13/12/2023,5280682,"ADULTS, WELLBEING AND CULTURE",HOME FIRST,EQUIPMENT/FURNITURE/MATERIALS,ICES - HEALTH,NON CATALOGUE EQUIPMENT,NRS HEALTHCARE,"49,817.61"
13/12/2023,5280683,"ADULTS, WELLBEING AND CULTURE",HOME FIRST,EQUIPMENT/FURNITURE/MATERIALS,ICES - HEALTH,POOL EQUIPMENT,NRS HEALTHCARE,"158,402.79"
13/12/2023,5280686,"ADULTS, WELLBEING AND CULTURE",HOME FIRST,EQUIPMENT/FURNITURE/MATERIALS,ICES - HEALTH,DELIVERY (ACTIVITY),NRS HEALTHCARE,"60,867.20"
13/12/2023,5280687,"ADULTS, WELLBEING AND CULTURE",HOME FIRST,EQUIPMENT/FURNITURE/MATERIALS,ICES - DMBC,NON CATALOGUE EQUIPMENT,NRS HEALTHCARE,"10,702.99"
13/12/2023,5280689,"ADULTS, WELLBEING AND CULTURE",HOME FIRST,EQUIPMENT/FURNITURE/MATERIALS,ICES - DMBC,POOL EQUIPMENT,NRS HEALTHCARE,"100,223.36"
01/12/2023,5261285,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,"2,801.50"
01/12/2023,5261449,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,615.38
05/12/2023,5270681,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,COLONNADES OFFICES SERVICE CHG,GENERAL REPAIRS & MAINT,ANSA ELEVATORS LTD,452.00
05/12/2023,5270682,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,"2,220.00"
05/12/2023,5270684,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,"2,240.00"
08/12/2023,5275640,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,"1,283.75"
08/12/2023,5275641,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,"1,065.00"
08/12/2023,5275642,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,797.50
08/12/2023,5275643,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,936.25
08/12/2023,5275644,PLACE,PROPERTY SERVICES,BUILDING REPAIRS/MAINTENANCE,SPM RECHARGEABLE WORKS,PLANNED REPAIRS & MAINT,ANSA ELEVATORS LTD,838.75
18/12/2023,5293525,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,OTHER ESTABLISHMENTS,NURSING - MH,NURSING,WILLOWBECK HEALTHCARE LIMITED,"2,862.56"
18/12/2023,5293535,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,OTHER ESTABLISHMENTS,RESIDENTIAL - MH,RESIDENTIAL,WILLOWBECK HEALTHCARE LIMITED,"2,862.56"
07/12/2023,5273448,CORPORATE RESOURCES,REVENUES AND BENEFITS,MISCELLANEOUS EXPENSES,LOCAL ASSISTANCE SCHEME,,FAMILY FUND TRADING LIMITED,804.00
01/12/2023,5239498,CHIEF EXECUTIVE,PH WELL PROGRAMMES,HEALTH AUTHORITIES,STOP SMOKING SERVICES 0-5 SH,,SOUTH WEST YORKSHIRE PARTNERSHIP,"32,348.00"
13/12/2023,5280764,CHIEF EXECUTIVE,PH WELL PROGRAMMES,HEALTH AUTHORITIES,STOP SMOKING SERVICES 0-5 SH,,SOUTH WEST YORKSHIRE PARTNERSHIP,"17,976.39"
13/12/2023,5280766,CHIEF EXECUTIVE,PH WELL PROGRAMMES,HEALTH AUTHORITIES,STOP SMOKING SERVICES 0-5 SH,,SOUTH WEST YORKSHIRE PARTNERSHIP,"32,348.00"
07/12/2023,5273351,"ADULTS, WELLBEING AND CULTURE",CULTURE AND COMMERCIALISATION,SERVICES,UKSPF-  GROW VOLUNTEERING OPPS,,DONCASTER PERFORMANCE VENUE LTD,"1,200.00"
14/12/2023,5282107,PLACE,SUSTAINABILITY,SERVICES,SUSTAINABILITY NATURAL ENVIRO,,DONCASTER PERFORMANCE VENUE LTD,"1,240.00"
14/12/2023,5282107,PLACE,SUSTAINABILITY,SERVICES,SUSTAINABILITY NATURAL ENVIRO,,DONCASTER PERFORMANCE VENUE LTD,"-1,240.00"
14/12/2023,5282107,PLACE,SUSTAINABILITY,SERVICES,SUSTAINABILITY NATURAL ENVIRO,,DONCASTER PERFORMANCE VENUE LTD,440.00
14/12/2023,5282107,PLACE,SUSTAINABILITY,SERVICES,SUSTAINABILITY NATURAL ENVIRO,,DONCASTER PERFORMANCE VENUE LTD,800.00
14/12/2023,5282108,"ADULTS, WELLBEING AND CULTURE",DIRECTORATE MANAGEMENT,RENTS,AD COMMUNITIES,,DONCASTER PERFORMANCE VENUE LTD,551.90
14/12/2023,5282108,"ADULTS, WELLBEING AND CULTURE",DIRECTORATE MANAGEMENT,RENTS,AD COMMUNITIES,,DONCASTER PERFORMANCE VENUE LTD,-551.90
14/12/2023,5282108,"ADULTS, WELLBEING AND CULTURE",DIRECTORATE MANAGEMENT,RENTS,AD COMMUNITIES,,DONCASTER PERFORMANCE VENUE LTD,330.00
18/12/2023,5288270,"ADULTS, WELLBEING AND CULTURE",CULTURE AND COMMERCIALISATION,GRANTS AND SUBSCRIPTIONS,UKSPF- GRASSROOTS  COMM PROG,,DONCASTER PERFORMANCE VENUE LTD,"1,500.00"
04/12/2023,5268270,"ADULTS, WELLBEING AND CULTURE",CULTURE AND COMMERCIALISATION,EQUIPMENT/FURNITURE/MATERIALS,SHARED SERVICE - HERITAGE,GENERAL MATERIALS,BRITISH FOSSILS,402.60
18/12/2023,5291814,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,ADULT SOCIAL SERVICES CLIENTS,DIRECT PAYMENTS - CALDT,,REDACTED PERSONAL DATA,720.00
01/12/2023,5266687,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,CREATIVE SUPPORT,541.80
01/12/2023,5266688,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,CREATIVE SUPPORT,406.35
01/12/2023,5266689,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,CREATIVE SUPPORT,445.05
01/12/2023,5266693,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,CREATIVE SUPPORT,783.68
01/12/2023,5266694,"ADULTS, WELLBEING AND CULTURE",FUTURE OPTIONS,PRIVATE CONTRACTORS,SUPPORTED LIVING LD,OTHER PROFESSIONAL SERVICES,CREATIVE SUPPORT,754.65
