Service Division Org,Expense Type,Detailed Expense Typ,Expense Code,Amount,Supplier Name,Payment Date,,
Specialist Operations,Employees,Police Overtime,"Police PC - Basic Pay, OT, NI & Pension","20,352.79",PCC for Dorset,13/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,013.34",SJ Cook & Sons,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,Standby Payments,175.00,PCC for Wiltshire,20/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"4,960.80",Key Forensic Services Ltd,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Services,Capital Charges,Capital Charges,Construction & Conversion Works,965.00,Sovereign Fire & Security Ltd,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,635.29",BRISTOL STREET MOTORS,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"28,115.24",BATH & NORTH EAST SOMERSET COUNCIL,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,142.00,Toyota (GB) PLC,13/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"2,262.40 Orchid Cellmark Ltd",,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"2,546.31",SJ Cook & Sons,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment,"9,000.00",BXcellence,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Radio/Airwave - Equipment,15.00,Sonic Communications (INT) Ltd,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Other Expenses,Courses Fees,"3,425.00",Forensic Analytics Ltd,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Equipment Furniture & Materials,Equipment,"12,061.00 DII Ltd",,13/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,14.90,Aero Healthcare Ltd,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Other Expenses,Courses Fees,,0.72 College of Policing Ltd,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,,"2,925.00 Hays Specialist Recruitment Ltd",03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,,570.40 Orchid Cellmark Ltd,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"41,650.00",Pomphrey and Sons Ltd,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"17,987.25",Toyota (GB) PLC,20/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Employees,Police Overtime,"Police PC - OT, NI & Pension","1,138.25",PCC for Devon & Cornwall,27/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,"29,989.13",Ford Motor Company Limited,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"1,141.66 My Staff Shop Limited",06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,58.33,Planning Portal,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"102,370.45 Orchid Cellmark Ltd",,13/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Planned Repair & Maintenance,Grounds Maintenance,"4,464.00",PLANT CARE LTD,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Medical Fees,Doctors - call out fees,10.76,,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,,"9,600.00 Chartered Society of Forensic Scien",27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,360.00",Imperative Training Limited,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Transport,Vehicle Allowances,Travel fares,13.75,,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Other Expenses,Legal Costs & Services,"1,032.00",,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,9.75,Aero Healthcare Ltd,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Medical Fees,Pathologists reports,,"4,160.00 Calamat Ltd (Prof D C Mangham)",13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Communications & Computing,Network Services,,-41.71  PHOENIX SOFTWARE LTD,27/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,584.20,Forensic Access Limited,20/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Subsistence & Conference,Subsistence,256.27,PCC for Dorset,13/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Services,775.00,SVE Services Limited,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,,-0.28  DRA Maintenance Ltd,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Capital Charges,Forensic Science Services,,611.35 Orchid Cellmark Ltd,13/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,980.00",Imperative Training Limited,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Insurance,Insurance General,"4,170.42",J&R Baker Properties,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,160.20 Charles Fellows Supplies Ltd,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Communications & Computing,Hardware - Purchases,,106.00 Novatech Limited,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Other Expenses,Licences & Orders,"10,559.06 National Crime Agency",,20/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Capital Charges,Forensic Science Services,"4,739.00 Orchid Cellmark Ltd",,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,190.63,Ford Motor Company Limited,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,"-2,290.00  My Staff Shop Limited",,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"6,250.00",Toyota (GB) PLC,13/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"1,406.68 My Staff Shop Limited",13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Equipment Furniture & Materials,Equipment Repairs & Maintenance,"1,077.79",Sovereign Fire & Security Ltd,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),"1,950.53",Sopra Steria Limited,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, OT, NI, Pension & Unsociable Hours","29,964.87",PCC for Devon & Cornwall,27/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,"3,040.00",Akkodis UK Ltd,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),"146,265.00",SSS Public Safety Limited,03/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigations,Third Party Payments,Contribution,Contribution,"-84,956.25  Rise Mutual CIC",,13/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Fabric,,863.00 DRA Maintenance Ltd,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Local Policing,Supplies & Services,Communications & Computing,Software - Purchases (S&M),,1.42 NDI Technologies Ltd,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"1,600.74 College of Policing Ltd",20/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,690.76,SJ Cook & Sons,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,"2,257.42 My Staff Shop Limited",06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Supplies & Services,Subsistence & Conference,Subsistence,410.64,PCC for Devon & Cornwall,17/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,407.04,Bidfood,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Unplanned Repair & Maintenance,Reactive Maintenance - Building Fabric,,"1,401.86 DRA Maintenance Ltd",24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Operational Support,Supplies & Services,Other Expenses,Vet Fees & Supplies,91.40,A NICHOLS (COW MILLS) LTD,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,,7.00 WA Products (UK) Ltd t/a SceneSafe,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"10,102.46",The Appropriate Adult Service,13/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Local Policing,Supplies & Services,Communications & Computing,Radio/Airwave - Equipment,82.50,Sonic Communications (INT) Ltd,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","5,935.29",PCC for Wiltshire,27/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Operational Support,Supplies & Services,Subsistence & Conference,Subsistence,164.62,PCC for Devon & Cornwall,13/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,150.00 Data Pro IT Ltd,,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,800.80 Cary Uk Ltd,,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Workshops/Maintenance,Vehicle Workshop,691.48,SAFETY KLEEN UK LTD,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,,-0.90  UK Telematics,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,44.00,Taunton Leisure Ltd,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,Rents,"2,185.38",PCC for Devon & Cornwall,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,86.80,Bidfood,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,243.60,Protect Signs,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"10,623.33 OEConnection Limited",,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Operational Support,Supplies & Services,Other Expenses,Vet Fees & Supplies,570.53,Vale Vets Portishead t/a Independen,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,519.00,PREMIER DIAGNOSTICS LTD,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,510.00,Toyota (GB) PLC,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,"2,721.00",Sodexo Limited,03/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,700.00,Sodexo Limited,03/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,605.00,Toyota (GB) PLC,20/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,436.88,Bidfood,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Supplies & Services,Equipment Furniture & Materials,Equipment,15.00,Sonic Communications (INT) Ltd,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Roads Policing,Supplies & Services,Communications & Computing,Voice & Data,156.00 UK Telematics,,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,29.55,Aero Healthcare Ltd,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,075.14",PCC for Devon & Cornwall,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Financial Adjustments,,70.00 Goodfellow Farming Limited,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,516.00,Sodexo Limited,03/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Employees,Police Overtime,"Police PC - Basic Pay, OT, NI & Pension","6,154.18",PCC for Wiltshire,20/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,240.30 Charles Fellows Supplies Ltd,20/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Grants & Subscriptions,Subscriptions,,264.00 Halls Electrical Ltd,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,"20,771.00 North Somerset Council",,10/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Supplies & Services,Contractors/ Fees & Hired Services,Fees & Hired,,561.17 My Staff Shop Limited,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Maintenance of dogs/cats,"2,988.02",,17/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Transport,Vehicle Allowances,Travel fares,54.25,PCC for Devon & Cornwall,13/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Other Expenses,Courses Fees,"3,045.00",The PCC for West Midlands,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,,-2.97  Sodexo Limited,03/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Cleaning & Domestic Supplies,General Waste Costs,14.00,SUEZ Recycling and Recovery UK Ltd,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,,848.82 GOODYEAR TYRES UK LTD,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,"1,024.00",Sodexo Limited,03/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,596.00,Sodexo Limited,03/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Employees,Police Pay & Allowances,"Police Inspector - Basic Pay, NI & Pension","2,902.89",PCC for Gloucestershire,27/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,"6,250.00",Toyota (GB) PLC,13/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Support Functions,Premises,Cleaning & Domestic Supplies,Cleaning Charges,"3,247.00",Sodexo Limited,03/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigations,Supplies & Services,Supplies & Services,Court Application Fees,,"3,237.00 HM Courts & Tribunal Service",25/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,21.60 Charles Fellows Supplies Ltd,17/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Professional Fees & Consultancy,Professional Fees & Consultancy,"1,825.00",Xerox (UK) Ltd,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
PCC,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,,0.01 North Somerset Council,24/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,850.15,Fuchs Lubricants (UK)) Plc,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,574.00,Viking Arms Ltd,20/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Other Expenses,Licences & Orders,811.22,Vodafone Limited,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,46.10 WA Products (UK) Ltd t/a SceneSafe,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,,"1,000.00 Coreus Projects Limited",24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,29.50,Aero Healthcare Ltd,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicle Conversions,465.00,Vantage VC Ltd,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,932.83,Bristol PartsPlus,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Supplies & Services,Other Expenses,Financial Adjustments,,-0.50  College of Policing Ltd,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Third Party Payments,Payments to Clients,Grants - Voluntary Orgs,"24,278.91",Bristol City Council,06/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,160.20 Charles Fellows Supplies Ltd,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI & Pension","17,718.46",PCC for Devon & Cornwall,17/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,,34.20 WA Products (UK) Ltd t/a SceneSafe,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Communications & Computing,Voice & Data,208.98,BRITISH TELECOMMUNICATIONS PLC,13/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,532.50 Charles Fellows Supplies Ltd,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,ICT Equipment Purchase,,"5,241.60 ORACLE CORPORATION UK LTD",20/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Specialist Operations,Supplies & Services,Other Expenses,Licences & Orders,"1,151.50",Experian Ltd,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,994.00,,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigations,Employees,Police Overtime,"Police PC - Basic Pay, OT, NI & Pension","5,500.29",PCC for Wiltshire,27/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,324.75 WA Products (UK) Ltd t/a SceneSafe,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Analyse,Transport,Vehicle Allowances,Travel fares,"6,321.39",,27/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,,"3,600.00 West Yorkshire Police",03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Specialist Operations,Premises,Rent Rates & Water,National Non Domestic Rates,,"1,486.00 North Somerset Council",10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Construction & Conversion Fees,"7,309.99",AtkinsRealis UK Limited,17/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment - Consumables,Equipment - Consumables,,17.50 WA Products (UK) Ltd t/a SceneSafe,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Furniture Purchase,,"9,550.00 DRA Maintenance Ltd",27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Capital Charges,Capital Charges,Vehicles Purchase,55.00,Toyota (GB) PLC,20/02/2025,B,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category B
Specialist Operations,Employees,Police Pay & Allowances,"Police PC - Basic Pay, NI, Pension & Housing","24,091.28",PCC for Devon & Cornwall,13/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Support Functions,Supplies & Services,Subsistence & Conference,Conference & Meeting Expenses,,200.00 Compass Services (UK) Ltd,17/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Investigative Support,Supplies & Services,Other Expenses,Courses Fees,,"3,076.50 College of Policing Ltd",13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Transport,Vehicle Maintenance,Vehicle costs - repair and maintenance,"1,577.55",FMG Repair Services Limited,10/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Medical Fees,Doctors - call out fees,"-5,132.20",,24/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Criminal Justice Arrangements,Supplies & Services,Other Expenses,Remand costs,,160.20 Charles Fellows Supplies Ltd,13/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,"1,314.00 MEDISAVE UK LTD",,27/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Supplies & Services,Equipment Furniture & Materials,Equipment,,-5.02  CLIFTON CANVAS DEVELOPMENTS LTD,03/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
Support Functions,Premises,Rent Rates & Water,National Non Domestic Rates,,"98,839.00 North Somerset Council",10/02/2025,C,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category C
Investigative Support,Supplies & Services,Equipment Furniture & Materials,Equipment Operational,,55.00 WA Products (UK) Ltd t/a SceneSafe,06/02/2025,A,The CC/PCC are satisfied the spend represents VFM in accordance with the requirements of category A
