Line,Clearance Date,Reference,Type,Value,Supplier or Redacted Statement,Supplier No.,Directorate/Balance Sheet Heading,Area of Spend,Service Level,Expense Code,Expense Description,,
4498,2025-02-20 00:00:00,0081169057,INV,5916,WEST HILL CARE HOME LTD,30340600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EB87N46000000000,OP - RESI CARE Priv Contract
4499,2025-02-20 00:00:00,0081168592,INV,3200,CURANT CARE HOMES LTD - THE WHITE HOUSE,30492200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EB87N46000000000,OP - RESI CARE Priv Contract
4500,2025-02-20 00:00:00,0081168644,INV,3200,CURANT CARE HOMES LTD - THE WHITE HOUSE,30492200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EB87N46000000000,OP - RESI CARE Priv Contract
4501,2025-02-20 00:00:00,0081168670,INV,3200,CURANT CARE HOMES LTD - THE WHITE HOUSE,30492200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EB87N46000000000,OP - RESI CARE Priv Contract
4502,2025-02-04 00:00:00,0041346141,INV,455,MAGEES LTD,03511100,CHILDREN AND ADULTS,AD ASC,AD ASC,46059,Client Expenses,EB87N46059000000,OP - RESI CARE Client Expenses
4503,2025-02-20 00:00:00,0081169000,INV,874.64,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4504,2025-02-20 00:00:00,0081168879,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4505,2025-02-20 00:00:00,0081168887,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4506,2025-02-20 00:00:00,0081168897,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4507,2025-02-20 00:00:00,0081168901,INV,3498.56,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4508,2025-02-20 00:00:00,0081168904,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4509,2025-02-20 00:00:00,0081168905,INV,4318.4,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4510,2025-02-20 00:00:00,0081168812,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4511,2025-02-20 00:00:00,0081168814,INV,426.43,ASHLEY GARDEN CARE CENTRE,02986800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4512,2025-02-20 00:00:00,0081168815,INV,3782.56,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4513,2025-02-20 00:00:00,0081168848,INV,3498.56,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4514,2025-02-20 00:00:00,0081168866,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4515,2025-02-20 00:00:00,0081168871,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4516,2025-02-20 00:00:00,0081168753,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4517,2025-02-20 00:00:00,0081168757,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4518,2025-02-20 00:00:00,0081168759,INV,3498.56,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4519,2025-02-20 00:00:00,0081168782,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4520,2025-02-20 00:00:00,0081168792,INV,405.27,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4521,2025-02-20 00:00:00,0081168794,INV,3981.16,ASHLEY GARDEN CARE CENTRE,02986800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4522,2025-02-20 00:00:00,0081168697,INV,3782.56,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4523,2025-02-20 00:00:00,0081168710,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4524,2025-02-20 00:00:00,0081168713,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4525,2025-02-20 00:00:00,0081168734,INV,3782.56,PEMBROKE HOUSE,00561900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4526,2025-02-20 00:00:00,0081168740,INV,5247.84,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4527,2025-02-20 00:00:00,0081168742,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4528,2025-02-20 00:00:00,0081168660,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4529,2025-02-20 00:00:00,0081168661,INV,3498.56,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4530,2025-02-20 00:00:00,0081168667,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4531,2025-02-20 00:00:00,0081168682,INV,3782.56,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4532,2025-02-20 00:00:00,0081168685,INV,18600,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4533,2025-02-20 00:00:00,0081168688,INV,5971.43,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4534,2025-02-20 00:00:00,0081168603,INV,4800,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4535,2025-02-20 00:00:00,0081168611,INV,4400,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4536,2025-02-20 00:00:00,0081168616,INV,3980,ASHLEY GARDEN CARE CENTRE,02986800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4537,2025-02-20 00:00:00,0081168646,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4538,2025-02-20 00:00:00,0081168658,INV,3782.56,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4539,2025-02-20 00:00:00,0081168659,INV,471.43,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4540,2025-02-20 00:00:00,0081168564,INV,3498.56,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4541,2025-02-20 00:00:00,0081168570,INV,3498.56,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4542,2025-02-20 00:00:00,0081168573,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4543,2025-02-20 00:00:00,0081168576,INV,4692,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4544,2025-02-20 00:00:00,0081168578,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4545,2025-02-20 00:00:00,0081168595,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4546,2025-02-20 00:00:00,0081168534,INV,5872.58,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4547,2025-02-20 00:00:00,0081168537,INV,374.85,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4548,2025-02-20 00:00:00,0081168539,INV,3782.56,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4549,2025-02-20 00:00:00,0081168541,INV,4600,MAIDSTONE CARE CENTRE,02963500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4550,2025-02-20 00:00:00,0081168549,INV,3782.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4551,2025-02-20 00:00:00,0081168556,INV,3498.56,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4552,2025-02-20 00:00:00,0081168484,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4553,2025-02-20 00:00:00,0081168495,INV,428.57,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4554,2025-02-20 00:00:00,0081168502,INV,3498.56,PEMBROKE HOUSE,00561900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4555,2025-02-20 00:00:00,0081168521,INV,4318.4,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4556,2025-02-20 00:00:00,0081168532,INV,3782.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4557,2025-02-20 00:00:00,0081168533,INV,3498.56,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4558,2025-02-20 00:00:00,0081168449,INV,7512,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4559,2025-02-20 00:00:00,0081168457,CRN,-3695.71,ASHLEY GARDEN CARE CENTRE,02986800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4560,2025-02-20 00:00:00,0081168463,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4561,2025-02-20 00:00:00,0081168470,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4562,2025-02-20 00:00:00,0081168476,INV,3498.56,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4563,2025-02-20 00:00:00,0081168479,INV,654.55,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4564,2025-02-20 00:00:00,0081168421,INV,3498.56,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4565,2025-02-20 00:00:00,0081168422,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4566,2025-02-20 00:00:00,0081168424,INV,8100,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4567,2025-02-20 00:00:00,0081168434,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4568,2025-02-20 00:00:00,0081168436,INV,3782.56,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4569,2025-02-20 00:00:00,0081168446,INV,3498.56,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4570,2025-02-20 00:00:00,0081168381,INV,-15042.86,ASHLEY GARDEN CARE CENTRE,02986800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4571,2025-02-20 00:00:00,0081168385,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4572,2025-02-20 00:00:00,0081168392,INV,4815.6,PEMBROKE HOUSE,00561900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4573,2025-02-20 00:00:00,0081168402,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4574,2025-02-20 00:00:00,0081168411,INV,4400,CHARING HOUSE,03489500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4575,2025-02-20 00:00:00,0081168415,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4576,2025-02-20 00:00:00,0081168290,INV,4458.02,PILGRIMS WAY NURSING HOME,00329000,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4577,2025-02-20 00:00:00,0081168338,INV,5800,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4578,2025-02-20 00:00:00,0081168345,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4579,2025-02-20 00:00:00,0081168348,CRN,-2000,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4580,2025-02-20 00:00:00,0081168351,INV,3888,PEMBROKE HOUSE,00561900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4581,2025-02-20 00:00:00,0081168359,INV,3498.56,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4582,2025-02-20 00:00:00,0081168229,INV,3498.56,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4583,2025-02-20 00:00:00,0081168239,INV,5800,FRISTON HOUSE NURSING HOME,00480600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4584,2025-02-20 00:00:00,0081168243,CRN,-3928.57,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4585,2025-02-20 00:00:00,0081168258,INV,5600,BARTY HOUSE NURSING HOME LIMITED,03602300,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4586,2025-02-20 00:00:00,0081168263,INV,3600,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4587,2025-02-20 00:00:00,0081168266,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4588,2025-02-20 00:00:00,0081168167,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4589,2025-02-20 00:00:00,0081168172,INV,4508,PEMBROKE HOUSE,00561900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4590,2025-02-20 00:00:00,0081168183,INV,4800,GRACE MANOR NURSING HOME,01436600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4591,2025-02-20 00:00:00,0081168208,INV,374.85,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4592,2025-02-20 00:00:00,0081168218,INV,3498.56,VALLEY VIEW RESIDENTIAL NURSING HOME,00900600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4593,2025-02-20 00:00:00,0081168227,INV,3498.56,AKARI CARE LTD - FRINDSBURY HALL,03547700,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4594,2025-02-20 00:00:00,0081168264,CRN,-5178.57,WINCHESTER HOUSE NURSING HOME,01900900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4595,2025-02-20 00:00:00,0081168273,INV,405.27,AMPERSAND HOUSE,02336600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4596,2025-02-20 00:00:00,0081168251,INV,4488,WINCHESTER HOUSE NURSING HOME,01900900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4597,2025-02-20 00:00:00,0081168297,INV,3780,COPPER BEECHES NURSING HOME FOUR SEASONS,03535500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4598,2025-02-20 00:00:00,0081168300,INV,3782.56,COPPER BEECHES NURSING HOME FOUR SEASONS,03535500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4599,2025-02-20 00:00:00,0081168332,INV,3782.56,WINCHESTER HOUSE NURSING HOME,01900900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4600,2025-02-20 00:00:00,0081168223,INV,3790.36,HAZELDENE HOUSE LTD,30227900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4601,2025-02-20 00:00:00,0081168312,INV,15535.51,COPPER BEECHES NURSING HOME FOUR SEASONS,03535500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4602,2025-02-20 00:00:00,0081168257,INV,405.27,AMPERSAND HOUSE,02336600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4603,2025-02-20 00:00:00,0081166696,CRN,-6928.92,HAWKHURST HOUSE,30255800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4604,2025-02-20 00:00:00,0081166760,INV,5000,HAWKHURST HOUSE,30255800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4605,2025-02-20 00:00:00,0081166775,CRN,-6442.76,HAWKHURST HOUSE,30255800,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4606,2025-02-20 00:00:00,0081168235,INV,2221.04,HEATHER DALE (HEALTHCARE) LIMITED,00188200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4607,2025-02-20 00:00:00,0081168237,INV,3782.56,WINCHESTER HOUSE NURSING HOME,01900900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4608,2025-02-20 00:00:00,0081168242,INV,3498.56,AVANTE CARE AND SUPPORT LTD,00228500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4609,2025-02-20 00:00:00,0081168195,INV,5200,WINCHESTER HOUSE NURSING HOME,01900900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4610,2025-02-20 00:00:00,0081168198,INV,3782.56,WINCHESTER HOUSE NURSING HOME,01900900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4611,2025-02-20 00:00:00,0081168210,INV,6440,HEATHER DALE (HEALTHCARE) LIMITED,00188200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4612,2025-02-20 00:00:00,0081168140,INV,4468,WINCHESTER HOUSE NURSING HOME,01900900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4613,2025-02-20 00:00:00,0081168142,INV,621.43,WINCHESTER HOUSE NURSING HOME,01900900,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4614,2025-02-20 00:00:00,0081168178,INV,3782.56,AMPERSAND HOUSE,02336600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4615,2025-02-20 00:00:00,0081168247,INV,5600,NELLSAR LTD,02896600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4616,2025-02-20 00:00:00,0081168248,CRN,-540.37,AMPERSAND HOUSE,02336600,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4617,2025-02-20 00:00:00,0081168225,INV,2339.4,COPPER BEECHES NURSING HOME FOUR SEASONS,03535500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4618,2025-02-20 00:00:00,0081168086,INV,3782.56,WELLINGTON PARK NURSING HOME,30152200,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4619,2025-02-20 00:00:00,0081168164,INV,3782.56,COPPER BEECHES NURSING HOME FOUR SEASONS,03535500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
4620,2025-02-20 00:00:00,0081168165,INV,3782.56,COPPER BEECHES NURSING HOME FOUR SEASONS,03535500,CHILDREN AND ADULTS,AD ASC,AD ASC,46000,Priv Contract,EC87N46000000000,OP - NURS CARE Priv Contract
