Portfolio,Directorate,Division,Service Area,Type of Expenditure,Payee,Payment Date,Amount (£)
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Flogas Uk Ltd,45155,1349.33
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45195,1347.8
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45117,1347.5
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,JLA HVAC Ltd,45173,1346.56
Place,Economy,Economy,Strategic Housing,HSF Payments - Homelessness,First Choice Homes Ltd (FCHO),45118,1346.54
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45139,1345.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45139,1345.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45148,1345.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45159,1345.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45173,1345.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45187,1345.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45187,1345.5
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45141,1344.88
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Badenoch and Clarke Ltd t/a Adecco,45196,1344.72
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45145,1343.25
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45145,1343.05
Place,Economy,Economy,Estates,Maintenance Contracts,Corlett Electrical Engineering Co (1981) Ltd,45182,1342.68
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45111,1341.44
People,Children´s Services,Schools,Schools,Payments to Academies - Schools only,Oasis Academy Clarksfield,45161,1340.71
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Corlett Electrical Engineering Co (1981) Ltd,45124,1339.4
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Instant Care Ltd,45197,1338.75
People,Community Health and Adult Social Care,Community Health & Social Care,Community Health & Social Care,Payments To Carers/Volunteers/Providers,Newmark Care Ltd,45134,1338.75
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45140,1336.19
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45147,1336.19
Corporate Services,Corporate Services,"Customer, Digital and Transformation",Customer Services,Services - Professional Fees,APS Group,45128,1334.55
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45161,1334
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45187,1334
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45187,1334
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45134,1330
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Publications,Askews & Holts Library Services Ltd,45167,1329.81
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Pennine Medical Supplies Ltd,45152,1329.16
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Assistance To Families Grants,GMX Cars Ltd,45195,1328.78
Place,Economy,Economy,Estates,Maintenance Contracts,Corlett Electrical Engineering Co (1981) Ltd,45135,1327.59
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45187,1327.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45187,1327.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45187,1327.5
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Badenoch and Clarke Ltd t/a Adecco,45126,1327.48
People,Children´s Services,"Education, Skills & Early Years",Learning Services,Grants,St Barnabas PCC,45135,1322.4
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Hire Of Other Vehicles,S Williamson T/A Smart Minibus,45132,1320.8
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45134,1320.69
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45162,1320.69
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45180,1320.62
Place,Economy,Economy,Strategic Housing,Services - Professional Fees,PeopleScout Limited,45195,1320
Corporate Services,Corporate Services,Capital - IT,Capital - IT,IT Consultancy,4C Strategies,45134,1320
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45140,1319.42
Corporate Services,Corporate Services,Legal Services,Elections,Stationery,Print Plus,45146,1317.95
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45183,1317.62
Place,Environmental Services,Environmental Services,Fleet Management,Tyres,ProFit Tyre Group Ltd,45139,1317.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45124,1317.02
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Interpreter/Translation Services,D A Languages Ltd,45167,1316.83
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45140,1314.82
Place,Economy,Economy,Estates,Gas,Corona Energy Retail 2 Ltd,45134,1314
Capital Treasury and Technical Accounting,Capital Treasury and Technical Accounting,Corporate Expenses,Corporate Expenses,Public Liability Insurance,Crawford & Company Adjusters (UK) Limited,45121,1314
Place,Economy,Economy,Strategic Housing,HSF Payments - Homelessness,Low Meadows Property Management Ltd,45131,1313.96
Corporate Services,Corporate Services,Finance,Finance,Subscriptions,Pixel Financial Management Ltd,45152,1313
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,NonStop Consulting Ltd,45156,1312.79
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Your World Nursing Ltd,45160,1312.5
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Your World Nursing Ltd,45162,1312.5
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Badenoch and Clarke Ltd t/a Adecco,45182,1310.24
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Corlett Electrical Engineering Co (1981) Ltd,45132,1310.19
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45141,1310
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45119,1309.68
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45139,1309.68
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45146,1309.68
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45160,1309.68
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45160,1309.68
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45176,1309.68
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45182,1309.68
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45195,1309.68
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45195,1309.68
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45140,1309
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,County Car & Van Hire Ltd,45139,1308.6
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45167,1306.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45195,1305.62
Place,Environmental Services,Environmental Services,Fleet Management,Vehicle Spare Parts,Fleet Factors Ltd,45180,1305.13
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45187,1305
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45162,1304.39
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45190,1304.39
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Fulwood Roofing Services (Northern) Ltd,45155,1300
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,F G Rowland Ltd,45133,1300
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,F G Rowland Ltd,45133,1300
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,F G Rowland Ltd,45162,1300
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,F G Rowland Ltd,45175,1300
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,F G Rowland Ltd,45176,1300
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,F G Rowland Ltd,45176,1300
People,Children´s Services,"Education, Skills & Early Years",Central Education Services,Services - Professional Fees,Brabners LLP t/a Brabners Chaffe Street Solicitors,45159,1300
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Sophie Anne Ellicott,45161,1300
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Computing - Purchase Of Software,LoCTA Limited,45182,1300
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,SafeNet Domestic Abuse Service,45139,1299.9
Place,Economy,Economy,Estates,Premises Insurance Other - External Premia,Interurban Ltd,45194,1299.38
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45146,1295.53
Place,Environmental Services,Environmental Services,Public Protection,Operational Materials,Manchester City Council,45146,1295
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Direct HealthCare Group Ltd,45112,1295
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45141,1293.75
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45118,1293.5
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45145,1293.5
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45194,1293.5
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Badenoch and Clarke Ltd t/a Adecco,45156,1293
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Badenoch and Clarke Ltd t/a Adecco,45161,1293
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45145,1290.42
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45146,1290.42
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45160,1290.42
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45173,1290.42
People,Children´s Services,Children´s Social Care,Children in Care,Agency Staff,Semester Recruitment Limited,45161,1288.5
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Publications,Askews & Holts Library Services Ltd,45126,1287.57
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45176,1287
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Easibathe Ltd,45161,1286.37
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Educational Curriculum Equipment,Ross McGivern TA The Green Room,45173,1282.5
People,Community Health and Adult Social Care,Mental Health,Mental Health,Payments To Carers/Volunteers/Providers,Child Action Northwest,45196,1281.96
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Multimedia Expenses,Xerox Finance Ltd,45173,1281.72
Place,Youth & Communities,Community Services,Community Safety,Services - Professional Fees,Stuart Angus Associates,45155,1281.4
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45182,1277.74
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45173,1277.22
People,Community Health and Adult Social Care,Director Adult Social Care,Director Adult Social Care,Agency Staff,Permanent Futures Ltd,45155,1275
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45152,1275
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45152,1275
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,HLC Countryside & Garden,45152,1272
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45152,1271.59
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45131,1271.16
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Optima Health and Social Care Ltd,45169,1265.28
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Leeds Commercial Ltd t/a L C Vehicle Hire Ltd,45182,1265
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45114,1265
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Hopscotch Care Limited,45134,1262.88
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45110,1261.5
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,E Smith & Son,45196,1260.28
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Bridging The Gap Ltd,45195,1260
Corporate Services,Corporate Services,Strategy and Performance,Strategy and Performance,Services - Professional Fees,Insite Graphics,45110,1260
Place,Economy,Economy,Property Management,Maintenance Contracts,Corlett Electrical Engineering Co (1981) Ltd,45132,1258.68
Place,Strategic Highways,Capital - Transport,Capital - Trans - Miscellaneous,Construction - Main Contractor,Keywest Partnership Ltd,45139,1258
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Pentland Plants Ltd,45152,1257.87
People,Children´s Services,"Education, Skills & Early Years",Skills and Employment,Services - Professional Fees,Get Oldham Working,45175,1255.87
People,Children´s Services,"Education, Skills & Early Years",Skills and Employment,Services - Professional Fees,Get Oldham Working,45180,1255.87
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45195,1255.8
People,Children´s Services,"Education, Skills & Early Years",Learning Services - Early Years,Services - Payments To Contractors,Johanna Marston,45161,1254.96
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45139,1254.55
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Direct HealthCare Group Ltd,45148,1252.41
Place,Strategic Highways,Capital - Transport,Capital - Trans - Miscellaneous,Construction - Main Contractor,Rosehill Polymers Ltd TA Rosehill Highways,45183,1250
Place,"Economic Development, Enterprise and Skills",Capital - Boroughwide,Capital - Boroughwide Developments,Fees - Agency,Tyler Grange,45180,1250
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Your World Nursing Ltd,45159,1250
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Your World Nursing Ltd,45160,1250
Place,Economy,Economy,Property Management,Maintenance Contracts,Corlett Electrical Engineering Co (1981) Ltd,45132,1248.74
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Galleries Exhibition Costs,M-four,45147,1245
People,Community Health and Adult Social Care,Community Business Services,Community Business Services,Office Expenses,M-four,45173,1245
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Waterman Aspen Ltd,45187,1243.75
Corporate Services,Corporate Services,Legal Services,Elections,Office Expenses,Civica Election Services Limited,45138,1243.55
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Northern Care Alliance NHS Foundation Trust,45191,1243.25
Place,Environmental Services,Environmental Services,Environmental Management,Operational Materials,Marshall Pump Systems Ltd,45190,1243
Place,Economy,Economy,Strategic Housing,HSF Payments - Homelessness,First Choice Homes Ltd (FCHO),45118,1241.28
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Direct HealthCare Group Ltd,45110,1241.23
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Saddleworth Plant Hire Ltd (SPH Ltd),45169,1240
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45194,1236.27
Place,Economy,Economy,Property Management,General Provision - Repairs & Maintenance,JLA HVAC Ltd,45131,1236.11
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Matchtech Group UK Ltd,45160,1233.68
Place,Strategic Highways,Capital - Transport,Capital - Trans - Minor Works,Construction - Main Contractor,Rosehill Polymers Ltd TA Rosehill Highways,45181,1232
People,Children´s Services,Children´s Social Care,Children in Care,Agency Staff,Semester Recruitment Limited,45161,1230
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Optima Health and Social Care Ltd,45140,1229.8
Place,Economy,Economy,Estates,Electricity,EDF Energy Ltd,45162,1225.64
People,Community Health and Adult Social Care,Community Health & Social Care,Community Health & Social Care,Payments To Carers/Volunteers/Providers,Newmark Care Ltd,45134,1225.56
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Badenoch and Clarke Ltd t/a Adecco,45134,1224.04
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Aggregates Industries UK Ltd (Bardon Aggregates),45176,1222.69
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45141,1222.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45114,1220.08
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45190,1220.08
Corporate Services,Corporate Services,Communications and Research,Communications and Research,Services - Professional Fees,M-four,45163,1220
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Assistance To Families Grants,PERSONAL DETAILS REDACTED,45161,1217.58
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45134,1217.08
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45162,1217.08
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45190,1217.08
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Assistance To Families Grants,PERSONAL DETAILS REDACTED,45188,1216
People,Children´s Services,Children´s Social Care,Children in Care,Services - Professional Fees,Joanne L Dyer,45153,1215.99
Place,Economy,Economy,Facilities Management,Operational Materials,Shorrock Trichem Ltd,45154,1214.15
Place,Environmental Services,Environmental Services,Environmental Management,Services - Payments To Contractors,No Graffiti Ltd,45147,1210
Corporate Services,Corporate Services,HR & Organisational Development,HR Strategy,Training Expenses,The Training Company,45184,1210
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Allied Health-Services Limited,45133,1208.13
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Eden Brown Limited,45134,1207.5
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Meritec Limited,45139,1207.5
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Badenoch and Clarke Ltd t/a Adecco,45134,1206.8
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45181,1204.92
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45181,1204.92
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45182,1204.92
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45195,1204.92
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45195,1204.92
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Randstad HR Solutions,45195,1204.92
People,Leisure Services,Leisure Services,Leisure Services,Services - Professional Fees,Oldham Athletic Community Trust,45196,1203.9
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Paradigm Professional Consultancy Limited,45131,1202.21
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45134,1201.23
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45162,1201.23
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45190,1201.23
Place,Environmental Services,Environmental Services,Waste Management Service,Protective Clothing,Harveys Of Oldham (Holding) Ltd,45196,1200
Place,Environmental Services,Environmental Services,Fleet Management,Operational Materials,Carmel Engineering Ltd,45175,1200
Place,Economy,Economy,Strategic Housing,HSF Payments - Homelessness,First Choice Homes Ltd (FCHO),45131,1200
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45152,1200
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Julie Burnell,45181,1200
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Hannah Murray,45181,1200
Corporate Services,Corporate Services,"Customer, Digital and Transformation",Customer Services,Services - Payments To Contractors,Shine A Light Day Nursery Ltd,45153,1200
People,Children´s Services,"Education, Skills & Early Years",SEND Services,Services - Professional Fees,Ellie White,45148,1200
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Payments To Carers/Volunteers/Providers,Altogether Human,45148,1200
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Services - Professional Fees,Joseph Ed Thomas,45155,1200
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Wellbeing Property Solutions,45176,1200
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Wellbeing Property Solutions,45176,1200
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Wellbeing Property Solutions,45176,1200
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Wellbeing Property Solutions,45176,1200
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Wellbeing Property Solutions,45195,1200
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Wellbeing Property Solutions,45195,1200
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Wellbeing Property Solutions,45195,1200
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Agency Staff,Personnel Leasing Limited,45126,1195.65
Place,"Heritage, Libraries and Arts","Heritage, Libraries and Arts","Heritage, Libraries and Arts",Publications,Askews & Holts Library Services Ltd,45187,1191.77
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45148,1189.89
Place,Environmental Services,Environmental Services,Highways,Agency Staff,Hays Specialist Recruitment,45182,1189.89
Place,Economy,Economy,Estates,Maintenance Contracts,Corlett Electrical Engineering Co (1981) Ltd,45132,1189.46
People,Children´s Services,Capital - Adult Services,Capital - Adult Services,Construction - Main Contractor,Direct HealthCare Group Ltd,45113,1189.44
Place,Youth & Communities,Youth Services Client,Youth Services Client,Educational Visits / School Trips,Norman Galloway Limited,45190,1188
People,Community Health and Adult Social Care,Director Adult Social Care,Director Adult Social Care,Agency Staff,Permanent Futures Ltd,45118,1187.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45152,1187.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45152,1187.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45152,1187.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45152,1187.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45152,1187.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45153,1187.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45181,1187.5
People,Children´s Services,Children´s Social Care,Childrens Safeguarding,Agency Staff,Permanent Futures Ltd,45181,1187.5
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Your World Nursing Ltd,45153,1187.5
People,Children´s Services,Children´s Social Care,Children in Care,Out of Borough Placement,Your World Nursing Ltd,45156,1187.5
People,Community Health and Adult Social Care,Mental Health,Mental Health,Legal Expenses,Dr Nicholas Todd Ltd,45145,1187.1
Place,"Economic Development, Enterprise and Skills",Capital - Town Centre,Capital - Town Centre Developments,Fees - Agency,Brabners LLP t/a Brabners Chaffe Street Solicitors,45127,1183
People,Community Health and Adult Social Care,Commissioning,Commissioning,Payments To Carers/Volunteers/Providers,Allied Health-Services Limited,45133,1182.93
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,CWD Community Independent Care,Optima Health and Social Care Ltd,45152,1182.5
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Direct Payments,PERSONAL DETAILS REDACTED,45160,1180.16
Place,Environmental Services,Environmental Services,Highways,Operational Materials,Jetchem Systems Ltd,45169,1180
People,Public Health,Public Health (Client and Delivery),Public Health (Client and Delivery),Services - Payments To Contractors,The Oak Gables Partnership,45111,1180
Place,Economy,Economy,Estates,General Provision - Repairs & Maintenance,Optima Building Solutions Ltd,45133,1180
Corporate Services,Corporate Services,"Customer, Digital and Transformation",ICT,Comms - Mobile Telephones,Insight Direct (UK) Ltd,45181,1178.91
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Pickering Psychology Services Ltd,45128,1175.8
People,Children´s Services,Children´s Social Care,Fieldwork & Family Support,Legal Expenses,Pickering Psychology Services Ltd,45128,1174.9
People,Community Health and Adult Social Care,Learning Disability,Learning Disability,Interpreter/Translation Services,D A Languages Ltd,45196,1174.08
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45126,1173
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45170,1173
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45174,1173
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45174,1173
Place,Environmental Services,Environmental Services,Fleet Management,Hire Of Other Vehicles,Riverside Truck Rental Ltd,45174,1173
Corporate Services,Corporate Services,Finance,Revenues and Benefits,Agency Staff,Badenoch and Clarke Ltd t/a Adecco,45134,1172.32
Place,Economy,Economy,Creating a Better Place,Operational Materials,Turner & Townsend Group Limited,45117,1170
