element level code 02 + description,version,nominal,nominal description,group,group description,category,category description
COUNCIL  CUMBERLAND COUNCIL,2,10361,REDCTN CATERING STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,10361,REDCTN CATERING STFF,A,employee costs,42,catering staff
COUNCIL  CUMBERLAND COUNCIL,4,10361,REDCTN CATERING STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,10362,REDCTN CATERING STFF ASSISTNTS,A,employee costs,3,reductions
COUNCIL  CUMBERLAND COUNCIL,2,10362,REDCTN CATERING STFF ASSISTNTS,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,10362,REDCTN CATERING STFF ASSISTNTS,A,employee costs,42,catering staff
COUNCIL  CUMBERLAND COUNCIL,4,10362,REDCTN CATERING STFF ASSISTNTS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,10365,REDCTN KEY WORKERS,A,employee costs,3,reductions
COUNCIL  CUMBERLAND COUNCIL,2,10365,REDCTN KEY WORKERS,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,10365,REDCTN KEY WORKERS,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,10365,REDCTN KEY WORKERS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,10404,SLEEP IN ADMIN & CLERICAL,A,employee costs,4,sleep-in
COUNCIL  CUMBERLAND COUNCIL,2,10404,SLEEP IN ADMIN & CLERICAL,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,10404,SLEEP IN ADMIN & CLERICAL,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,10404,SLEEP IN ADMIN & CLERICAL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,10416,SLEEP-IN LEARN SUPP TEACHING,A,employee costs,4,sleep-in
COUNCIL  CUMBERLAND COUNCIL,2,10416,SLEEP-IN LEARN SUPP TEACHING,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,10416,SLEEP-IN LEARN SUPP TEACHING,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,10416,SLEEP-IN LEARN SUPP TEACHING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,10417,SLEEP-IN LEARN SUPP NON-TEACH,A,employee costs,4,sleep-in
COUNCIL  CUMBERLAND COUNCIL,2,10417,SLEEP-IN LEARN SUPP NON-TEACH,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,10417,SLEEP-IN LEARN SUPP NON-TEACH,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,10417,SLEEP-IN LEARN SUPP NON-TEACH,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,10664,TRAINING OPERATIONAL STFF GENE,A,employee costs,6,training time
COUNCIL  CUMBERLAND COUNCIL,2,10664,TRAINING OPERATIONAL STFF GENE,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,10664,TRAINING OPERATIONAL STFF GENE,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,10664,TRAINING OPERATIONAL STFF GENE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12004,BH ENHCEMT ADMIN & CLERCL,A,employee costs,20,bank hol enhncmnt
COUNCIL  CUMBERLAND COUNCIL,2,12004,BH ENHCEMT ADMIN & CLERCL,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12004,BH ENHCEMT ADMIN & CLERCL,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,12004,BH ENHCEMT ADMIN & CLERCL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12160,PRP/BONUS PREMISES STFF,A,employee costs,21,prp/bonuses
COUNCIL  CUMBERLAND COUNCIL,2,12160,PRP/BONUS PREMISES STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12160,PRP/BONUS PREMISES STFF,A,employee costs,24,premises staff
COUNCIL  CUMBERLAND COUNCIL,4,12160,PRP/BONUS PREMISES STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12201,SP RESP ALLOW SENIOR MNGMNT,A,employee costs,22,special respons allow
COUNCIL  CUMBERLAND COUNCIL,2,12201,SP RESP ALLOW SENIOR MNGMNT,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12201,SP RESP ALLOW SENIOR MNGMNT,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,12201,SP RESP ALLOW SENIOR MNGMNT,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12204,SP RESP ALLOW ADMIN & CLERCL,A,employee costs,22,special respons allow
COUNCIL  CUMBERLAND COUNCIL,2,12204,SP RESP ALLOW ADMIN & CLERCL,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12204,SP RESP ALLOW ADMIN & CLERCL,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,12204,SP RESP ALLOW ADMIN & CLERCL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12301,OTHR ALLOW SENIOR MNGMNT,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12301,OTHR ALLOW SENIOR MNGMNT,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12301,OTHR ALLOW SENIOR MNGMNT,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,12301,OTHR ALLOW SENIOR MNGMNT,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12304,OTHR ALLOW ADMIN&CLERIC,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12304,OTHR ALLOW ADMIN&CLERIC,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12304,OTHR ALLOW ADMIN&CLERIC,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,12304,OTHR ALLOW ADMIN&CLERIC,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12310,OTHR ALLOW TEACHERS F/T,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12310,OTHR ALLOW TEACHERS F/T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12310,OTHR ALLOW TEACHERS F/T,A,employee costs,2,teaching staff - full time
COUNCIL  CUMBERLAND COUNCIL,4,12310,OTHR ALLOW TEACHERS F/T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12311,OTHR ALLOW TEACHERS P/T,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12311,OTHR ALLOW TEACHERS P/T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12311,OTHR ALLOW TEACHERS P/T,A,employee costs,6,teaching staff - part time
COUNCIL  CUMBERLAND COUNCIL,4,12311,OTHR ALLOW TEACHERS P/T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12313,OTHR ALLOW SUPPLY TEACH,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12313,OTHR ALLOW SUPPLY TEACH,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12313,OTHR ALLOW SUPPLY TEACH,A,employee costs,12,supply teaching staff
COUNCIL  CUMBERLAND COUNCIL,4,12313,OTHR ALLOW SUPPLY TEACH,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12316,OTHR ALLOW LEARN SUPP TEACHING,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12316,OTHR ALLOW LEARN SUPP TEACHING,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12316,OTHR ALLOW LEARN SUPP TEACHING,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,12316,OTHR ALLOW LEARN SUPP TEACHING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12317,OTHR ALLOW LEARN SUPP-NONTEACH,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12317,OTHR ALLOW LEARN SUPP-NONTEACH,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12317,OTHR ALLOW LEARN SUPP-NONTEACH,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,12317,OTHR ALLOW LEARN SUPP-NONTEACH,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12329,OTHR ALLOW OUT OF SCHL STFF,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12329,OTHR ALLOW OUT OF SCHL STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12329,OTHR ALLOW OUT OF SCHL STFF,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,12329,OTHR ALLOW OUT OF SCHL STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12356,OTHR ALLOW MID-DAY SUPERVISOR,A,employee costs,23,other allowances
COUNCIL  CUMBERLAND COUNCIL,2,12356,OTHR ALLOW MID-DAY SUPERVISOR,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12356,OTHR ALLOW MID-DAY SUPERVISOR,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,12356,OTHR ALLOW MID-DAY SUPERVISOR,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12401,MISC PYMT SENIOR MNGMNT,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12401,MISC PYMT SENIOR MNGMNT,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12401,MISC PYMT SENIOR MNGMNT,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,12401,MISC PYMT SENIOR MNGMNT,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12404,MISC PYMT ADMIN & CLERCL,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12404,MISC PYMT ADMIN & CLERCL,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12404,MISC PYMT ADMIN & CLERCL,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,12404,MISC PYMT ADMIN & CLERCL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12410,MISC PYMT TEACHERS F/T,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12410,MISC PYMT TEACHERS F/T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12410,MISC PYMT TEACHERS F/T,A,employee costs,2,teaching staff - full time
COUNCIL  CUMBERLAND COUNCIL,4,12410,MISC PYMT TEACHERS F/T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12411,MISC PYMT TEACHERS P/T,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12411,MISC PYMT TEACHERS P/T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12411,MISC PYMT TEACHERS P/T,A,employee costs,6,teaching staff - part time
COUNCIL  CUMBERLAND COUNCIL,4,12411,MISC PYMT TEACHERS P/T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12416,MISC PYMT LEARN SUPP TEACHING,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12416,MISC PYMT LEARN SUPP TEACHING,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12416,MISC PYMT LEARN SUPP TEACHING,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,12416,MISC PYMT LEARN SUPP TEACHING,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12417,MISC PYMT LEARN SUPP NON-TEACH,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12417,MISC PYMT LEARN SUPP NON-TEACH,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12417,MISC PYMT LEARN SUPP NON-TEACH,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,12417,MISC PYMT LEARN SUPP NON-TEACH,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12418,MISC PYMT SCHOOL GOVERNERS CLE,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12418,MISC PYMT SCHOOL GOVERNERS CLE,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12418,MISC PYMT SCHOOL GOVERNERS CLE,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,12418,MISC PYMT SCHOOL GOVERNERS CLE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12428,MISC PYMT NON TEACH ASSTS,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12428,MISC PYMT NON TEACH ASSTS,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12428,MISC PYMT NON TEACH ASSTS,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,12428,MISC PYMT NON TEACH ASSTS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12429,MISC PYMT OUT OF SCHL STFF,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12429,MISC PYMT OUT OF SCHL STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12429,MISC PYMT OUT OF SCHL STFF,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,12429,MISC PYMT OUT OF SCHL STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12456,MISC PYMT MID-DAY SUPERVISOR,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12456,MISC PYMT MID-DAY SUPERVISOR,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12456,MISC PYMT MID-DAY SUPERVISOR,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,12456,MISC PYMT MID-DAY SUPERVISOR,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12460,MISC PYMT PREMISES STFF,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12460,MISC PYMT PREMISES STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12460,MISC PYMT PREMISES STFF,A,employee costs,24,premises staff
COUNCIL  CUMBERLAND COUNCIL,4,12460,MISC PYMT PREMISES STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12461,MISC PYMT CATERING STFF,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12461,MISC PYMT CATERING STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12461,MISC PYMT CATERING STFF,A,employee costs,42,catering staff
COUNCIL  CUMBERLAND COUNCIL,4,12461,MISC PYMT CATERING STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12462,MISC PYMT CATERING STFF ASSIST,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12462,MISC PYMT CATERING STFF ASSIST,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12462,MISC PYMT CATERING STFF ASSIST,A,employee costs,42,catering staff
COUNCIL  CUMBERLAND COUNCIL,4,12462,MISC PYMT CATERING STFF ASSIST,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12463,MISC PYMT DRIVERS AND ESCORTS,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12463,MISC PYMT DRIVERS AND ESCORTS,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12463,MISC PYMT DRIVERS AND ESCORTS,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,12463,MISC PYMT DRIVERS AND ESCORTS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12464,MISC PYMT OPERATIONAL STFF GEN,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12464,MISC PYMT OPERATIONAL STFF GEN,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12464,MISC PYMT OPERATIONAL STFF GEN,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,12464,MISC PYMT OPERATIONAL STFF GEN,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,12465,MISC PYMT KEY WORKER,A,employee costs,24,misc payments
COUNCIL  CUMBERLAND COUNCIL,2,12465,MISC PYMT KEY WORKER,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,12465,MISC PYMT KEY WORKER,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,12465,MISC PYMT KEY WORKER,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13104,STATUTORY PAY ADMIN & CLERCL,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13104,STATUTORY PAY ADMIN & CLERCL,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13104,STATUTORY PAY ADMIN & CLERCL,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,13104,STATUTORY PAY ADMIN & CLERCL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13110,STATUTORY PAY TEACHERS F/T,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13110,STATUTORY PAY TEACHERS F/T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13110,STATUTORY PAY TEACHERS F/T,A,employee costs,2,teaching staff - full time
COUNCIL  CUMBERLAND COUNCIL,4,13110,STATUTORY PAY TEACHERS F/T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13111,STATUTORY PAY TEACHERS P/T,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13111,STATUTORY PAY TEACHERS P/T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13111,STATUTORY PAY TEACHERS P/T,A,employee costs,6,teaching staff - part time
COUNCIL  CUMBERLAND COUNCIL,4,13111,STATUTORY PAY TEACHERS P/T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13114,STATUTORY PAY ED WELFARE OFFCR,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13114,STATUTORY PAY ED WELFARE OFFCR,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13114,STATUTORY PAY ED WELFARE OFFCR,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,13114,STATUTORY PAY ED WELFARE OFFCR,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13116,STATUTORY PAY LEARN SUPP TEACH,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13116,STATUTORY PAY LEARN SUPP TEACH,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13116,STATUTORY PAY LEARN SUPP TEACH,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,13116,STATUTORY PAY LEARN SUPP TEACH,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13117,STATUTORY PAY LEARN SUPP-NON-T,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13117,STATUTORY PAY LEARN SUPP-NON-T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13117,STATUTORY PAY LEARN SUPP-NON-T,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,13117,STATUTORY PAY LEARN SUPP-NON-T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13118,STATUTORY PAY SCHL GVRNERS CLE,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13118,STATUTORY PAY SCHL GVRNERS CLE,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13118,STATUTORY PAY SCHL GVRNERS CLE,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,13118,STATUTORY PAY SCHL GVRNERS CLE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13128,STATUTORY PAY NON TEACH ASSTS,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13128,STATUTORY PAY NON TEACH ASSTS,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13128,STATUTORY PAY NON TEACH ASSTS,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,13128,STATUTORY PAY NON TEACH ASSTS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13129,STATUTORY PAY OUT OF SCHL STFF,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13129,STATUTORY PAY OUT OF SCHL STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13129,STATUTORY PAY OUT OF SCHL STFF,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,13129,STATUTORY PAY OUT OF SCHL STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13156,STATUTORY PAY MID-DAY SUPERVIS,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13156,STATUTORY PAY MID-DAY SUPERVIS,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13156,STATUTORY PAY MID-DAY SUPERVIS,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,13156,STATUTORY PAY MID-DAY SUPERVIS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13160,STATUTORY PAY PREMISES STFF,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13160,STATUTORY PAY PREMISES STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13160,STATUTORY PAY PREMISES STFF,A,employee costs,24,premises staff
COUNCIL  CUMBERLAND COUNCIL,4,13160,STATUTORY PAY PREMISES STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13161,STATUTORY PAY CATERING STFF,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13161,STATUTORY PAY CATERING STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13161,STATUTORY PAY CATERING STFF,A,employee costs,42,catering staff
COUNCIL  CUMBERLAND COUNCIL,4,13161,STATUTORY PAY CATERING STFF,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13164,STATRY PAY OPERATIONAL STFF GE,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13164,STATRY PAY OPERATIONAL STFF GE,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13164,STATRY PAY OPERATIONAL STFF GE,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,13164,STATRY PAY OPERATIONAL STFF GE,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13165,STATUTORY PAY KEY WORKERS,A,employee costs,31,statutory payments
COUNCIL  CUMBERLAND COUNCIL,2,13165,STATUTORY PAY KEY WORKERS,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13165,STATUTORY PAY KEY WORKERS,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,13165,STATUTORY PAY KEY WORKERS,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13201,TERMINATION SENIOR MNGMNT,A,employee costs,32,termination payments
COUNCIL  CUMBERLAND COUNCIL,2,13201,TERMINATION SENIOR MNGMNT,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13201,TERMINATION SENIOR MNGMNT,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,13201,TERMINATION SENIOR MNGMNT,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13204,TERMINATION ADMIN & CLERCL,A,employee costs,32,termination payments
COUNCIL  CUMBERLAND COUNCIL,2,13204,TERMINATION ADMIN & CLERCL,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13204,TERMINATION ADMIN & CLERCL,A,employee costs,32,admin & clerical staff
COUNCIL  CUMBERLAND COUNCIL,4,13204,TERMINATION ADMIN & CLERCL,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13210,TERMINATION TEACHERS F/T,A,employee costs,32,termination payments
COUNCIL  CUMBERLAND COUNCIL,2,13210,TERMINATION TEACHERS F/T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13210,TERMINATION TEACHERS F/T,A,employee costs,2,teaching staff - full time
COUNCIL  CUMBERLAND COUNCIL,4,13210,TERMINATION TEACHERS F/T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13211,TERMINATION TEACHERS P/T,A,employee costs,32,termination payments
COUNCIL  CUMBERLAND COUNCIL,2,13211,TERMINATION TEACHERS P/T,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13211,TERMINATION TEACHERS P/T,A,employee costs,6,teaching staff - part time
COUNCIL  CUMBERLAND COUNCIL,4,13211,TERMINATION TEACHERS P/T,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13217,TERMINATION LEARN SUPP NON-TEA,A,employee costs,32,termination payments
COUNCIL  CUMBERLAND COUNCIL,2,13217,TERMINATION LEARN SUPP NON-TEA,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13217,TERMINATION LEARN SUPP NON-TEA,A,employee costs,18,education support staff
COUNCIL  CUMBERLAND COUNCIL,4,13217,TERMINATION LEARN SUPP NON-TEA,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13256,TERMINATION MID-DAY SUPERVISOR,A,employee costs,32,termination payments
COUNCIL  CUMBERLAND COUNCIL,2,13256,TERMINATION MID-DAY SUPERVISOR,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13256,TERMINATION MID-DAY SUPERVISOR,A,employee costs,50,other staff
COUNCIL  CUMBERLAND COUNCIL,4,13256,TERMINATION MID-DAY SUPERVISOR,A,revenue,2,revenue income and expenditure
COUNCIL  CUMBERLAND COUNCIL,1,13261,TERMINATION CATERING STFF,A,employee costs,32,termination payments
COUNCIL  CUMBERLAND COUNCIL,2,13261,TERMINATION CATERING STFF,X,revenue,10,employees
COUNCIL  CUMBERLAND COUNCIL,3,13261,TERMINATION CATERING STFF,A,employee costs,42,catering staff
