Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £,,,,
95320233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,CHURCH VIEW,SN3 ,14/07/2023,"-1,224.85",,,,
95320233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Nursing Care,CHURCH VIEW,SN3 ,14/07/2023,"10,240.48",,,,
95320233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,CHURCH VIEW,SN3 ,14/07/2023,-927.35,,,,
95320233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Nursing,CHURCH VIEW,SN3 ,14/07/2023,-762.50,,,,
96809239,Parking & Bus lanes,Highway Operations and Car Parking,Car Parking,Premises Costs,Repairs - Buildings,CHURCHES FIRE SECURITY LTD,SO53,26/07/2023,518.85,,,,
95347235,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,CIDERSTONE HOUSE,SN25,14/07/2023,-517.75,,,,
95347235,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,CIDERSTONE HOUSE,SN25,14/07/2023,"15,204.00",,,,
95347235,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,CIDERSTONE HOUSE,SN25,14/07/2023,"14,728.00",,,,
95347235,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,CIDERSTONE HOUSE,SN25,14/07/2023,-528.75,,,,
95347235,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,CIDERSTONE HOUSE,SN25,14/07/2023,-532.00,,,,
95347235,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,CIDERSTONE HOUSE,SN25,14/07/2023,-548.50,,,,
95347235,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,CIDERSTONE HOUSE,SN25,14/07/2023,-847.00,,,,
95416358,High Needs Block,DSG Skills and Attainment,Post 16 - New Responsibilties,3rd Party Payments,FE Colleges,CIRENCESTER COLLEGE,GL7 ,14/07/2023,"3,255.08",,,,
95416354,High Needs Block,DSG Skills and Attainment,Out of Borough School Fees,3rd Party Payments,Other Local Authority Mainstream Schools- Pre 16,CIRENCESTER KINGSHILL SCHOOL,GL7 ,14/07/2023,609.58,,,,
95416353,High Needs Block,DSG Skills and Attainment,Out of Borough School Fees,3rd Party Payments,Other Local Authority Mainstream Schools- Pre 16,CIRENCESTER KINGSHILL SCHOOL,GL7 ,14/07/2023,609.58,,,,
96744241,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN5 ,26/07/2023,575.00,,,,
95625233,Town Centre,"Economy, Growth and Place",Fleming Way Improvement Scheme,Capital,Contractor Payments,CITYFIBRE LIMITED,WC2E,19/07/2023,"11,479.69",,,,
93488233,Elections & Democracy,Elections and Democracy,Register of Electors,Supplies and Services,Post,CIVICA ELECTION SERVICES LIMITED,N8 0,03/07/2023,503.39,,,,
93488233,Elections & Democracy,Elections and Democracy,Register of Electors,Supplies and Services,Materials,CIVICA ELECTION SERVICES LIMITED,N8 0,03/07/2023,220.45,,,,
94972264,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN6 ,12/07/2023,677.27,,,,
94547233,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,REDACTED PERSONAL DATA,SN2 ,12/07/2023,523.92,,,,
96906233,Care Management & Safeguarding,Adults,Swindon Safeguarding Partnershiph,Supplies and Services,Fees,CLARK WARD ASSOCIATES LTD,SN1 ,26/07/2023,615.00,,,,
95384233,Education,"Education, Inclusion and Skills",Education Standards and Quality,Supplies and Services,Fees,CLARKE WILLMOTT LLP,BS1 ,14/07/2023,"5,989.40",,,,
95041233,Education,"Education, Inclusion and Skills",Education Standards and Quality,Supplies and Services,Fees,CLARKE WILLMOTT LLP,BS1 ,14/07/2023,"2,252.70",,,,
94740233,Local Transport Plan Funded,Strategic Planning and Highways,Traffic Management,Capital,Contractor Payments,CLEAR CHANNEL UK LTD,GU22,12/07/2023,"22,214.12",,,,
94972265,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,CLIFTON ST PRE-SCHOOL,SN1 ,12/07/2023,"5,042.86",,,,
95648239,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,CLIFTON ST PRE-SCHOOL,SN1 ,19/07/2023,"2,280.00",,,,
95312233,Mental Health,Adults,Mental Health 18-64,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-2,428.57",,,,
95312233,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"2,507.14",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-4,915.41",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,693.39,,,,
93211236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Respite Care,COATE WATER CARE CO LTD,SN3 ,03/07/2023,"1,122.44",,,,
95312233,Physical Support,Adults,Physical Support 18 - 64,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-448.75,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"5,500.00",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-1,192.50",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-1,147.35",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-1,121.85",,,,
95312233,Mental Health,Adults,Mental Health 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-864.00,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-771.66,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,616.46,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-864.00,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-951.20,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-891.55,,,,
95312233,Mental Health,Adults,Mental Health 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-444.34,,,,
96074233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Respite Care,COATE WATER CARE CO LTD,SN3 ,21/07/2023,"2,571.43",,,,
93211238,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Respite Care,COATE WATER CARE CO LTD,SN3 ,03/07/2023,"2,244.88",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-6,171.43",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"5,427.43",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"5,292.86",,,,
95312233,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"3,584.15",,,,
95599233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Respite Care,COATE WATER CARE CO LTD,SN3 ,19/07/2023,"3,857.14",,,,
95599234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Respite Care,COATE WATER CARE CO LTD,SN3 ,19/07/2023,"3,985.71",,,,
93209234,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Respite Care,COATE WATER CARE CO LTD,SN3 ,03/07/2023,"1,002.26",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,36.49,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-1,119.50",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"5,657.14",,,,
95312233,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,430.00,,,,
95312233,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"3,584.15",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-1,744.15",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-1,660.85",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-909.00,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-632.75,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-3,891.36",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"3,584.15",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"4,875.00",,,,
95476239,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Personal Budget - Respite Care,COATE WATER CARE CO LTD,SN3 ,17/07/2023,"2,011.52",,,,
95312233,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"4,875.00",,,,
95312233,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"3,920.00",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-915.00,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,-844.00,,,,
95312233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"3,736.20",,,,
95312233,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,COATE WATER CARE CO LTD,SN3 ,14/07/2023,"-1,793.45",,,,
95268233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,COCKLEBURY FARMHOUSE,SN15,14/07/2023,"12,955.00",,,,
95268233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,COCKLEBURY FARMHOUSE,SN15,14/07/2023,-532.00,,,,
95832233,Town Centre,"Economy, Growth and Place",Fleming Way Improvement Scheme,Capital,Contractor Payments,COLAS LTD,B37 ,19/07/2023,"241,908.66",,,,
95418248,Highways Inspections & Maintenance,Highway Operations and Car Parking,Highway Maintenance,Supplies and Services,Materials,COLAS LTD,B37 ,14/07/2023,780.00,,,,
94972267,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,COLEVIEW PRE-SCHOOL,SN3 ,12/07/2023,"4,730.82",,,,
94972268,Early Years Block,DSG Skills and Attainment,Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,COLEVIEW PRE-SCHOOL,SN3 ,12/07/2023,608.40,,,,
93710233,Disabled Children,"Children, Families and Community Health Services",DCT Daytime Short Breaks,3rd Party Payments,Respite Care,COLLABORATIVE CARE SERVICES LTD,SN2 ,05/07/2023,"27,936.00",,,,
95256233,Learning Disabilities,Adults,Learning Disability 65 and over,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,"1,134.50",,,,
95257233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,30.00,,,,
95257233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,700.00,,,,
95257233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,34.70,,,,
95256233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,-367.00,,,,
95257233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Supported Living,COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,-178.50,,,,
95256233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,"8,795.65",,,,
95257233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,"5,150.00",,,,
95257233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,"1,700.00",,,,
95257233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),COMMUNITY ACCESS NETWORK LTD,SN25,14/07/2023,"1,879.85",,,,
95313233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,COMMUNITY THERAPEUTIC SERVICES LTD,BS22,14/07/2023,"15,529.90",,,,
93755245,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Parent & Child Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"-2,692.82",,,,
93755233,Social Care,"Children, Families and Community Health Services",Placement - Care Leaver Team,3rd Party Payments,Staying Put,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"2,137.50",,,,
93755243,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"5,822.10",,,,
93755239,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,483.30",,,,
93755242,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"5,634.90",,,,
93755241,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,291.90",,,,
93755236,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,057.90",,,,
93755240,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,501.30",,,,
93755244,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,728.70",,,,
93755238,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,341.10",,,,
93755237,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,118.50",,,,
93755235,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,501.30",,,,
93755234,Social Care,"Children, Families and Community Health Services",Children's Resource and Home Finding Team,3rd Party Payments,Independent Fostering Agency Placements,COMPASS FOSTERING WEST LTD,LE7 ,05/07/2023,"3,291.90",,,,
97611233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",Pay & Reward,Employees,Temporary / Agency - by Accounts Payable,COMPAWISE LIMITED,WA14,31/07/2023,"5,320.00",,,,
93794233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",Pay & Reward,Employees,Temporary / Agency - by Accounts Payable,COMPAWISE LIMITED,WA14,07/07/2023,"7,200.00",,,,
97349331,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,GL2 ,31/07/2023,"4,913.59",,,,
97349332,Learning Disabilities,Adults,Learning Disability 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,GL2 ,31/07/2023,"1,920.84",,,,
96374233,Property Estates,Property,Borough Farms,Supplies and Services,Repairs & Maintenance,CONSERVATION CONTRACTORS LTD,SN10,21/07/2023,770.00,,,,
97012233,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,COOLINK LTD,SN11,28/07/2023,736.00,,,,
95605253,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,COOLINK LTD,SN11,17/07/2023,"1,510.61",,,,
95605251,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,COOLINK LTD,SN11,17/07/2023,212.00,,,,
97012235,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Maintenance - Buildings,COOLINK LTD,SN11,28/07/2023,165.00,,,,
