Transaction Number,Service - Fund ,Service  - Function ,Service - Cost Centre,Expense Type ,Expense Description,Supplier Name,Supplier Post Code (first 4 digits),Payment Date,Amount £,,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,"1,486.08",,,,,,,,,,
120530237,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,426.66,,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,"3,635.72",,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,-50.69,,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,-237.32,,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,-322.56,,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,23.04,,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,"1,427.96",,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,138.24,,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,-188.16,,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,-38.54,,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,"3,467.52",,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,-97.92,,,,,,,,,,
121475235,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,17/01/2024,852.48,,,,,,,,,,
120530237,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,-15.92,,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,"1,382.40",,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,368.64,,,,,,,,,,
120034236,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,"3,553.92",,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,-579.04,,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,-51.84,,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,368.64,,,,,,,,,,
121475235,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,17/01/2024,-184.32,,,,,,,,,,
120034236,Mental Health,Adults,Mental Health 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,483.84,,,,,,,,,,
120034236,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,08/01/2024,552.96,,,,,,,,,,
120530237,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Domiciliary care,SAREN LIMITED T/A EVERLIFE (SWINDON),BA14,10/01/2024,"1,510.38",,,,,,,,,,
121592251,Physical Support,Adults,Physical Support 18 - 64,3rd Party Payments,Nursing Care,SAVERNAKE VIEW CARE HOME,SN8 ,17/01/2024,"5,521.16",,,,,,,,,,
121592251,Physical Support,Adults,Physical Support 18 - 64,Income,Client Contribution - Nursing,SAVERNAKE VIEW CARE HOME,SN8 ,17/01/2024,-385.60,,,,,,,,,,
122560233,Property Estates,Property,Borough Farms,Premises Costs,Land / Premises Agent Costs,SAVILLS (UK) LIMITED,CB2 ,26/01/2024,"3,333.00",,,,,,,,,,
122483234,Property Estates,Property,Borough Farms,Premises Costs,Land / Premises Agent Costs,SAVILLS (UK) LIMITED,CB2 ,24/01/2024,"3,370.80",,,,,,,,,,
122506233,Property Management,Property,Property Assets,Supplies and Services,Accreditations,SAVILLS (UK) LIMITED,CB2 ,24/01/2024,"3,621.15",,,,,,,,,,
120181233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,SBC COLEBROOK  JUNIOR SCHOOL,SN3 ,17/01/2024,600.00,,,,,,,,,,
121152233,Schools - Primary,Dedicated Schools Grant (DSG),Primary School Budgets,3rd Party Payments,Mainstream Delegated Funding,SBC COLEBROOK  JUNIOR SCHOOL,SN3 ,17/01/2024,"74,046.00",,,,,,,,,,
120180233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,SBC COLEBROOK  JUNIOR SCHOOL,SN3 ,17/01/2024,600.00,,,,,,,,,,
120860272,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Maintained providers Pre 16,SBC COLEBROOK  JUNIOR SCHOOL,SN3 ,15/01/2024,"1,351.25",,,,,,,,,,
121171233,DSG Other Funding,Dedicated Schools Grant (DSG),DFE Additional Grants,3rd Party Payments,Payment of Pupil Premium to school,SBC COLEBROOK  JUNIOR SCHOOL,SN3 ,17/01/2024,"4,926.00",,,,,,,,,,
123051233,Landlord Services,Supervision & Management,Estate Management Team,Supplies and Services,Services,SBW LAW LIMITED,L19 ,29/01/2024,"9,143.12",,,,,,,,,,
120951234,Physical Support,Adults,Fessey House,Supplies and Services,Materials,SCOMAC CATERING EQUIPMENT LTD,EH54,15/01/2024,496.58,,,,,,,,,,
122953233,School Transport,"Education, Inclusion and Skills",Special Educational Needs Transport,Transport Costs,Home to School Transport,REDACTED PERSONAL DATA,SN5 ,26/01/2024,990.25,,,,,,,,,,
122819247,Social Care,Children & Families,Children's Resource and Home Finding Team,3rd Party Payments,Semi Independent,SEADES SUPPORT SERVICES LTD,TN37,26/01/2024,"11,071.34",,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,SEAHORSES CARE HOME,SN4 ,19/01/2024,"-1,584.48",,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,SEAHORSES CARE HOME,SN4 ,19/01/2024,"2,867.32",,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,SEAHORSES CARE HOME,SN4 ,19/01/2024,"-1,154.16",,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,SEAHORSES CARE HOME,SN4 ,19/01/2024,-785.84,,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,SEAHORSES CARE HOME,SN4 ,19/01/2024,"4,256.00",,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,SEAHORSES CARE HOME,SN4 ,19/01/2024,-681.88,,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,Income,Client Contribution - Residential,SEAHORSES CARE HOME,SN4 ,19/01/2024,-607.80,,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,SEAHORSES CARE HOME,SN4 ,19/01/2024,"2,988.96",,,,,,,,,,
121945239,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Residential Care,SEAHORSES CARE HOME,SN4 ,19/01/2024,"1,228.85",,,,,,,,,,
120133233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",HR Operations,Supplies and Services,Fees,SEC WATCHDOG LTD T/A SECURITY WATCHDOG,MK5 ,10/01/2024,"1,143.20",,,,,,,,,,
120133233,Human Resources and Organisational Development,"People, Culture and Organisational Resilience",HR Operations,Supplies and Services,Fees,SEC WATCHDOG LTD T/A SECURITY WATCHDOG,MK5 ,10/01/2024,"3,440.00",,,,,,,,,,
121946239,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),SECO SUPPORT LIMITED,PL6 ,19/01/2024,"3,007.76",,,,,,,,,,
121946239,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),SECO SUPPORT LIMITED,PL6 ,19/01/2024,-92.36,,,,,,,,,,
121946239,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Supported Lodgings (Childrens)/Supported Living (Adults),SECO SUPPORT LIMITED,PL6 ,19/01/2024,"16,821.00",,,,,,,,,,
119423233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,03/01/2024,390.50,,,,,,,,,,
119423233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,03/01/2024,753.14,,,,,,,,,,
119424233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,03/01/2024,280.50,,,,,,,,,,
120501233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,10/01/2024,280.50,,,,,,,,,,
121890233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,19/01/2024,390.50,,,,,,,,,,
119425233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,03/01/2024,688.46,,,,,,,,,,
119422233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,03/01/2024,"1,108.52",,,,,,,,,,
121889233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,19/01/2024,652.66,,,,,,,,,,
119424233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,03/01/2024,594.73,,,,,,,,,,
121891233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,19/01/2024,561.00,,,,,,,,,,
121888233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,19/01/2024,280.50,,,,,,,,,,
123155233,Supported Employment,Housing Services,EW - Timber,Supplies and Services,Equipment,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,29/01/2024,468.35,,,,,,,,,,
121889233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,19/01/2024,280.50,,,,,,,,,,
120501233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,10/01/2024,567.92,,,,,,,,,,
119425233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,03/01/2024,280.50,,,,,,,,,,
121891233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,19/01/2024,"1,288.03",,,,,,,,,,
121890233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,19/01/2024,820.89,,,,,,,,,,
121888233,Responsive Repairs,Repairs,Responsive Repairs,3rd Party Payments,Contract Payments,SECURE IRONMONGERY SUPPLIES LIMITED,SN2 ,19/01/2024,593.39,,,,,,,,,,
121560233,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,SEEABILITY,KT17,17/01/2024,-414.20,,,,,,,,,,
121560233,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,SEEABILITY,KT17,17/01/2024,"10,326.44",,,,,,,,,,
119236233,Property Service Charged Properties,Property,Service Charged - Kendrick Close,Premises Costs,Waste,SEPTICLEAN------------,SN6 ,03/01/2024,420.00,,,,,,,,,,
121592243,Learning Disabilities,Adults,Learning Disability 18 - 64,3rd Party Payments,Residential Care,SHAFTESBURY COURT,WR1 ,17/01/2024,"6,996.20",,,,,,,,,,
121592243,Learning Disabilities,Adults,Learning Disability 18 - 64,Income,Client Contribution - Residential,SHAFTESBURY COURT,WR1 ,17/01/2024,-429.16,,,,,,,,,,
121944248,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,REDACTED PERSONAL DATA,SN25,26/01/2024,850.00,,,,,,,,,,
119064481,Social Care,Children & Families,Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN2 ,03/01/2024,582.94,,,,,,,,,,
121023480,Social Care,Children & Families,Placement Adoption Service,3rd Party Payments,Special Guardianship Orders,REDACTED PERSONAL DATA,SN2 ,15/01/2024,582.94,,,,,,,,,,
120542233,Learning Disabilities,Adults,Service Delivery LD,Premises Costs,Contract Cleaning,SHARED LIVES PLUS,L5 9,12/01/2024,485.00,,,,,,,,,,
122347233,Youth Offending,Early Intervention & Prevention,Remand,3rd Party Payments,Secure Placements,SHARED SERVICES CONNECTED LIMITED,NP20,24/01/2024,"6,560.00",,,,,,,,,,
120741233,Youth Offending,Early Intervention & Prevention,Remand,3rd Party Payments,Secure Placements,SHARED SERVICES CONNECTED LIMITED,NP20,12/01/2024,"25,020.00",,,,,,,,,,
121827235,Physical Support,Adults,Physical Support 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SP11,19/01/2024,-108.08,,,,,,,,,,
121827235,Physical Support,Adults,Physical Support 18 - 64,Income,Client Contribution - Personal Budget - DP,REDACTED PERSONAL DATA,SP11,19/01/2024,-54.00,,,,,,,,,,
121827235,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,19/01/2024,"2,604.80",,,,,,,,,,
121827235,Physical Support,Adults,Physical Support 18 - 64,Transfer Payments,Personal Budget - Direct Payments - Domiciliary Care,REDACTED PERSONAL DATA,SP11,19/01/2024,"1,301.12",,,,,,,,,,
119652233,Adults - Staffing and Supporting People,Adults,ASC Senior Management,Supplies and Services,Post,SHARPE PRITCHARD LLP,WC1X,05/01/2024,844.00,,,,,,,,,,
121139330,Early Years Block,Dedicated Schools Grant (DSG),Free Nursery Education Commissioning - three & four  year olds,3rd Party Payments,Contracts - Child Care,SHAW RIDGE PRIMARY SCHOOL (ACADEMY),SN5 ,17/01/2024,"25,370.40",,,,,,,,,,
120860300,High Needs Block,Dedicated Schools Grant (DSG),SEN Resourcing Assessment Panel,3rd Party Payments,Top up funding - Academies and Free Schools Pre 16,SHAW RIDGE PRIMARY SCHOOL (ACADEMY),SN5 ,15/01/2024,"3,031.67",,,,,,,,,,
120258233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,SHAW RIDGE PRIMARY SCHOOL (ACADEMY),SN5 ,17/01/2024,600.00,,,,,,,,,,
120257233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,Supplies and Services,Services,SHAW RIDGE PRIMARY SCHOOL (ACADEMY),SN5 ,17/01/2024,600.00,,,,,,,,,,
120738234,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,12/01/2024,"2,215.00",,,,,,,,,,
121944382,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,26/01/2024,871.38,,,,,,,,,,
121944384,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,26/01/2024,871.38,,,,,,,,,,
120477233,Landlord Services,Supervision & Management,Estate Management Team,Supplies and Services,Services,SHEPPARD STREET ACCOMMODATION,SN1 ,10/01/2024,800.00,,,,,,,,,,
119275237,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,03/01/2024,"2,360.00",,,,,,,,,,
121944381,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,26/01/2024,871.38,,,,,,,,,,
120677233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,12/01/2024,"2,015.00",,,,,,,,,,
122736233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,26/01/2024,"1,645.00",,,,,,,,,,
121384233,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,17/01/2024,"1,465.00",,,,,,,,,,
120679233,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,12/01/2024,"3,122.34",,,,,,,,,,
119492234,Homelessness and Travellers,Housing Services,Bed and Breakfast Accommodation,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,03/01/2024,"2,415.00",,,,,,,,,,
121944383,Homelessness and Travellers,Housing Services,Private Sector Landlords,Transfer Payments,Payment of Costs,SHEPPARD STREET ACCOMMODATION,SN1 ,26/01/2024,871.38,,,,,,,,,,
121530272,Planned Maintenance Programme,HRA Capital Financing,Aids & Adaptations,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,19/01/2024,650.00,,,,,,,,,,
121530273,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,19/01/2024,877.80,,,,,,,,,,
123046233,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,29/01/2024,"1,200.00",,,,,,,,,,
120319233,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,10/01/2024,889.08,,,,,,,,,,
120319233,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,10/01/2024,851.58,,,,,,,,,,
120004242,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,08/01/2024,851.58,,,,,,,,,,
121763238,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,19/01/2024,"3,890.33",,,,,,,,,,
121763233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,19/01/2024,957.60,,,,,,,,,,
123057233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,29/01/2024,"4,389.00",,,,,,,,,,
121763238,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,19/01/2024,"1,436.40",,,,,,,,,,
121180233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,17/01/2024,"4,508.70",,,,,,,,,,
123307233,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,31/01/2024,"2,000.00",,,,,,,,,,
123068233,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,29/01/2024,"2,500.00",,,,,,,,,,
123306235,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,31/01/2024,"1,000.00",,,,,,,,,,
123307233,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,31/01/2024,400.50,,,,,,,,,,
123306234,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,31/01/2024,301.51,,,,,,,,,,
120319233,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,10/01/2024,"3,500.00",,,,,,,,,,
121763233,Other Repairs,Repairs,Unallocated job costs from OPEN system,Premises Costs,Maintenance - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,19/01/2024,909.63,,,,,,,,,,
120863234,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,15/01/2024,"3,830.40",,,,,,,,,,
120319233,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,10/01/2024,"-3,500.00",,,,,,,,,,
120004242,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,08/01/2024,"-3,000.00",,,,,,,,,,
121530272,Planned Maintenance Programme,HRA Capital Financing,Aids & Adaptations,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,19/01/2024,"1,500.00",,,,,,,,,,
119757233,Facilities Management,"People, Culture and Organisational Resilience",Office Accommodation,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,05/01/2024,"3,391.50",,,,,,,,,,
123306235,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,31/01/2024,382.00,,,,,,,,,,
123306234,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,31/01/2024,"1,000.00",,,,,,,,,,
123068233,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,29/01/2024,255.35,,,,,,,,,,
123308233,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,31/01/2024,"1,500.00",,,,,,,,,,
120319233,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,10/01/2024,804.62,,,,,,,,,,
121530273,Property Management,Property,Corporate Repairs & Maintenance Programme,Premises Costs,Maintenance - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,19/01/2024,334.18,,,,,,,,,,
120004242,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,08/01/2024,"3,000.00",,,,,,,,,,
120004242,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,08/01/2024,889.08,,,,,,,,,,
120004242,Planned Maintenance Programme,HRA Capital Financing,Kitchens,Capital,Contractor Payments,SHIELD ELECTRICAL SERVICES LTD,SN2 ,08/01/2024,804.62,,,,,,,,,,
123308233,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,31/01/2024,231.68,,,,,,,,,,
123046233,Responsive Repairs,Repairs,Responsive Repairs,Premises Costs,Repairs - Buildings,SHIELD ELECTRICAL SERVICES LTD,SN2 ,29/01/2024,473.42,,,,,,,,,,
123306233,Other Repairs,Repairs,Asbestos Services,3rd Party Payments,Contract Payments,SHIELD ENVIRONMENTAL SERVICES LTD,BS30,31/01/2024,807.00,,,,,,,,,,
122992233,Other Repairs,Repairs,Asbestos Services,3rd Party Payments,Contract Payments,SHIELD ENVIRONMENTAL SERVICES LTD,BS30,29/01/2024,"3,065.00",,,,,,,,,,
123299233,Other Repairs,Repairs,Asbestos Services,3rd Party Payments,Contract Payments,SHIELD ENVIRONMENTAL SERVICES LTD,BS30,31/01/2024,"4,995.00",,,,,,,,,,
123305233,Other Repairs,Repairs,Asbestos Services,3rd Party Payments,Contract Payments,SHIELD ENVIRONMENTAL SERVICES LTD,BS30,31/01/2024,"3,065.00",,,,,,,,,,
119662233,DSG Other Funding,Dedicated Schools Grant (DSG),LAC pupil premium,3rd Party Payments,Education / Training,SHINE LEARNING & TRAINING CENTRE CIC,LU4 ,05/01/2024,725.00,,,,,,,,,,
123275233,Physical Support,Adults,Physical Support 65 and over,3rd Party Payments,Personal Budget - Respite Care,REDACTED PERSONAL DATA,LS98,31/01/2024,"1,443.14",,,,,,,,,,
120452233,Business Support,"People, Culture and Organisational Resilience",Campus Support,Supplies and Services,Equipment,SIEMENS FINANCIAL SERVICES LTD,SL2 ,10/01/2024,488.00,,,,,,,,,,
