Authority,Service Area,Description,Payment,Invoice Line Amount,Supplier
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,"£1,975.75",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,£791.68,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,"£1,391.99",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,"£1,714.77",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,"£2,029.88",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,£994.56,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£958.30,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£1,657.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£1,984.77",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£1,592.19",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£2,212.30",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£935.62,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£1,376.25",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£1,892.16",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£1,862.60",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£1,575.84",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,15-Mar-24,"£1,441.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,15-Mar-24,£714.78,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,01-Mar-24,£798.97,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,01-Mar-24,"£1,398.63",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,01-Mar-24,£725.59,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,£886.36,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,"£1,441.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,£671.50,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£674.12,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,"£1,393.91",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£712.59,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£592.63,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,15-Mar-24,"£1,398.23",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,15-Mar-24,£732.04,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,01-Mar-24,"£1,005.67",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,"£1,927.53",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£943.92,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,15-Mar-24,£683.09,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,01-Mar-24,£662.27,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,£683.09,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£689.33,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£653.06,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,15-Mar-24,£653.06,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,01-Mar-24,£653.06,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,08-Mar-24,£653.06,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Chief Executives ,Agency Staff - Other,22-Mar-24,£653.06,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£642.86,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£663.78,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£663.78,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£721.02,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£690.54,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£751.47,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£528.06,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£680.40,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£751.47,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£751.47,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£710.85,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£609.30,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£599.31,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£593.97,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£600.64,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,231.63",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,191.90",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,191.90",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,191.90",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,191.90",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,191.90",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,113.04",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£612.90,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£612.90,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£612.90,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£612.90,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£593.97,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£742.68,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,499.91",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,499.91",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£543.13,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,499.91",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£900.95,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,499.91",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,573.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£785.14,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£878.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£878.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£785.14,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,573.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£811.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,573.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£811.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£878.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£785.14,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£811.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,396.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,573.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£811.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£878.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£785.14,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,181.97",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,489.88",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,414.88",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,489.88",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,414.88",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,489.88",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,358.28",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,489.88",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,271.36",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£832.13,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£712.22,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£878.41,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,152.17",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£674.70,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£832.13,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,462.24",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,462.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,664.26",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,590.26",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,191.90",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,£889.20,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,15-Mar-24,"£1,480.74",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,664.26",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,462.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,462.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,590.26",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,462.24",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,£889.20,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,01-Mar-24,"£1,480.74",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,590.26",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,664.26",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,462.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,£889.20,Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,480.74",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,08-Mar-24,"£1,462.24",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,664.26",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,590.26",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,462.61",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,430.28",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,470.01",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,480.74",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,"£1,390.55",Reed#Reed Specialist Recruitment Limited
Bolton MBC,Children's Services,Agency Staff - Other,22-Mar-24,£889.20,Reed#Reed Specialist Recruitment Limited
