FORMAT CIAXLONE REPORT,DefnSheetName=_defntemp_,,,,,,,,,,,,,,,,,
*,Body Name,Supplier Name,Transaction Ref/No,Supplier Code,Payment Date,Gross Value (detail),Vat Amount,Service Label,Service Code,Expenditure Code,Expenditure Category,Service Division,Directorate,Department,Department Description,Sub Team,Sub Team Description,Reference
LIST,Blackpool Council,Aspireone Care Ltd,200649,1140127,3/04/2024,"18,533.35",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,AOC TW310324
LIST,Blackpool Council,Askews And Holts Library Services Ltd,200836,1000479,2/04/2024,381.92,0.00,Bibliography,50007,63308,Servicing,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,7003582
LIST,Blackpool Council,Askews And Holts Library Services Ltd,200837,1000479,2/04/2024,513.73,0.00,Bibliography,50007,63308,Servicing,Communication & Regeneration - 1,AMCPI,LB,Library Service - 3,LB2,Library Service - 5,7003583
LIST,Blackpool Council,Labosport Ltd,200871,1004278,3/04/2024,"2,940.00",490.00,,,63413,Consultants,Community & Env Services - 1,BPLSER,PARKS,Parks - 3,PRKDEV1,Parks Developme - 5,LSUK.24-0099
LIST,Blackpool Council,Insight Direct (Uk) Ltd,200873,1001148,3/04/2024,890.51,148.42,E-Community Team,40107,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FGAB,Ict E-Government - 3,FGABBA1,Ict Modernisation - 5,2100841571
LIST,Blackpool Council,Key Engineering Supplies Ltd,200891,1000771,2/04/2024,322.51,53.75,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,69126
LIST,Blackpool Council,Key Engineering Supplies Ltd,200900,1000771,9/04/2024,503.33,83.89,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,69389
LIST,Blackpool Council,Romano Education Limited,200913,1140161,8/04/2024,839.34,139.89,St Bernadettes -General  Stock,10170,60792,Supply Education Support,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED191,St Bernadettes Catholic - 5,RED010481
LIST,Blackpool Council,Key Engineering Supplies Ltd,200953,1000771,2/04/2024,"2,319.60",386.60,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,69125
LIST,Blackpool Council,Jpf Systems Limited,201213,1002135,3/04/2024,351.00,58.50,"Depot, Management & Admin",50102,61012,Maintenance Private Contractor,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJHA1,"Depot, Management & Admin - 5",935053
LIST,Blackpool Council,Fox Fire Security Limited,201214,1002168,8/04/2024,"8,640.00","1,440.00",Sure Start Tab,40044,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,AEB,Buildings - 3,BDCH,Buildings -Childrens - 5,INV 4291
LIST,Blackpool Council,Automatic Alarms Ltd,201218,1000535,3/04/2024,363.57,60.60,R&M Recharge Acct - Devonshire Primary,40024,61171,Alarms,Resources - 1,TRSTOT,AEB,Buildings - 3,BDEC,Buildings - External Clients - 5,INV21821
LIST,Blackpool Council,Key Engineering Supplies Ltd,201325,1000771,3/04/2024,575.02,95.84,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,69216
LIST,Blackpool Council,CID Trading LTD,201326,1005316,3/04/2024,"8,049.60","1,341.60",Minor Work,30273,63041,Other Materials,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,SCHEME1,Highways Scheme - 5,0000583026
LIST,Blackpool Council,Meon Ltd,201328,1001472,2/04/2024,581.85,96.97,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,M94299
LIST,Blackpool Council,Key Engineering Supplies Ltd,201329,1000771,3/04/2024,460.08,76.68,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,69217
LIST,Blackpool Council,Wcl Uk Ltd T/A Everything Ict,201834,1002899,3/04/2024,"11,064.01","1,844.00",St Johns - General,10204,63531,Computer Hardware Purchase,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED211,St Johns Ce - 5,18515
LIST,Blackpool Council,Wcl Uk Ltd T/A Everything Ict,201836,1002899,5/04/2024,"13,831.26","2,305.21",St Johns - General,10204,63531,Computer Hardware Purchase,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED211,St Johns Ce - 5,18703
LIST,Blackpool Council,Jb Roofing Ltd,201888,1006348,3/04/2024,"2,700.00",450.00,Project Recharges Holding A/C,40124,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,BLMTCE,Building Maintenence - 3,BLMTCE2,Building Maintenence - 5,INV-1397
LIST,Blackpool Council,Jb Roofing Ltd,201889,1006348,3/04/2024,"8,190.00","1,365.00",Project Recharges Holding A/C,40124,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,BLMTCE,Building Maintenence - 3,BLMTCE2,Building Maintenence - 5,INV-1398
LIST,Blackpool Council,Siemens Financial Services Ltd,201903,1000123,3/04/2024,657.26,109.54,Vitaline Services,20019,63711,Subscriptions,Adult Services - 1,ADULTS,APFBAB,Vitaline - 3,APFBAB2,Vitaline - 5,244/24/0107121
LIST,Blackpool Council,Legrand Electric Ltd,201935,1006239,3/04/2024,"1,521.00",253.50,Vitaline Services,20019,63012,Other Equipment,Adult Services - 1,ADULTS,APFBAB,Vitaline - 3,APFBAB2,Vitaline - 5,0000283716
LIST,Blackpool Council,Insight Direct (Uk) Ltd,201944,1001148,3/04/2024,"3,542.27",590.38,Strategic Management& Admin,40101,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,2100841873
LIST,Blackpool Council,Focus Consultants 2010 Llp,201955,1005149,3/04/2024,"1,350.00",225.00,,,66443,Equipment Other,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,017351
LIST,Blackpool Council,Russell Bolton Consulting Limited,201968,1007300,3/04/2024,"1,260.00",210.00,Business Loan Overheads,60030,63413,Consultants,Budgets Outside Cash Limits - 1,BUDOCL,BPLOAN,Business Loans - 3,BPLOAN2,Business Loans - 5,INV-0470
LIST,Blackpool Council,Access Uk Ltd - Selima,201987,1000132,5/04/2024,"82,587.60","13,764.60",System Costs,40266,63532,Computer Running and License Costs,Resources - 1,TRSTOT,SYSDEV,Systems Development - 3,SYSDEV2,Systems Development - 5,1974214
LIST,Blackpool Council,Teleshore (Uk) Ltd,201995,1000918,3/04/2024,"2,439.98",406.66,Carleton Crematorium Services,61064,63041,Other Materials,Governance & Partnerships - 1,DEMTOT,LIFEVE1,Life Events Reg & Care - 3,LIFEVE3,Life Events Reg & Care - 5,42719
LIST,Blackpool Council,HOTFOOT DESIGN LTD,201999,1139538,3/04/2024,"11,220.00","1,870.00",Public Relations,50085,63535,Website Costs,Communication & Regeneration - 1,AMCPI,VB,Visit Blackpool/Marketing Co - 3,PBF1,Communications - 5,ST-10341
LIST,Blackpool Council,BIGTANK PRODUCTIONS LTD,202000,1140023,3/04/2024,"6,000.00","1,000.00",Sen Central Team,10430,63822,Photography,Children's Services - 1,CHISER,JCAA,Cwan - Management & Admin - 3,JCAA2,Cwan - Management & Admin - 5,BT1571
LIST,Blackpool Council,Sheilds Ltd,202055,1004078,2/04/2024,"6,300.00","1,050.00",Corporate Training,64004,60911,Training Expenses,Chief Executive - 1,CEXTOT,OWD,Organisation & Workforce Dev - 3,OWD2,Organisation & Workforce Dev - 5,INV-42590
LIST,Blackpool Council,Ukactive,202058,1002404,3/04/2024,"1,308.00",218.00,Blackpool Sports Centre,30027,63711,Subscriptions,Community & Env Services - 1,BPLSER,LESR,Leisure - 3,LEISUR1,Leisure Managem - 5,INV-206049
LIST,Blackpool Council,Suez Recycling And Recovery Uk Ltd,202067,1000737,3/04/2024,"83,914.16","13,985.69",Waste Disposal,30177,64501,Private Contractors,Community & Env Services - 1,BPLSER,WASTE,Waste Management - 3,DOMPFI1,Domestic Waste - 5,80382115
LIST,Blackpool Council,Viking Office UK Limited,202070,1000045,9/04/2024,478.80,79.80,Kincraig - General,10135,63049,Paper,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED101,Kincraig Primary - 5,3902269
LIST,Blackpool Council,PENNINGTON CHOICES LTD,202076,1139733,3/04/2024,"4,008.00",668.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,61421
LIST,Blackpool Council,Cornerstone Design And Marketing Limited,202105,1005360,3/04/2024,360.00,60.00,Dd Account,30022,63806,Advertising General,Community & Env Services - 1,BPLSER,LESR,Leisure - 3,LEISUR1,Leisure Managem - 5,13719
LIST,Blackpool Council,REAL CARE CHILDREN SERVICES LTD,202112,1140706,3/04/2024,"5,639.40",0.00,Sct17,10545,65507,Personal,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,030324ML
LIST,Blackpool Council,Turnock Ltd,202130,1000061,2/04/2024,"2,568.09",428.01,Stock,90000,63041,VAT ADJUSTMENT,Not Applicable - 1,NA,PJOP,Not Applicable - 3,PJBA1,Wages Overhead Account - 5,53581
LIST,Blackpool Council,Key Engineering Supplies Ltd,202132,1000771,3/04/2024,493.56,82.26,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,69219
LIST,Blackpool Council,North Liverpool Construction Ltd (Fac067),202161,1003477,3/04/2024,362.88,60.48,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130807
LIST,Blackpool Council,Sen Books,202207,1000640,3/04/2024,307.80,51.30,"Adults Phys, Sens & Complex",10553,63008,Educational Equipment,Children's Services - 1,CHISER,JCDB,Sensory Service - 3,JCDB2,Sensory Service - 5,240303
LIST,Blackpool Council,Access Uk Ltd - Selima,202212,1000132,4/04/2024,"31,859.88","5,309.99",System Costs,90000,63532,VAT ADJUSTMENT,Resources - 1,TRSTOT,SYSDEV,Systems Development - 3,SYSDEV2,Systems Development - 5,1972972
LIST,Blackpool Council,PENNINGTON CHOICES LTD,202251,1139733,3/04/2024,"1,260.00",210.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,44802
LIST,Blackpool Council,Travis Perkins Trading Company Limited,202256,1000056,5/04/2024,"1,185.77",197.62,Balance Sheet,90000,61065,VAT ADJUSTMENT,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,9286 ASM071
LIST,Blackpool Council,The Networking People,202512,1002170,9/04/2024,"32,073.22","5,345.54",Miscellaneous Sites,40153,64501,Private Contractors,Resources - 1,TRSTOT,AEV,Vacant & Under Used - 3,FMBAA,Vacant/Underused - 5,SI114890
LIST,Blackpool Council,REAL CARE CHILDREN SERVICES LTD,202515,1140706,3/04/2024,560.40,0.00,Lac Financial Assistance,10544,65507,Personal,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,030324JH
LIST,Blackpool Council,INTERTEK NTA T/A NTA MONITOR LIMITED,202530,1139579,2/04/2024,"3,840.00",640.00,Network & Security Team,40102,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,1007633609
LIST,Blackpool Council,Hardcore Crushing Ltd,202532,1141246,3/04/2024,"72,282.00","12,047.00",,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,INV-830
LIST,Blackpool Council,Huws Gray Ltd,202537,1003652,3/04/2024,483.46,80.58,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,IG579752
LIST,Blackpool Council,Cassidy + Ashton Group Limited,202540,1000808,3/04/2024,"13,650.00","2,275.00",,,61065,Major Contractual Works,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED511,Highfurlong - 5,20902
LIST,Blackpool Council,Taylor Transformers Ltd,202542,1001905,3/04/2024,"2,100.00",350.00,Maintenance,50095,63041,Other Materials,Communication & Regeneration - 1,AMCPI,PJOP,Illuminations - Operations - 3,PJLA1,Maintenance - 5,55195
LIST,Blackpool Council,Association Of Democratic Services-CONFERENCES/JOB ADVERTS,202544,1001808,3/04/2024,576.00,96.00,Democratic Services,61052,63806,General Services,Governance & Partnerships - 1,DEMTOT,BE,Democratic Services & Admin - 3,BE2,Democratic Services & Admin - 5,24891
LIST,Blackpool Council,REACH PUBLISHING SERVICES LIMITED,202564,1142092,3/04/2024,960.00,160.00,,,47305,Professional Services,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,SGEINV011448
LIST,Blackpool Council,Insight Direct (Uk) Ltd,202583,1001148,3/04/2024,"35,107.20","5,851.20",,,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,2100843278
LIST,Blackpool Council,ONE CALL TAXIS LTD,202589,1142283,3/04/2024,"1,238.40",206.40,Lac Financial Assistance,10544,65505,Travel,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV32600
LIST,Blackpool Council,Oxford University Innovation Limited,202592,1004147,3/04/2024,"7,434.74","1,239.12",,,63401,General Services,Better Start Projects - 1,BSTPRJ,BSTPRJ2,Better Start Projects - 3,BSTPRJ4,Better Start Projects - 5,0000047712
LIST,Blackpool Council,Sharp Business Systems Plc T/A Copifax,202610,1000412,9/04/2024,326.98,54.50,Stanley -General Stock,10309,63305,Photocopying Charges,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED371,Stanley Primary School - 5,8072625078
LIST,Blackpool Council,North Liverpool Construction Ltd (Fac067),202748,1003477,3/04/2024,"3,286.54",547.76,Balance Sheet,90000,61065,VAT ADJUSTMENT,Not Applicable - 1,NA,NA,Not Applicable - 3,NA,Not Applicable - 5,130802
LIST,Blackpool Council,Emchia Asbestos Solutions Ltd,202751,1003916,3/04/2024,480.00,80.00,,,61065,Major Contractual Works,Non-Repairs - 1,HRASEC,HBA,General Management - 3,HBA2,General Management - 5,INV-02135
LIST,Blackpool Council,North Liverpool Construction Ltd (Fac067),202754,1003477,9/04/2024,"1,094.23",182.37,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130813
LIST,Blackpool Council,North Liverpool Construction Ltd (Fac067),202756,1003477,9/04/2024,"1,741.20",290.20,HRA Capital Balance Sheet,90080,99999,Error Suspense,Consolidated Balance Sheet - 1,ZCONBS,ZCASUM1,capital - 3,ZCASUM3,Capital - 5,130814
LIST,Blackpool Council,Arbor Education Partners Ltd,202794,1003114,3/04/2024,"5,506.20",917.70,Boundary Primary - General,10082,63711,Subscriptions,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED071,Boundary Park Community - 5,INV202417563
LIST,Blackpool Council,Appletree Treatment Centre Ltd,202961,1000482,3/04/2024,"21,886.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,3351
LIST,Blackpool Council,BEAR CARE SERVICES LTD,202962,1139908,3/04/2024,"3,190.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-1944
LIST,Blackpool Council,BEAR CARE SERVICES LTD,202963,1139908,3/04/2024,"10,360.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-1942
LIST,Blackpool Council,THE PLACE YOUNG PEOPLES COMPANY LTD,202964,1139817,3/04/2024,"55,357.32",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,INV-1992
LIST,Blackpool Council,Courtyard Care Limited,202965,1002466,3/04/2024,"20,494.71",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,42377A
LIST,Blackpool Council,Exceptional Care Ltd,202966,1007377,3/04/2024,"37,285.71",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,2676
LIST,Blackpool Council,Horizon Care & Education Group Ltd,202968,1001031,2/04/2024,"8,152.06",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,SI-H0000004034
LIST,Blackpool Council,Horizon Care & Education Group Ltd,202969,1001031,3/04/2024,"2,100.00",0.00,External Residential,10541,64501,Private Contractors,Children's Services - 1,CHISER,JEA,Senior Management - 3,JEA2,Senior Management JEA2 - 5,SI-H0000004035
LIST,Blackpool Council,M Worldwide Ltd,203078,1003948,3/04/2024,"8,262.36","1,377.06",,,66443,Equipment Other,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,3406
LIST,Blackpool Council,ALPHATEC SOFTWARE LTD,203082,1139468,3/04/2024,"10,229.76","1,704.96",Insurance Team,40080,63532,Computer Running and License Costs,Resources - 1,TRSTOT,FBBBB,"Insur, Scrutiny & Emerg Planin - 3",FBBBB2,"Insur, Scrutiny & Emerg Planin - 5",6020
LIST,Blackpool Council,Insight Direct (Uk) Ltd,203083,1001148,3/04/2024,"2,207.27",367.88,Strategic Management& Admin,40101,63533,Computer Software Purchases,Resources - 1,TRSTOT,FGAA,Ict Corporate Services - 3,FGAA2,Ict Corporate Services FGAA2 - 5,2100845421
LIST,Blackpool Council,Whistl Uk Limited,203086,1001944,3/04/2024,"6,575.05","1,095.84",Post Team,40115,63511,Postages,Resources - 1,TRSTOT,FCAD,Customer First - 3,FCAD2,Customer First - 5,IN18US24000894
LIST,Blackpool Council,W Robinson (Bils) Ltd,203090,1001481,3/04/2024,"1,063.16",177.19,Minor Work,30273,63041,Other Materials,Community & Env Services - 1,BPLSER,HIGENG,Highways & Engineering - 3,SCHEME1,Highways Scheme - 5,92110
LIST,Blackpool Council,M Worldwide Ltd,203132,1003948,3/04/2024,"2,400.00",400.00,,,60981,Professional Fees,Communication & Regeneration - 1,AMCPI,AHHB,Blackpool Museum Project - 3,AHHB2,Blackpool Museum Project - 5,3407
LIST,Blackpool Council,ELAHUB LTD,203986,1140580,5/04/2024,810.00,135.00,Corporate Training,64004,63532,Computer Running and License Costs,Chief Executive - 1,CEXTOT,OWD,Organisation & Workforce Dev - 3,OWD2,Organisation & Workforce Dev - 5,1154
LIST,Blackpool Council,Ken Taylor Supplies Limited,203990,1002486,3/04/2024,414.90,69.15,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,0396394
LIST,Blackpool Council,Ams International,204084,1002201,2/04/2024,532.80,88.80,Oral Health,62017,64501,Private Contractors,Public Health - 1,PUBHEL,PUBGRT1,Public Health Grant Spend - 3,PUBGRT3,Public Health Grant Spend - 5,44-32695
LIST,Blackpool Council,Mobile Mini Uk Limited,204112,1000158,12/04/2024,378.24,63.04,Burials,61062,61012,Maintenance Private Contractor,Governance & Partnerships - 1,DEMTOT,LIFEVE1,Life Events Reg & Care - 3,LIFEVE3,Life Events Reg & Care - 5,7003174313
LIST,Blackpool Council,Jb Roofing Ltd,204113,1006348,12/04/2024,600.00,100.00,Athena (Oxford Ctr),40048,61012,Maintenance Private Contractor,Resources - 1,TRSTOT,AEB,Buildings - 3,BDCH,Buildings -Childrens - 5,INV-1423
LIST,Blackpool Council,Security Monitoring Centres Ltd,204116,1000539,3/04/2024,304.86,50.81,Moor Park -General,10302,61066,Service Contracts,Children's Services - 1,CHISER,DELEGA,Schools - Delegated - 3,ED361,Moor Park - 5,SI0968715
LIST,Blackpool Council,Tarmac Building Products Ltd t/a Packed Products,204117,1001955,2/04/2024,775.20,129.20,Highways & Engineering,90018,19514,Stocks Efin,Balance Sheet Blackpool Services - 1,ZBPLSER,ZBPLSER2,Balance Sheet Blackpool Services - 3,ZBPLSER4,Balance Sheet Blackpool Services - 5,9500085127
LIST,Blackpool Council,Tmp (Uk) Ltd,204137,1000064,8/04/2024,924.54,154.09,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,358801
LIST,Blackpool Council,Tmp (Uk) Ltd,204139,1000064,8/04/2024,335.24,55.87,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,358802
LIST,Blackpool Council,Tmp (Uk) Ltd,204141,1000064,8/04/2024,305.24,50.87,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,358803
LIST,Blackpool Council,Tmp (Uk) Ltd,204143,1000064,8/04/2024,305.24,50.87,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,358804
LIST,Blackpool Council,Tmp (Uk) Ltd,204145,1000064,8/04/2024,534.61,89.10,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,358805
LIST,Blackpool Council,Tmp (Uk) Ltd,204150,1000064,8/04/2024,351.12,58.52,Tro Advertising,30132,64501,Private Contractors,Community & Env Services - 1,BPLSER,TR,Transportation - 3,TRA1,Traffic Managem - 5,358806
