Invoice Date,Transaction Number,Invoice Number,Amount,Supplier Name(T),Supplier Name,VAT Registration Number,Expense Area(T),Expense Code,Expense Code(T)
03/04/2023,03767942,49913/110,1058.58,Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767893,49872/56,1100,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767865,49882/28,1191,Braceborough Hall,RC502352,,Older People,R5028,TPP - Residental Care
03/04/2023,03767880,49881/43,1191,Whitefriars,RC502306,,Older People,R5028,TPP - Residental Care
03/04/2023,03767909,49903/72,1192.8,Craegmoor Mar Lodge Priory,RC502624,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767883,49892/46,1200,St Bernard's Hallaton Manor Ltd,RC502292,,Older People,R5034,TPP - Nursing Care
03/04/2023,03767916,49904/79,1223,Roman Park Ltd,RC502283,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767841,49868/4,1298,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
03/04/2023,03767858,49870/21,1298,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
03/04/2023,03767862,49870/25,1298,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
03/04/2023,03767897,49872/60,1298,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767950,49879/118,1298,Wisteria House,RC502309,,Older People,R5028,TPP - Residental Care
03/04/2023,60076668,GRANT FUNDING QTR 4 2022,1300,Melton & District Furniture Project,RC502185,,Financial Crisis Support,R5017,TPP - Other
03/04/2023,03767866,49882/29,1313,Braceborough Hall,RC502352,,Older People,R5028,TPP - Residental Care
03/04/2023,03767920,49906/88,1313,Tallington Care Home,RC507295,,Older People,R5028,TPP - Residental Care
03/04/2023,03767868,49883/31,1330,Broadoak Group Of Care Homes (Grange),RC502363,,Older People,R5028,TPP - Residental Care
03/04/2023,03767839,49868/2,1383,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
03/04/2023,03767840,49868/3,1383,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
03/04/2023,03767860,49870/23,1383,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
03/04/2023,03767861,49870/24,1383,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
03/04/2023,03767863,49870/26,1383,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
03/04/2023,03767864,49870/27,1383,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Older People,R5028,TPP - Residental Care
03/04/2023,03767873,49871/36,1383,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
03/04/2023,03767874,49871/37,1383,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
03/04/2023,03767875,49871/38,1383,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
03/04/2023,03767876,49871/39,1383,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
03/04/2023,03767890,49872/53,1383,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767891,49872/54,1383,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767895,49872/58,1383,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767896,49872/59,1383,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767898,49872/61,1383,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767899,49872/62,1383,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767900,49872/63,1383,Manton Hall (Foundation),RC502541,,Older People,R5028,TPP - Residental Care
03/04/2023,03767929,49878/97,1383,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
03/04/2023,03767930,49878/98,1383,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
03/04/2023,03767935,49878/103,1383,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
03/04/2023,03767904,49900/67,1414.14,Orchard Manor View Ltd,RC302140,,Older People,R5028,TPP - Residental Care
03/04/2023,03767851,49869/14,1414.29,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,03767918,49905/86,1415,V & L Corporation Limited,RC302121,,Older People,R5028,TPP - Residental Care
03/04/2023,03767887,49898/50,1428,Leicestershire County Care Ltd,RC509037,,Older People,R5028,TPP - Residental Care
03/04/2023,03767859,49870/22,1440,Kross Investments Ltd T/A Belton House Retirement Home,RC502319,,Physical Disability,R5028,TPP - Residental Care
03/04/2023,03767921,49907/89,1485.42,The Amwell Care Home,RC300501,,Older People,R5028,TPP - Residental Care
03/04/2023,03767879,49885/42,1496,Royal Masonic Benevolent Institution No 4 A/C,RC508527,,Older People,R5034,TPP - Nursing Care
03/04/2023,03767843,49868/6,1500,Aberdeen House Care Limited,RC506722,,Older People,R5028,TPP - Residental Care
03/04/2023,03767931,49878/99,1508,Tixover House Care Home,RC502297,,Physical Disability,R5034,TPP - Nursing Care
03/04/2023,03767923,49908/91,1510.9,The Linkage Community Trust,RC502300,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767908,49902/71,1521.7,Portland College,RC508221,117 7675 47,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767855,49869/18,1542.86,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,03767943,49896/111,1558,Whitefriars,RC502306,,Older People,R5028,TPP - Residental Care
03/04/2023,03767850,49869/13,1600,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,03767845,49886/8,1700,Askham Village Community Ltd,RC302186,,Physical Disability,R5034,TPP - Nursing Care
03/04/2023,03767885,49895/48,1700,Hunters Lodge Retirement Home Limited,RC302237,,Older People,R5025,TPP - Short Term Care
03/04/2023,03767911,49875/74,1700,Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
03/04/2023,03767912,49875/75,1700,Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
03/04/2023,03767914,49875/77,1700,Prime Life Ltd,RC502626,729 8397 74,Older People,R5025,TPP - Short Term Care
03/04/2023,60076317,Redacted Personal Data,1719.46,ICall Care,RC302020,,ASC S&R Homecare OP,R5029,TPP - Home Care
03/04/2023,03767846,49869/9,1800,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,03767848,49869/11,1800,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,03767853,49869/16,1800,Alysia Caring,RC301932,,Physical Disability,R5028,TPP - Residental Care
03/04/2023,03767854,49869/17,1800,Alysia Caring,RC301932,,Mental Health,R5025,TPP - Short Term Care
03/04/2023,03767856,49869/19,1800,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,03767857,49869/20,1800,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,60076389,RCC230331R,1840,Rutland Cabs,RC500790,230 1201 87,Home to School Transport,R3207,Transport Contract
03/04/2023,60076546,2470-03/04/2023,1875,Kainos Software Limited,RC301586,888810569,Highways Management,R4535,Computing - Licences
03/04/2023,60076319,Redacted Personal Data,1878.99,ICall Care,RC302020,,ASC S&R Homecare PD,R5029,TPP - Home Care
03/04/2023,03767870,49912/33,1899.5,Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare LD,R5029,TPP - Home Care
03/04/2023,03767932,49878/100,1900,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
03/04/2023,03767905,49901/68,1991.24,Peaker Park Care Village,RC507500,,Older People,R5028,TPP - Residental Care
03/04/2023,03767878,49884/41,2000.12,Chestnuts (Arnesby) Limited,RC506807,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767882,49891/45,2014.18,PJ Care Ltd,RC507400,,Older People,R5028,TPP - Residental Care
03/04/2023,03767947,49880/115,2017,Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767944,49880/112,2017.48,Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767948,49880/116,2017.48,Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767945,49880/113,2042.64,Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767847,49869/10,2057.14,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,60077186,SINCC3F 63649,2059,Ofsted,RC500481,888 8076 50,Adoption,R4701,Subscriptions
03/04/2023,03767881,49891/44,2064.18,PJ Care Ltd,RC507400,,Memory and Cognitive,R5028,TPP - Residental Care
03/04/2023,03767869,49912/32,2138.64,Rutland House Community Trust Ltd,RC502287,,ASC S&R Homecare LD,R5029,TPP - Home Care
03/04/2023,60076413,SN71 - MAR 2023,2140.61,Swift Transport Services 24/7 Ltd,RC302241,,Home to School Transport,R3207,Transport Contract
03/04/2023,60076411,SN52 - MAR 23,2299.31,Peterborough Car Ride,RC301291,,SEN Transport,R3207,Transport Contract
03/04/2023,03767872,49871/35,2300,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
03/04/2023,60076386,RCC230331B,2300,Rutland Cabs,RC500790,230 1201 87,SEN Transport,R3207,Transport Contract
03/04/2023,03767934,49878/102,2307.14,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
03/04/2023,03767946,49880/114,2321.6,Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767910,49874/73,2415,Prime Life Ltd,RC502626,729 8397 74,Older People,R5028,TPP - Residental Care
03/04/2023,03767919,49889/87,2453.08,Choice Ltd T/A Stoke Lodge,RC300621,,Mental Health,R5028,TPP - Residental Care
03/04/2023,03767924,49877/92,2477.25,The Lodge Trust,RC501110,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767877,49871/40,2500,Chater Lodge Care Home,RC502286,,Older People,R5028,TPP - Residental Care
03/04/2023,03767941,49913/109,2514.58,Rutland House Community Trust Ltd,RC502287,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767902,49873/65,2700,Ardale (Oakham) Limited,RC301619,,Older People,R5028,TPP - Residental Care
03/04/2023,60076414,47 - MAR 2023,2702.5,Fox Taxis,RC501652,,SEN Transport,R3207,Transport Contract
03/04/2023,03767928,49878/96,2714.28,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
03/04/2023,03767901,49873/64,2722.5,Ardale (Oakham) Limited,RC301619,,Older People,R5028,TPP - Residental Care
03/04/2023,03767903,49890/66,2852,Orchard Court Leicester Ltd,RC300743,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767925,49877/93,2871.23,The Lodge Trust,RC501110,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,60077185,SINCC3F 63493,3216,Ofsted,RC500481,888 8076 50,Adoption,R4701,Subscriptions
03/04/2023,60076306,22/45,3480,Kevins Taxis (Rutland),RC301950,,Home to School Transport,R3207,Transport Contract
03/04/2023,03767927,49909/95,3634.77,Langley House Trust,RC300376,,Mental Health,R5028,TPP - Residental Care
03/04/2023,03767849,49869/12,3728.57,Alysia Caring,RC301932,,Older People,R5028,TPP - Residental Care
03/04/2023,03767844,49887/7,3749.48,Leonard Cheshire Disability,RC302253,,Physical Disability,R5028,TPP - Residental Care
03/04/2023,60076412,SN61 - MAR 2023,4123.57,Swift Transport Services 24/7 Ltd,RC302241,,Children Looked After Transport,R3207,Transport Contract
03/04/2023,03767939,49910/107,4237.15,Voyage Care Ltd,RC502282,787 4551 80,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767922,49893/90,5870.16,The Hollies,RC502822,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767926,49888/94,5892.8,Cristalcare Ltd,RC300259,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767933,49878/101,6648,Tixover House Care Home,RC502297,,Older People,R5028,TPP - Residental Care
03/04/2023,60076534,6404559,6710.44,Thornbury Nursing Services,RC302070,676 285 493,Disabled Children,R4401,Fees and Charges
03/04/2023,03767884,49894/47,7144.7,Outcomes First Group,RC501992,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,03767886,49897/49,7331.28,Kisimul Group Ltd,RC506920,,Learning Disability,R5028,TPP - Residental Care
03/04/2023,60076410,SN20 & SN31 MAR 23,7912.47,Peterborough Car Ride,RC301291,,SEN Transport,R3207,Transport Contract
03/04/2023,60076572,64008178,8202.66,Local Government Association,RC502106,676 0781 07,Corporate Subscriptions,R4701,Subscriptions
03/04/2023,60076492,325-5005545,10647.84,Total Community Care Ltd,RC502302,,ASC S&R Homecare PD,R5029,TPP - Home Care
03/04/2023,60076491,325-5005544,11599.03,Total Community Care Ltd,RC502302,,ASC S&R Homecare PD,R5029,TPP - Home Care
03/04/2023,60076321,R3783P,30648.32,Car Van & Minibus World Ltd,RC301544,922260258,Capital Programme Places - Highways,C1001,"Vehicle, Plant & Equipment Purchase"
03/04/2023,60076322,R3782P,33620.88,Car Van & Minibus World Ltd,RC301544,922260258,Capital Programme Places - Highways,C1001,"Vehicle, Plant & Equipment Purchase"
03/04/2023,60076323,R3781P,34404.48,Car Van & Minibus World Ltd,RC301544,922260258,Capital Programme Places - Highways,C1001,"Vehicle, Plant & Equipment Purchase"
04/04/2023,60076497,INV475640,544,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
04/04/2023,60076498,INV475639,558,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
04/04/2023,60076502,INV474900,573.84,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
04/04/2023,60076503,INV474899,605.72,Sellick Partnership Ltd,RC300496,864 2880 95,Legal Services,R1100,Agency Staff
04/04/2023,60076570,4360,720,Victoria Hall,RC302233,550859718,Education Otherwise,R2201,Room Hire
04/04/2023,60076719,2202017,1094.76,StaffAid Limited,RC300674,246 0481 17,Management of Community Support Services,R1100,Agency Staff
04/04/2023,60076483,10958268,1470,The Oyster Partnership Ltd,RC302167,832961025,Highways Management,R1100,Agency Staff
04/04/2023,60076551,0235009364 - 04/04/23,1729.39,Water Plus,RC500879,486 9855 65,Oakham Enterprise Park,R2401,Water Services
04/04/2023,60077626,864,2009.12,Platform Up Ltd,RC301916,274231711,UASC 16-17,R6293,Asylum Seekers Allowance
04/04/2023,60076718,2202004,2080.07,StaffAid Limited,RC300674,246 0481 17,Management of Community Support Services,R1100,Agency Staff
04/04/2023,60076314,RCC0042,6607.26,A&S Rescue Services Limited,RC302095,,ASC S&R Homecare OP,R5029,TPP - Home Care
04/04/2023,60076311,210,7347.3,Bluebird Care,RC506798,,ASC S&R Homecare OP,R5029,TPP - Home Care
04/04/2023,60076313,RCC0076,10505.02,Midlands Total Care Limited,RC301877,,ASC S&R Homecare OP,R5029,TPP - Home Care
04/04/2023,60076736,1-23/24,42500,Rutland Citizens Advice Bureau,RC500792,271224528,Voluntary Sector Grants,R5001,TPP - Grants
05/04/2023,60076557,40B,532.4,Redacted Personal Data,300917,,Family Support Operations,R1100,Agency Staff
05/04/2023,60076667,A0009234556/IN06693001,679.11,Npower Commercial Gas Limited (T/A npower Business Solutions),RC301940,,Parking,R2100,Electricity
05/04/2023,60076458,31572,698.52,DAB Lift & Electrical Services Ltd,RC300100,743 6553 21,Central Maintenance,R2004,R & M - Programmed
05/04/2023,60076459,INV-026076,711,National Day Nurseries Association,RC500368,,Education For Under 5'S,R4401,Fees and Charges
05/04/2023,03767777,Redacted Personal Data,760,Redacted Personal Data,RC302359,,Care Leavers,R6292,Section 24 Payments
05/04/2023,60076445,INV-2642,837.5,Children's Therapy Solutions,RC301842,,SEN Funding Other,R5017,TPP - Other
05/04/2023,60076439,MTGI00193244,918,Matchtech,RC301148,991 2571 00,Highways Management,R1100,Agency Staff
05/04/2023,60076446,INV-2643,981.37,Children's Therapy Solutions,RC301842,,SEN Funding Other,R5017,TPP - Other
05/04/2023,60076436,RUT/1321,1040,Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
05/04/2023,60076452,265718,1102.5,James Andrews Recruitment Solutions,RC302195,976026696,Housing Options Team,R1100,Agency Staff
05/04/2023,60076722,100182476,1215,Leicestershire County Council (Treasurers Dept),RC502058,115 3371 02,Human Resources,R4400,Professional Fees
05/04/2023,60076438,RUT/1322,1260,Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
05/04/2023,60076449,41939,1286.5,Hunter Gatherer AHP Resourcing Limited,RC302146,,Hospital Discharge and Therapy,R1100,Agency Staff
05/04/2023,60076433,RUT/1319,1460,Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
05/04/2023,60076428,RUT/1315,1522,Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
05/04/2023,60076623,LQP610945,1554,Liquid Personnel Ltd,RC302142,,ASC Support and Review Staffing,R1100,Agency Staff
05/04/2023,60076766,1312025,1572.5,Eden Brown Ltd,RC300857,743724037,Contact and Referral Team,R1100,Agency Staff
05/04/2023,60076620,LQP610942,1624.5,Liquid Personnel Ltd,RC302142,,DOLS,R1100,Agency Staff
05/04/2023,60076621,LQP610943,1665,Liquid Personnel Ltd,RC302142,,Childrens Social Care Staffing,R1100,Agency Staff
05/04/2023,60076622,LQP610944,1665,Liquid Personnel Ltd,RC302142,,Childrens Social Care Staffing,R1100,Agency Staff
05/04/2023,60076665,2.3088E+12,2032.54,Canon (UK) Ltd,RC301046,523 7971 28,Printers,R4300,Printing & Photocopying
05/04/2023,60076426,RUT/1314,2058,Top Class Tutors,RC501191,910 1781 56,Education Otherwise,R4400,Professional Fees
05/04/2023,60076462,14038,3108.66,Pure Homecare,RC300187,231 7071 38,Internal Homecare Staffing,R1100,Agency Staff
05/04/2023,60076465,159,3395.31,Bayou Bluenvironment Ltd,RC300096,125 8219 18,Local Plan (Started 2021-22),R4400,Professional Fees
05/04/2023,60076448,SIRK56,4090.75,Red Kite Special Academy,RC301609,,SEN Funding Maintained Schools and Academies,R5011,TPP - Local Authorities
05/04/2023,60076463,14039,5742,Pure Homecare,RC300187,231 7071 38,Management of Community Support Services,R1100,Agency Staff
05/04/2023,60076461,14037,9208.43,Pure Homecare,RC300187,231 7071 38,Day Opportunities Services,R1100,Agency Staff
05/04/2023,60076601,NH050423,11222.33,New Hope Specialist Care Ltd,RC300956,,ASC S&R Homecare OP,R5029,TPP - Home Care
05/04/2023,60076421,6616,14550,Building Software Limited,RC301733,,Highways Management,R4400,Professional Fees
06/04/2023,60076605,140297,546.94,A T Alarms Ltd,RC500110,385 2611 45,Central Maintenance,R2004,R & M - Programmed
06/04/2023,60076619,INVUKSS004231,789.1,Precisely Software Ltd,RC302062,407518404,IT Operational Support,R4531,Computing - Software
06/04/2023,60076602,1231,900,JDi Solutions Ltd,RC301920,801429069,Local Plan (Started 2021-22),R4400,Professional Fees
