Document Date,Purchase Order No,Line Item No,Supplier ID,Supplier Name ,Pro Class ID,Pro Class Description,Description of Goods or Service,Directorate / Service / Department,Expense Type,Expense Area,Net Order Value
30.10.2014,7500164598,3,142249,Pennine Care NHS Trust,311600,MEDICAL : Services,Intensive Behaviour,CFW,CHARGES FOR SERVICES,PERSONALISATION INFR,"�5,083.00"
30.10.2014,7500164598,4,142249,Pennine Care NHS Trust,311600,MEDICAL : Services,Intensive Behaviour,CFW,CHARGES FOR SERVICES,PERSONALISATION INFR,"�5,083.00"
30.10.2014,7500164598,5,142249,Pennine Care NHS Trust,311600,MEDICAL : Services,Intensive Behaviour,CFW,CHARGES FOR SERVICES,PERSONALISATION INFR,"�5,083.00"
30.10.2014,7500164598,6,142249,Pennine Care NHS Trust,311600,MEDICAL : Services,Intensive Behaviour,CFW,CHARGES FOR SERVICES,PERSONALISATION INFR,"�5,083.00"
30.10.2014,7500164598,7,142249,Pennine Care NHS Trust,311600,MEDICAL : Services,Intensive Behaviour,CFW,CHARGES FOR SERVICES,PERSONALISATION INFR,"�5,083.00"
30.10.2014,7500164622,1,142235,ANS Group,271600,ICT : Software,(Not a standalone SK,T & R ,IT PURCHASES,EG:SVP,"�22,301.28"
30.10.2014,7500164622,2,142235,ANS Group,271600,ICT : Software,16GB DDR3-1866-MHz R,T & R ,IT PURCHASES,EG:SVP,�181.00
30.10.2014,7500164622,3,142235,ANS Group,271600,ICT : Software,delivery,T & R ,IT PURCHASES,EG:SVP,�25.00
30.10.2014,7500164633,1,139028,Imagine Act and Succeed,321000,SOCIAL CARE SERVICES : Adult,Redacted Personal Data,CFW,CONTRIB EXT PROJECTS,EXTRA CARE HOUSING,"�18,460.00"
30.10.2014,7500164633,2,139028,Imagine Act and Succeed,321000,SOCIAL CARE SERVICES : Adult,Redacted Personal Data,CFW,CONTRIB EXT PROJECTS,EXTRA CARE HOUSING,"�18,460.00"
30.10.2014,7500164641,1,140518,Bedspace Resource Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,CHILD IN CARE SEC 20,Homeless Young Peopl,"�4,875.00"
30.10.2014,7500164641,2,140518,Bedspace Resource Ltd,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,CHILD IN CARE SEC 20,Homeless Young Peopl,"�1,250.00"
31.10.2014,7500164680,1,132522,Insight Direct (UK) Ltd,271600,ICT : Software,WinSvrDataCtr 2012R2,T & R ,IT PURCHASES,EG:SVP,"�15,054.84"
31.10.2014,7500164680,1,132522,Insight Direct (UK) Ltd,271600,ICT : Software,WinSvrDataCtr SNGL L,T & R ,IT PURCHASES,EG:SVP,"�15,054.84"
03.11.2014,7500164711,1,147035,Salford Foundation Ltd,311300,MEDICAL : Equipment,Quarter 2,CFW,CONT VOL BODIES,EI COMMISSIONING FUN,"�24,564.75"
03.11.2014,7500164712,1,144384,Home-Start Trafford,171011,EDUCATION : Services : Children,Quarter 2,CFW,CONT VOL BODIES,EI COMMISSIONING FUN,"�14,000.00"
03.11.2014,7500164714,1,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�2,083.67"
03.11.2014,7500164714,2,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�2,083.67"
03.11.2014,7500164714,3,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�2,083.67"
03.11.2014,7500164714,4,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�2,083.67"
03.11.2014,7500164714,5,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�5,682.33"
03.11.2014,7500164714,6,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�4,394.00"
03.11.2014,7500164714,7,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�2,614.00"
03.11.2014,7500164714,8,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�1,742.33"
03.11.2014,7500164714,9,142142,North Cestrian Grammar School,171000,EDUCATION : Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�5,682.33"
03.11.2014,7500164717,1,138818,Action for Children,321117,SOCIAL CARE SERVICES : Children : Residential Care,Quarter 2,CFW,CONT VOL BODIES,EI COMMISSIONING FUN,"�34,385.00"
03.11.2014,7500164718,1,138994,Relate GMS,321000,SOCIAL CARE SERVICES : Adult,Quarter 2 2014,CFW,CONT VOL BODIES,EI COMMISSIONING FUN,"�15,000.00"
03.11.2014,7500164719,1,145642,Catch 22 Charity Limited,321117,SOCIAL CARE SERVICES : Children : Residential Care,Quarter 2 2014,CFW,CONT VOL BODIES,EI COMMISSIONING FUN,"�9,609.00"
03.11.2014,7500164725,1,139595,AT Nolan Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Redacted Personal Data,EGEI,EXTERNAL DAY-TO-DAY,AM:MARKET ST ALT 9-1,"�10,816.00"
03.11.2014,7500164727,1,141663,Neopost Ltd (Franking Credit Only),301200,MAIL SERVICES : Postage,Credifon Account Re-,EGEI,POSTAGES,AM:Post Room,"�10,000.00"
03.11.2014,7500164732,1,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,�910.00
03.11.2014,7500164732,2,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,"�1,375.00"
03.11.2014,7500164732,3,144312,Handicare Accessibility Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Service charges,CFW,CLIENTS LIFT REP & M,LIFT REPAIRS & MTCE,"�3,875.00"
03.11.2014,7500164762,1,139598,McCosker Ltd,391110,WORKS - CONSTRUCTION : Buildings : Construction,The Firs Primary Sch,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�8,509.00"
03.11.2014,7500164777,1,135072,Manchester United Football Club Ltd,351000,TRAFFIC MANAGEMENT : Car Parks,MUFC Car Parking to,T & R ,RENT OF LAND,Man U Car Park,"�6,000.00"
03.11.2014,7500164796,1,134900,Trafford Housing Trust,321000,SOCIAL CARE SERVICES : Adult,Minor Adaptations ma,CFW,CLIENTS ADAPTATIONS,EXTERNAL MINOR ADAPT,"�10,267.18"
03.11.2014,7500164796,2,134900,Trafford Housing Trust,321000,SOCIAL CARE SERVICES : Adult,Minor Adaptations pa,CFW,CLIENTS AIDS,EXTERNAL MINOR ADAPT,"�2,240.00"
04.11.2014,7500164809,1,141350,Sale Moor Com. Partnership Ltd,171000,EDUCATION : Services,SMCP Youth Bank,EGEI,EDS INFO UNIT,Community Strategy Refresh,"�10,000.00"
04.11.2014,7500164812,1,153321,Cheshire & Greater Manchester CRC L,321000,SOCIAL CARE SERVICES : Adult,Non Stat. Offender M,T & R ,SUPP LIVING CONT,ABG SSC,"�22,840.67"
04.11.2014,7500164822,1,150987,Oliver House School Priory,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�25,957.99"
04.11.2014,7500164822,2,150987,Oliver House School Priory,321211,SOCIAL CARE SERVICES : Disabled Children : Day Services,Redacted Personal Data,CFW,NON MAINT SCH FEES,OTHER L.E.A. & IN,"�42,154.00"
04.11.2014,7500164829,1,139568,Stannah Lift Services Ltd,321311,SOCIAL CARE SERVICES : Supplies : Equipment,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�6,313.00"
05.11.2014,7500164879,1,142452,Warrington Borough Council,271500,ICT : Services,Redacted Personal Data,CFW,CONT TO L.E.A.'S,OTHER L.E.A. & IN,"�14,197.00"
05.11.2014,7500164879,2,142452,Warrington Borough Council,271500,ICT : Services,Redacted Personal Data,CFW,CONT TO L.E.A.'S,OTHER L.E.A. & IN,"�4,932.00"
05.11.2014,7500164882,1,134025,Civica UK Ltd,271600,ICT : Software,Software,T & R ,SOFTWARE (LEARNING R,FI:COUNCIL TAX ADMIN,"�1,000.00"
05.11.2014,7500164882,2,134025,Civica UK Ltd,271600,ICT : Software,Software,T & R ,SOFTWARE (LEARNING R,FI:COUNCIL TAX ADMIN,"�5,000.00"
05.11.2014,7500164902,1,135879,SSI SCHAEFER LTD,182011,ENVIRONMENT : Waste Mgt : Equipment,Green 240 Litre Whee,EGEI,DUSTBINS & BULK CONT,EN:Green Waste,"�15,225.60"
05.11.2014,7500164906,1,136048,F R SHARROCK LTD,241500,HORTICULTURAL : Tools & Equipment,Sharrocks Invoice No,EGEI,SERV & REP MOWERS,Groundforce DSO Nth,"�27,102.59"
05.11.2014,7500164908,1,135879,SSI SCHAEFER LTD,182011,ENVIRONMENT : Waste Mgt : Equipment,Grey 140 Wheeled Bin,EGEI,DUSTBINS & BULK CONT,DOMESTIC COLL-VEOLIA,"�15,907.50"
05.11.2014,7500164914,1,150867,Bridgewater Training&Assessment Ltd,261500,HR : Training & Conferences,Bridgewater Training,EGEI,CONFERENCE EXP OFF,EN: HIGH/DRAIN (FUNC,"�2,750.00"
05.11.2014,7500164914,2,150867,Bridgewater Training&Assessment Ltd,261500,HR : Training & Conferences,Bridgewater Training,EGEI,CONFERENCE EXP OFF,EN: HIGH/DRAIN (FUNC,�600.00
05.11.2014,7500164914,3,150867,Bridgewater Training&Assessment Ltd,261500,HR : Training & Conferences,Bridgewater Training,EGEI,CONFERENCE EXP OFF,EN: HIGH/DRAIN (FUNC,"�4,900.00"
05.11.2014,7500164914,4,150867,Bridgewater Training&Assessment Ltd,261500,HR : Training & Conferences,Bridgewater Training,EGEI,CONFERENCE EXP OFF,Groundforce DSO Nth,"�1,050.00"
05.11.2014,7500164919,1,150623,Huyton Plumbing & Heating Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Disabled Facilties G,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�5,156.50"
05.11.2014,7500164919,2,150623,Huyton Plumbing & Heating Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Asbestos report -  D,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,�157.32
05.11.2014,7500164936,1,127715,Dell Corporation Ltd,271200,ICT : Hardware,Dell Pro Lite 16in B,T & R ,IT PURCHASES,EG:IT EQUIPMENT,�144.20
05.11.2014,7500164936,2,127715,Dell Corporation Ltd,271200,ICT : Hardware,Dell MS111 USB Wired,T & R ,IT PURCHASES,EG:IT EQUIPMENT,�42.00
05.11.2014,7500164936,3,127715,Dell Corporation Ltd,271200,ICT : Hardware,Latitude 3440 (SM103,T & R ,IT PURCHASES,EG:IT EQUIPMENT,"�4,650.00"
05.11.2014,7500164936,4,127715,Dell Corporation Ltd,271200,ICT : Hardware,Dell Professional P1,T & R ,IT PURCHASES,EG:IT EQUIPMENT,"�2,023.00"
05.11.2014,7500164968,1,142931,Misco,271600,ICT : Software,ICT,CFW,IT PURCHASES,MES,"�5,071.05"
05.11.2014,7500164968,2,142931,Misco,271600,ICT : Software,ICT,CFW,IT PURCHASES,MES,�15.56
05.11.2014,7500164968,3,142931,Misco,271600,ICT : Software,ICT,CFW,IT PURCHASES,MES,�2.59
05.11.2014,7500164968,4,142931,Misco,271600,ICT : Software,ICT,CFW,IT PURCHASES,MES,�5.96
05.11.2014,7500164968,5,142931,Misco,271600,ICT : Software,ICT,CFW,IT PURCHASES,MES,�68.71
05.11.2014,7500164968,6,142931,Misco,271600,ICT : Software,ICT,CFW,IT PURCHASES,MES,�196.20
05.11.2014,7500164968,7,142931,Misco,271600,ICT : Software,ICT,CFW,IT PURCHASES,MES,"�3,580.83"
05.11.2014,7500164968,8,142931,Misco,271600,ICT : Software,ICT,CFW,IT PURCHASES,MES,�51.08
06.11.2014,7500165028,1,140789,Addleshaw Goddard LLP,281300,LEGAL SERVICES : Legal Opinion,Invoice 364187,T & R ,LEGAL FEES,LD:LEGAL CENTRAL OFF,"�25,836.34"
06.11.2014,7500165038,1,147865,Manchester City Council,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Replacement of Roof,T & R ,EXT PROJECT MAN,Capital Schemes,"�4,900.00"
06.11.2014,7500165038,2,147865,Manchester City Council,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Broomwood Primary Sc,T & R ,EXT PROJECT MAN,Capital Schemes,"�4,900.00"
06.11.2014,7500165038,3,147865,Manchester City Council,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Extensions at Broadh,T & R ,EXT PROJECT MAN,Capital Schemes,"�5,900.00"
06.11.2014,7500165038,4,147865,Manchester City Council,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Expansion of Bowden,T & R ,EXT PROJECT MAN,Capital Schemes,"�11,800.00"
06.11.2014,7500165038,5,147865,Manchester City Council,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Extension at Willows,T & R ,EXT PROJECT MAN,Capital Schemes,"�5,900.00"
06.11.2014,7500165038,6,147865,Manchester City Council,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Extensions at Oldfie,T & R ,EXT PROJECT MAN,Capital Schemes,"�9,900.00"
06.11.2014,7500165038,7,147865,Manchester City Council,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Relocation of Brentw,T & R ,EXT PROJECT MAN,Capital Schemes,"�14,300.00"
06.11.2014,7500165038,8,147865,Manchester City Council,391310,WORKS - CONSTRUCTION : Open Spaces : Construction,Renew Flat Roof Cove,T & R ,EXT PROJECT MAN,Capital Schemes,"�4,000.00"
06.11.2014,7500165072,1,152346,Irwell Valley Housing Association,250000,HOUSING MANAGEMENT,Supported Accommodat,CFW,CHANGE OF TENANCIES,SUPPORTING PEOPLE,"�9,738.45"
07.11.2014,7500165073,1,146859,Salford City Council (Sust Regen),251000,HOUSING MANAGEMENT : Outsourced,HOST,EGEI,CONT VOL BODIES,HOUSING OPTIONS,"�298,000.00"
07.11.2014,7500165074,1,139365,Care Today Children Services,321117,SOCIAL CARE SERVICES : Children : Residential Care,Redacted Personal Data,CFW,EXT RES CARE FEES,CHILDREN'S HOMES,"�37,797.99"
07.11.2014,7500165123,1,150623,Huyton Plumbing & Heating Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�5,711.28"
07.11.2014,7500165128,1,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR104 Reable w.e. 21,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
07.11.2014,7500165128,2,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR105 Reable w.e. 28,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
07.11.2014,7500165128,3,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR106 Reable w.e. 05,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
07.11.2014,7500165128,4,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR107 Reable w.e. 12,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
07.11.2014,7500165128,5,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR108 Reable w.e. 19,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
07.11.2014,7500165128,6,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR109 Reable w.e. 26,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
07.11.2014,7500165128,7,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR110 Reable w.e. 02,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
07.11.2014,7500165128,8,145829,The Human Support Group Ltd,321000,SOCIAL CARE SERVICES : Adult,TR111 Reable w.e. 09,CFW,OTH AGENCY CONT SERV,ENHANCED RR,"�5,944.00"
07.11.2014,7500165129,1,142061,BlueSCI,171000,EDUCATION : Services,MH Social Inclusion,CFW,GRANTS TO VOL ORGS,TRAFFORD CIL,"�8,360.00"
07.11.2014,7500165129,2,142061,BlueSCI,171000,EDUCATION : Services,MH Social Inclusion,CFW,GRANTS TO VOL ORGS,TRAFFORD CIL,"�8,360.00"
07.11.2014,7500165129,3,142061,BlueSCI,171000,EDUCATION : Services,MH Social Inclusion,CFW,GRANTS TO VOL ORGS,TRAFFORD CIL,"�8,360.00"
07.11.2014,7500165129,4,142061,BlueSCI,171000,EDUCATION : Services,MH Social Inclusion,CFW,GRANTS TO VOL ORGS,TRAFFORD CIL,"�8,360.00"
07.11.2014,7500165129,5,142061,BlueSCI,171000,EDUCATION : Services,MH Social Inclusion,CFW,GRANTS TO VOL ORGS,TRAFFORD CIL,"�8,360.00"
07.11.2014,7500165130,1,142061,BlueSCI,171000,EDUCATION : Services,SaleW + Partington G,CFW,CONTRIB EXT PROJECTS,MH PROMOTION JOINT CENTRES,"�5,833.33"
07.11.2014,7500165130,2,142061,BlueSCI,171000,EDUCATION : Services,SaleW + Partington G,CFW,CONTRIB EXT PROJECTS,MH PROMOTION JOINT CENTRES,"�5,833.33"
07.11.2014,7500165130,3,142061,BlueSCI,171000,EDUCATION : Services,SaleW + Partington G,CFW,CONTRIB EXT PROJECTS,MH PROMOTION JOINT CENTRES,"�5,833.33"
07.11.2014,7500165130,4,142061,BlueSCI,171000,EDUCATION : Services,SaleW + Partington G,CFW,CONTRIB EXT PROJECTS,MH PROMOTION JOINT CENTRES,"�5,833.33"
07.11.2014,7500165130,5,142061,BlueSCI,171000,EDUCATION : Services,SaleW + Partington G,CFW,CONTRIB EXT PROJECTS,MH PROMOTION JOINT CENTRES,"�5,833.33"
07.11.2014,7500165130,6,142061,BlueSCI,171000,EDUCATION : Services,Partington Healthy L,CFW,CONTRIB EXT PROJECTS,HEALTHY LIVING CENTRE,"�2,083.33"
07.11.2014,7500165130,7,142061,BlueSCI,171000,EDUCATION : Services,Partington Healthy L,CFW,CONTRIB EXT PROJECTS,HEALTHY LIVING CENTRE,"�2,083.33"
07.11.2014,7500165130,8,142061,BlueSCI,171000,EDUCATION : Services,Partington Healthy L,CFW,CONTRIB EXT PROJECTS,HEALTHY LIVING CENTRE,"�2,083.33"
07.11.2014,7500165130,9,142061,BlueSCI,171000,EDUCATION : Services,Partington Healthy L,CFW,CONTRIB EXT PROJECTS,HEALTHY LIVING CENTRE,"�2,083.33"
07.11.2014,7500165130,10,142061,BlueSCI,171000,EDUCATION : Services,Partington Healthy L,CFW,CONTRIB EXT PROJECTS,HEALTHY LIVING CENTRE,"�2,083.33"
07.11.2014,7500165130,11,142061,BlueSCI,171000,EDUCATION : Services,SaleW + Partington G,CFW,CONTRIB EXT PROJECTS,MH PROMOTION JOINT CENTRES,"�5,833.33"
07.11.2014,7500165130,12,142061,BlueSCI,171000,EDUCATION : Services,Partington Healthy L,CFW,CONTRIB EXT PROJECTS,HEALTHY LIVING CENTRE,"�2,083.33"
07.11.2014,7500165146,1,133450,John Oliver,241210,HORTICULTURAL : Services : Tree Trimming,Highways October Mon,EGEI,EXT ARB MAINT COSTS,GM ARBOR - WORKS MGT,"�8,060.00"
07.11.2014,7500165146,2,133450,John Oliver,241210,HORTICULTURAL : Services : Tree Trimming,Parks October Monthl,EGEI,EXT ARB MAINT COSTS,GM ARBOR - WORKS MGT,"�2,600.00"
07.11.2014,7500165146,3,133450,John Oliver,241210,HORTICULTURAL : Services : Tree Trimming,Gorse Hill Allotment,EGEI,EXT ARB MAINT COSTS,GM ARBOR - WORKS MGT,�750.00
07.11.2014,7500165146,4,133450,John Oliver,241210,HORTICULTURAL : Services : Tree Trimming,Marshbrook Rd Scheme,EGEI,EXT ARB MAINT COSTS,GM ARBOR - WORKS MGT,"�1,000.00"
07.11.2014,7500165146,5,133450,John Oliver,241210,HORTICULTURAL : Services : Tree Trimming,Grosvenor Rd Allotme,EGEI,EXT ARB MAINT COSTS,GM ARBOR - WORKS MGT,�600.00
10.11.2014,7500165222,1,152600,Complete Background Screening Ltd,261200,HR : Professional & Advisory Services,DBS checks through e,T & R ,IT MAINT SOFTWARE,Internal CRB,"�1,500.00"
10.11.2014,7500165222,2,152600,Complete Background Screening Ltd,261200,HR : Professional & Advisory Services,DBS checks through e,T & R ,IT MAINT SOFTWARE,Internal CRB,"�30,800.00"
10.11.2014,7500165222,3,152600,Complete Background Screening Ltd,261200,HR : Professional & Advisory Services,DBS checks through e,T & R ,IT MAINT SOFTWARE,Internal CRB,"�1,800.00"
10.11.2014,7500165222,4,152600,Complete Background Screening Ltd,261200,HR : Professional & Advisory Services,DBS checks through e,T & R ,IT MAINT SOFTWARE,Internal CRB,�102.50
10.11.2014,7500165222,5,152600,Complete Background Screening Ltd,261200,HR : Professional & Advisory Services,DBS checks through e,T & R ,IT MAINT SOFTWARE,Internal CRB,"�1,950.00"
10.11.2014,7500165238,1,139447,Genie Networks,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,PH Support brokerage,CFW,GRANTS TO VOL ORGS,GENIE NETWORKS,"�3,750.00"
10.11.2014,7500165238,2,139447,Genie Networks,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,PH Support brokerage,CFW,GRANTS TO VOL ORGS,GENIE NETWORKS,"�3,750.00"
10.11.2014,7500165238,3,139447,Genie Networks,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Support brokerage Qt,CFW,GRANTS TO VOL ORGS,CARERS DEVELOPMENT,"�1,250.00"
10.11.2014,7500165238,4,139447,Genie Networks,321010,SOCIAL CARE SERVICES : Adult : Advice & Counselling Services,Support brokerage Qt,CFW,GRANTS TO VOL ORGS,CARERS DEVELOPMENT,"�1,250.00"
10.11.2014,7500165245,1,148094,White Circle Trading Ltd,391112,WORKS - CONSTRUCTION : Buildings : Outsourced,Altrincham Lower Mar,EGEI,EXTERNAL DAY-TO-DAY,CN:Bldg Serv Schemes,"�11,043.50"
10.11.2014,7500165249,1,134900,Trafford Housing Trust,321000,SOCIAL CARE SERVICES : Adult,Minor adapts main co,CFW,CLIENTS ADAPTATIONS,EXTERNAL MINOR ADAPT,"�15,945.93"
10.11.2014,7500165255,1,150623,Huyton Plumbing & Heating Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Disabled Facilities,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,"�6,260.00"
10.11.2014,7500165255,2,150623,Huyton Plumbing & Heating Ltd,391113,WORKS - CONSTRUCTION : Buildings : Repair,Asbestos -  DF2/1458,CFW,CLIENTS ADAPTATIONS,HS:ADAPTATIONS,�157.32
10.11.2014,7500165265,1,142217,Vaisala Ltd,181400,ENVIRONMENT : Monitoring,Vaisala route optimi,EGEI,EQUIPMENT (TRANS),TT:PR SNOW AND ICE T,"�6,984.00"
11.11.2014,7500165283,1,142235,ANS Group,271600,ICT : Software,NetApp SnapProtect,T & R ,CAP PUR ICT H/W & S/,Capital Schemes,"�17,942.54"
11.11.2014,7500165283,2,142235,ANS Group,271600,ICT : Software,NetApp 3 year suppor,T & R ,IT MAINT SOFTWARE,EG:ICT SYSTEM SUPPT,"�4,846.98"
11.11.2014,7500165283,3,142235,ANS Group,271600,ICT : Software,Professional Service,T & R ,CAP PUR ICT H/W & S/,Capital Schemes,"�18,400.00"
11.11.2014,7500165283,4,142235,ANS Group,271600,ICT : Software,Professional Service,T & R ,CAP PUR ICT H/W & S/,Capital Schemes,"�3,500.00"
11.11.2014,7500165283,5,142235,ANS Group,271600,ICT : Software,Professional Service,T & R ,CAP PUR ICT H/W & S/,Capital Schemes,"�4,600.00"
11.11.2014,7500165291,1,142235,ANS Group,271600,ICT : Software,CISCO UCS C240 Serve,T & R ,CAP PUR ICT H/W & S/,Capital Schemes,"�8,443.65"
11.11.2014,7500165291,2,142235,ANS Group,271600,ICT : Software,Shipping,T & R ,CAP PUR ICT H/W & S/,Capital Schemes,�25.00
11.11.2014,7500165291,3,142235,ANS Group,271600,ICT : Software,UCS 3 year support,T & R ,IT MAINT SOFTWARE,EG:ICT SYSTEM SUPPT,�772.50
11.11.2014,7500165293,1,143923,Manchester City Council - Corporate,261500,HR : Training & Conferences,AGMA CCRU Contributi,T & R ,CONTRIB EXT PROJECTS,Emergency Planning,"�37,950.00"
11.11.2014,7500165294,1,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�41.00
11.11.2014,7500165294,2,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�283.75
11.11.2014,7500165294,3,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�388.50
11.11.2014,7500165294,4,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�77.00
11.11.2014,7500165294,5,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�200.00
11.11.2014,7500165294,6,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�204.00
11.11.2014,7500165294,7,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�315.00
11.11.2014,7500165294,8,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�38.50
11.11.2014,7500165294,9,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�16.00
11.11.2014,7500165294,10,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�250.00
11.11.2014,7500165294,11,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�60.50
11.11.2014,7500165294,12,153150,Enterprise (AOL) Ltd,231400,HIGHWAY EQUIPMENT & MATERIALS : Street Lighting,October 2014 works,EGEI,ELECT - STREET LIGHT,EN:WORKS MGT- ST LIG,�50.00
