DIRECTORATE,SECTION,DIVISION,VENDOR_NAME,VENDOR_SITE_ID,PAYMENT_DATE,VOUCHER_NO,AMOUNT,IRRECOVERABLE VATE,PURPOSE_OF_SPEND,PROCUREMENT_CLASSIFICATION
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1556482,28/03/2023,4211947,988.40,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1192483,28/03/2023,4211664,803.16,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1248478,28/03/2023,4212000,709.32,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1006468,09/03/2023,4186248,603.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1782480,28/03/2023,4211135,545.54,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1782480,28/03/2023,4206279,545.54,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1782480,21/03/2023,4196426,545.54,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1782480,14/03/2023,4189428,545.54,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1782480,07/03/2023,4182941,545.54,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1976468,28/03/2023,4211435,897.00,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,937531,28/03/2023,4211559,"2,367.60",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,2095469,28/03/2023,4199095,874.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1989469,28/03/2023,4212153,564.96,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,194394,28/03/2023,4211878,"1,664.88",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1390469,28/03/2023,4211935,"1,820.08",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,126110,28/03/2023,4212073,582.44,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,471304,16/03/2023,4192093,782.10,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,622457,28/03/2023,4212540,"1,277.40",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,185340,28/03/2023,4211588,"2,669.12",0.00,N/A,N/A
People Services - Adults and Health,Shared Lives,Community Support,REDACTED - PERSONAL DATA,1123477,14/03/2023,4187410,"1,514.48",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,473586,28/03/2023,4212519,845.08,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,205400,28/03/2023,4212500,"3,388.44",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1015,02/03/2023,4179902,550.00,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,247412,28/03/2023,4211606,"3,457.68",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1041489,28/03/2023,4212648,675.28,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1503479,28/03/2023,4213891,560.00,0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1503479,28/03/2023,4213900,560.00,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1177478,28/03/2023,4212393,837.24,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,REDACTED - PERSONAL DATA,188582,28/03/2023,4212688,"1,904.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1404471,28/03/2023,4212093,"2,101.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,231460,28/03/2023,4212096,905.80,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1501474,28/03/2023,4212323,535.48,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,841459,28/03/2023,4211717,"2,948.40",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,154380,28/03/2023,4211825,"1,852.40",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1001491,28/03/2023,4212696,"1,308.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,126391,28/03/2023,4211776,"1,485.56",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,126391,28/03/2023,4211454,"2,446.80",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,126391,28/03/2023,4211666,"2,272.03",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1349468,28/03/2023,4211678,874.44,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,126249,28/03/2023,4212374,548.04,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,395436,28/03/2023,4211970,579.76,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Community Support,REDACTED - PERSONAL DATA,126273,28/03/2023,4211380,610.04,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1102489,28/03/2023,4212028,942.40,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1196475,28/03/2023,4211774,887.24,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1909477,28/03/2023,4212272,"1,400.00",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,385438,28/03/2023,4211484,831.04,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,126645,28/03/2023,4211528,964.48,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,185494,28/03/2023,4212678,"3,348.32",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,124978,28/03/2023,4211499,950.36,0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,1178473,28/03/2023,4212089,"1,611.88",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,1102475,28/03/2023,4211386,840.96,0.00,N/A,N/A
Communities & Place,Regeneration and Major Projects,City Development & Growth,REDACTED - PERSONAL DATA,2062473,07/03/2023,4179312,"9,500.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1359506,21/03/2023,4194337,"1,000.00",0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,1321477,28/03/2023,4211672,692.40,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,187404,28/03/2023,4212493,"2,665.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,389461,28/03/2023,4211536,640.72,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,172337,28/03/2023,4212230,884.40,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,186773,28/03/2023,4212681,"1,191.48",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1508474,28/03/2023,4211944,"4,244.00",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,1029484,28/03/2023,4211805,781.52,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,274424,28/03/2023,4212626,825.24,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1606476,28/03/2023,4203361,"1,132.97",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,387510,28/03/2023,4211703,"1,955.12",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1939478,07/03/2023,4180138,584.24,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,170572,28/03/2023,4212589,"3,741.96",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,20733,07/03/2023,4182582,"1,795.05",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1779473,14/03/2023,4189195,560.00,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1959471,28/03/2023,4211758,"1,977.68",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1589472,28/03/2023,4211949,674.32,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,125762,28/03/2023,4212032,"1,242.04",0.00,N/A,N/A
People Services - Adults and Health,Support with Memory and Cognition,Community Support,REDACTED - PERSONAL DATA,517451,28/03/2023,4212644,976.08,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,1902473,28/03/2023,4211749,640.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,264406,28/03/2023,4197555,590.00,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,2048480,31/03/2023,4203246,"1,125.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,612445,28/03/2023,4213931,588.00,0.00,N/A,N/A
Adults Health and Housing,Adults Health and Housing,Adults Health and Housing,REDACTED - PERSONAL DATA,1941468,14/03/2023,4187134,"5,400.00",0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1279470,28/03/2023,4211302,836.54,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1279470,28/03/2023,4208954,717.03,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1279470,28/03/2023,4206113,836.54,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1279470,21/03/2023,4196272,836.54,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1279470,14/03/2023,4189496,836.54,0.00,N/A,N/A
People Services - Children & Young People,Integrated Services,Non-Schools,REDACTED - PERSONAL DATA,1279470,07/03/2023,4183641,836.54,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,10945,28/03/2023,4203805,"5,170.60",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,10945,28/03/2023,4203984,"1,124.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,10945,07/03/2023,4181118,"6,294.64",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,186968,28/03/2023,4211872,"1,287.24",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,170574,28/03/2023,4211574,"1,047.24",0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1632496,28/03/2023,4210869,639.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1632496,28/03/2023,4209210,547.71,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1632496,28/03/2023,4206955,639.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1632496,21/03/2023,4196386,639.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1632496,14/03/2023,4190627,639.00,0.00,N/A,N/A
People Services - Children & Young People,Early Help & Children’s Safeguarding,Non-Schools,REDACTED - PERSONAL DATA,1632496,07/03/2023,4182715,639.00,0.00,N/A,N/A
People Services - Adults and Health,Shared Lives,Community Support,REDACTED - PERSONAL DATA,1586475,14/03/2023,4187345,625.76,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1586475,14/03/2023,4187396,"1,474.48",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,1246475,28/03/2023,4212603,"2,508.04",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,875447,28/03/2023,4211362,"1,846.72",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,385486,28/03/2023,4212226,"1,154.44",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,126369,28/03/2023,4211586,"2,251.16",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,1752507,28/03/2023,4212390,528.04,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,2056480,28/03/2023,4211912,668.24,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,160335,28/03/2023,4212366,"1,560.00",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,206371,28/03/2023,4212694,"1,683.76",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,264397,28/03/2023,4212027,881.08,0.00,N/A,N/A
People Services - Adults and Health,Shared Lives,Community Support,REDACTED - PERSONAL DATA,1254475,14/03/2023,4187485,625.76,0.00,N/A,N/A
People Services - Adults and Health,Shared Lives,Community Support,REDACTED - PERSONAL DATA,1254475,14/03/2023,4187457,"1,282.20",0.00,N/A,N/A
People Services - Adults and Health,Mental Health Support,Mental Health,REDACTED - PERSONAL DATA,1254475,14/03/2023,4187465,"2,692.52",0.00,N/A,N/A
People Services - Children & Young People,Commissioning,Non-Schools,REDACTED - PERSONAL DATA,1757497,07/03/2023,4180014,560.00,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Community Support,REDACTED - PERSONAL DATA,126390,28/03/2023,4212477,814.84,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,28/03/2023,4212471,675.64,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197761,627.38,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197772,"1,165.47",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197787,"1,079.14",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197812,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197752,675.64,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197757,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197759,675.64,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197748,665.52,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197749,665.52,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197750,665.52,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197797,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197801,665.52,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197802,675.64,0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197746,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Learning Disability Support,Transitions and Ordinary Lives,REDACTED - PERSONAL DATA,179388,21/03/2023,4197789,"1,208.64",0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,2064472,28/03/2023,4211442,541.44,0.00,N/A,N/A
People Services - Adults and Health,Physical Support,Community Support,REDACTED - PERSONAL DATA,2008468,28/03/2023,4211984,603.00,0.00,N/A,N/A
People Services - Adults and Health,Sensory Support,Community Support,REDACTED - PERSONAL DATA,1743488,28/03/2023,4211959,680.04,0.00,N/A,N/A
