DCC Transparency Report Supplier Payment over £500,,,,,,,,,,,
,,,,,,,,,,,
Directorate Description,Department Description,Division Description,Section Description,Supplier Name,Payment Date,Payment Reference,System Reference,Exclusive Amount,Purpose of Spend,Procurement Classification,Selection Code 3 Description
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448812,"-3,834.24",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448813,"-3,834.24",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448814,"-3,834.24",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448815,"-1,917.12",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448816,"-1,917.12",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448818,"2,261.39",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448819,"3,957.44",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448820,"2,402.73",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448821,"1,554.71",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448822,"3,957.44",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448823,"3,957.44",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448824,"3,957.44",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448825,"2,637.41",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448826,"1,413.37",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448827,"4,102.64",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448828,"4,102.64",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448829,"4,102.64",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448830,"4,102.64",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448831,"4,102.64",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448832,"4,102.64",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448833,"2,051.32",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448834,"2,071.84",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448835,"4,143.68",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,FOSTERING PEOPLE LTD,28/05/2024,104740,448836,"3,551.73",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448837,"4,390.24",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448838,"4,390.24",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448843,"-1,404.00",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448844,"-1,404.00",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448845,"-1,404.00",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448846,"-1,404.00",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448847,"-1,500.00",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448848,"1,488.24",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448849,"1,488.24",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448850,"1,488.24",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448851,"1,488.24",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448852,"1,590.00",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448853,"2,976.48",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448854,"2,976.48",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448855,"2,976.48",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448856,"2,976.48",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,HOPE FOSTERING SERVICE,28/05/2024,104845,448857,"3,180.00",Agency Fostering,10 - Company,Company
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448858,"3,419.72",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448859,"3,327.36",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448860,"3,697.04",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448861,"3,697.04",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448862,"3,697.04",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448863,"3,558.40",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448864,"3,697.04",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448865,"3,327.36",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448866,"6,123.24",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448867,"3,558.40",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448872,"-2,137.86",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,NATIONAL FOSTERING AGENCY,28/05/2024,104687,448873,"2,159.24",Agency Fostering,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448877,626.08,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448878,626.08,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448879,679.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448880,679.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448881,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448889,-653.9,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448890,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448891,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448892,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448893,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448894,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448895,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448896,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448897,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448898,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448899,-980.85,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448919,-572.16,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448920,653.9,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448921,997.2,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448922,998,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448923,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448924,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448925,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448926,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448927,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448930,-795.27,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448931,"-1,060.36",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448932,"-1,060.36",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448933,"-1,060.36",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448934,"-1,060.36",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448935,"-1,060.36",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448936,"-1,060.36",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448938,687.1,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448939,687.1,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448941,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448942,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448943,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448944,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448949,"1,118.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448950,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448951,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448952,"1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448954,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448955,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448956,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448958,-653.9,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448959,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448960,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448961,"-1,144.32",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448962,-899.11,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448969,569.83,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448970,570.29,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448971,572.16,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448972,747.9,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,THE RIVERSIDE GROUP LTD,28/05/2024,104808,448973,748.5,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,28/05/2024,105624,448974,"8,000.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PURELIFE CARE SERVICES LTD,28/05/2024,105624,448975,"1,200.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448976,"7,490.20",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448977,"7,490.20",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448978,"1,580.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448979,"1,580.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448980,"1,580.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448981,"1,580.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448983,800,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448984,800,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448985,800,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448986,800,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448987,800,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448988,"1,200.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,PREMIER HEALTHCARE SERVICES. LTD,28/05/2024,105633,448989,"7,490.20",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,KEY TRANSITIONS LTD,28/05/2024,105647,448990,"8,200.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,KEY TRANSITIONS LTD,28/05/2024,105647,448991,800,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,ACHIEVING HIGHER HEIGHTS LTD,28/05/2024,105648,448992,"7,030.24",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,ACHIEVING HIGHER HEIGHTS LTD,28/05/2024,105648,448993,"1,000.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,ASPIRE PATHWAY GROUP ASPIRE PATHWAY GROUP CIC,28/05/2024,105644,448994,"7,600.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,ASPIRE PATHWAY GROUP ASPIRE PATHWAY GROUP CIC,28/05/2024,105644,448995,"1,200.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,ASPIRE PATHWAY GROUP ASPIRE PATHWAY GROUP CIC,28/05/2024,105644,448996,"7,600.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,ASPIRE PATHWAY GROUP ASPIRE PATHWAY GROUP CIC,28/05/2024,105644,448997,"1,200.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,DREAM BIG INDEPENDENT LIVING LTD,28/05/2024,105709,448998,"4,300.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,DREAM BIG INDEPENDENT LIVING LTD,28/05/2024,105709,448999,800,Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,DREAM BIG INDEPENDENT LIVING LTD,28/05/2024,105709,449000,"1,700.00",Housing Placements for Young People,10 - Company,Company
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,KEYS PCE LTD,28/05/2024,105380,449001,960,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,KEYS PCE LTD,28/05/2024,105380,449002,548.57,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,KEYS PCE LTD,28/05/2024,105380,449003,960,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,KEYS PCE LTD,28/05/2024,105380,449004,960,Housing Placements for Young People,40 - SME,SME
People Services - Children & Young People,Non-Schools,Integrated Services,Agency Placements,KEYS PCE LTD,28/05/2024,105380,449005,960,Agency Residential,40 - SME,SME
People Services - Children & Young People,Non-Schools,Early Help & Children?s Safeguarding,Children's Safeguarding Services Localit,KEYS PCE LTD,28/05/2024,105380,449006,"1,500.00",Housing Placements for Young People,40 - SME,SME
