Proclass,Proclass(T),Supplier,Supplier(T) 2,Directorate(T),Cost Centre,Cost Centre(T),Account Code,Account Code(T),Transaction No,Period,Transaction Date,Amount,Procurement Comment
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060740,202302,20/04/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060975,202302,20/04/2023,-2258.44,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060857,202302,20/04/2023,649,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060997,202302,20/04/2023,658.58,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060980,202302,20/04/2023,-685.13,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060860,202302,20/04/2023,1118.67,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20061011,202302,20/04/2023,1428,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060743,202302,20/04/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060742,202302,20/04/2023,-1964.03,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060740,202302,20/04/2023,796.56,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060735,202302,20/04/2023,-964.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060860,202302,20/04/2023,-1006,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060732,202302,20/04/2023,501.42,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060744,202302,20/04/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060741,202302,20/04/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060862,202302,20/04/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060731,202302,20/04/2023,1523.72,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060986,202302,20/04/2023,-544.81,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060738,202302,20/04/2023,-964.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060740,202302,20/04/2023,-716.33,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060857,202302,20/04/2023,-583.63,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060980,202302,20/04/2023,761.86,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060975,202302,20/04/2023,2511.39,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060734,202302,20/04/2023,-1167.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060746,202302,20/04/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060862,202302,20/04/2023,-642.64,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060986,202302,20/04/2023,605.83,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060738,202302,20/04/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060729,202302,20/04/2023,-700.35,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,10834,LD Nursing Care Placements,R5008,Other agencies,20060855,202302,20/04/2023,593.32,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060734,202302,20/04/2023,1297.98,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060709,202302,18/04/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20059982,202302,11/04/2023,1072.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20059982,202302,11/04/2023,-964.25,
321016,Nursing Homes,417515,St Matthews (Broad Lane) Ltd - Hawthorne House,People,11945,OP Nursing Care Placements,R5008,Other agencies,20059982,202302,11/04/2023,1072.25,
321016,Nursing Homes,411068,St Matthews Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062749,202302,02/05/2023,1349.13,
321016,Nursing Homes,411068,St Matthews Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062749,202302,02/05/2023,1349.13,
321016,Nursing Homes,411068,St Matthews Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062749,202302,02/05/2023,1349.13,
321016,Nursing Homes,411068,St Matthews Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20062749,202302,02/05/2023,1349.13,
321016,Nursing Homes,411068,St Matthews Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060950,202302,20/04/2023,1349.13,
321016,Nursing Homes,411068,St Matthews Healthcare,People,11075,MH Nursing Care Placements,R5008,Other agencies,20060950,202302,20/04/2023,-1213.25,
321016,Nursing Homes,426280,St Matthews North Ltd T/A Broomhill - Willow Brook,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062540,202302,02/05/2023,2237.43,
321016,Nursing Homes,426280,St Matthews North Ltd T/A Broomhill - Willow Brook,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062540,202302,02/05/2023,2237.43,
321016,Nursing Homes,426280,St Matthews North Ltd T/A Broomhill - Willow Brook,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062540,202302,02/05/2023,2237.43,
321016,Nursing Homes,426280,St Matthews North Ltd T/A Broomhill - Willow Brook,People,11945,OP Nursing Care Placements,R5008,Other agencies,20062540,202302,02/05/2023,2237.43,
321016,Nursing Homes,426280,St Matthews North Ltd T/A Broomhill - Willow Brook,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060886,202302,20/04/2023,-2012.08,
321016,Nursing Homes,426280,St Matthews North Ltd T/A Broomhill - Willow Brook,People,11945,OP Nursing Care Placements,R5008,Other agencies,20060886,202302,20/04/2023,2237.43,
192110,Room Hire,412779,St Nicholas Church Radford PCC,Place,10098,Municipal Elections,R2201,Venue Hire,3692731,202302,25/05/2023,600,
321050,"Temporary Accommodation, Short Stay",416070,Stamp Accommodation Service Ltd,People,10225,Housing - B&B Accommodation,R2202,Rent - Client Accomodation,3688252,202302,28/03/2023,71730,
240000,Horticultural,417691,Stantia Ltd T/A Coventry Turf & Landscaping,Place,11515,Cemeteries,R2075,Grounds Maintenance,3687271,202302,18/04/2023,1408.33,
321117,Childrens Residential Care,426499,Starlight Support Services Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3689418,202302,30/04/2023,55521.48,
321117,Childrens Residential Care,426499,Starlight Support Services Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3689419,202302,30/04/2023,53978.58,
321117,Childrens Residential Care,426499,Starlight Support Services Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3689417,202302,30/04/2023,77121.48,
391111,Buildings Repair & Maintenance,404902,Status Alarms Ltd,Place,11288,Compliance,R2079,Property Repairs & Maintenance - Servicing,3692804,202302,30/05/2023,2190.5,
391111,Buildings Repair & Maintenance,404902,Status Alarms Ltd,Place,11288,Compliance,R2079,Property Repairs & Maintenance - Servicing,3691913,202302,25/05/2023,1213.5,
192212,Security Equipment,404902,Status Alarms Ltd,Place,11027,ESU – Emergency Services Unit,R2706,Security,3689573,202302,17/05/2023,3116.69,
391111,Buildings Repair & Maintenance,404902,Status Alarms Ltd,Place,11288,Compliance,R2079,Property Repairs & Maintenance - Servicing,3688572,202302,12/05/2023,3918.79,
391111,Buildings Repair & Maintenance,404902,Status Alarms Ltd,Place,11288,Compliance,R2077,Property Repairs & Maintenance - Reactive,3686158,202302,02/05/2023,6532.41,
391111,Buildings Repair & Maintenance,404902,Status Alarms Ltd,Place,11288,Compliance,R2078,Property Repairs & Maintenance - Minor Programmed Works,3686311,202302,19/04/2023,7964.98,
391111,Buildings Repair & Maintenance,404902,Status Alarms Ltd,Place,11288,Compliance,R2078,Property Repairs & Maintenance - Minor Programmed Works,3686311,202302,19/04/2023,1286.85,
391111,Buildings Repair & Maintenance,404902,Status Alarms Ltd,Place,11288,Compliance,R2078,Property Repairs & Maintenance - Minor Programmed Works,3685752,202302,19/04/2023,5722.95,
391111,Buildings Repair & Maintenance,404902,Status Alarms Ltd,Place,10870,CPR0708 St Nicholas Street Canal Basin,R2077,Property Repairs & Maintenance - Reactive,3688163,202302,29/03/2023,1560.94,
261200,Professional & Advisory Services,417663,Stephen Plummer,People,11704,Coventry Music,R4400,Services - Professional Fees,3690102,202302,24/04/2023,2463,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20067613,202302,10/05/2023,590,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20063042,202302,02/05/2023,560,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20063042,202302,02/05/2023,560,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20063063,202302,02/05/2023,710,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20063063,202302,02/05/2023,670,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20063063,202302,02/05/2023,670,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20063040,202302,02/05/2023,630,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20063042,202302,02/05/2023,560,
321014,Domiciliary Care,424769,Stephen Support Services Ltd T/A Clements Healthcare,People,10722,OP Home Care,R5008,Other agencies,20063042,202302,02/05/2023,560,
321117,Childrens Residential Care,413227,Steps 4 Life Care Ltd,People,10418,Residential - External Fees,R5008,Other agencies,3690548,202302,30/04/2023,23120.58,
381800,Vehicle Tools & Equipment,404922,Stertil UK Ltd,Place,11277,Fleet Services,R4003,Equipment & Tools - R & M,3686700,202302,27/01/2023,2992.08,
381800,Vehicle Tools & Equipment,404922,Stertil UK Ltd,Place,11277,Fleet Services,R4003,Equipment & Tools - R & M,3686698,202302,23/01/2023,997.51,
261200,Professional & Advisory Services,426323,Steve Phillips,People,10300,Internal Fostering Team,R4400,Services - Professional Fees,3690353,202302,10/05/2023,650,
201700,Grants,424893,REDACTED PERSONAL DATA,People,11381,Homes for Ukraine,R6290,Client Support,3687719,202302,31/03/2023,500,
271200,ICT Hardware,404943,Stone Computers Ltd,Place,11597,Multiply,R4531,Computing - IT Hardware,3692786,202302,23/05/2023,1552.5,
201700,Grants,426389,Stonewall Security Ltd,Place,10429,ERDF - Green Business Programme,C5000,Grants,3690514,202302,19/05/2023,1030,
391111,Buildings Repair & Maintenance,423223,Stratford Energy Solutions Ltd,Place,10774,Energy Management Services,R2077,Property Repairs & Maintenance - Reactive,3687422,202302,27/04/2023,1200,
240000,Horticultural,425948,STRI Limited,People,10596,"Education Capital, Planning & Development",C1102,Grounds and Landscaping,3690606,202302,15/05/2023,190360.53,
261200,Professional & Advisory Services,412869,Strikes Bailiffs Ltd,Place,10617,Traveller Incursion Costs,R4400,Services - Professional Fees,3690683,202302,15/05/2023,1275,
261200,Professional & Advisory Services,412869,Strikes Bailiffs Ltd,Place,11298,CPR0415 Birmingham Road 103A Allesley FE Centre,R4400,Services - Professional Fees,3686972,202302,18/04/2023,700,
261200,Professional & Advisory Services,412869,Strikes Bailiffs Ltd,Place,11298,CPR0415 Birmingham Road 103A Allesley FE Centre,R4400,Services - Professional Fees,3686973,202302,18/04/2023,1010,
291120,Organised Activities,424221,Substance 2005 Limited,People,11135,Youth Offending Service,R4404,Client Activities,3682717,202302,27/03/2023,9999,
291120,Organised Activities,424221,Substance 2005 Limited,People,10008,0-19 Policy - PH,R4404,Client Activities,3682717,202302,27/03/2023,9999,
291120,Organised Activities,424221,Substance 2005 Limited,People,10274,Education Standards,R4404,Client Activities,3682717,202302,27/03/2023,10002,
182015,Waste Disposal,404696,SUEZ Recycling & Recovery Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3688542,202302,03/05/2023,865.87,
182015,Waste Disposal,404696,SUEZ Recycling & Recovery Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3687433,202302,27/04/2023,5748.4,
182015,Waste Disposal,404696,SUEZ Recycling & Recovery Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3687435,202302,27/04/2023,6398,
182015,Waste Disposal,404696,SUEZ Recycling & Recovery Ltd,Place,11486,Waste Disposal,R2704,Waste Disposal,3687434,202302,27/04/2023,4721.5,
320000,Social Community Care Supplies & Services,417850,Suite Dreams Furnishers,People,10291,Section17 Payments Central,R6290,Client Support,3690581,202302,16/05/2023,812.51,
320000,Social Community Care Supplies & Services,417850,Suite Dreams Furnishers,People,10788,NRPF - No Recourse To Public Funds,R6290,Client Support,3690582,202302,16/05/2023,525,
401303,Childrens Residential Foster Care,404975,Sunbeam Fostering Agency,People,10706,Fostering - External Fees,R5008,Other agencies,3689195,202302,15/03/2023,3498.57,
401303,Childrens Residential Foster Care,404975,Sunbeam Fostering Agency,People,10706,Fostering - External Fees,R5008,Other agencies,3686046,202302,20/02/2023,-4005.72,
401303,Childrens Residential Foster Care,404975,Sunbeam Fostering Agency,People,10706,Fostering - External Fees,R5008,Other agencies,3686046,202302,20/02/2023,20000,
401303,Childrens Residential Foster Care,404975,Sunbeam Fostering Agency,People,10706,Fostering - External Fees,R5008,Other agencies,3686046,202302,20/02/2023,-18000,
401303,Childrens Residential Foster Care,404975,Sunbeam Fostering Agency,People,10706,Fostering - External Fees,R5008,Other agencies,3686046,202302,20/02/2023,4005.72,
401303,Childrens Residential Foster Care,404975,Sunbeam Fostering Agency,People,10706,Fostering - External Fees,R5008,Other agencies,3686046,202302,20/02/2023,-20000,
401303,Childrens Residential Foster Care,404975,Sunbeam Fostering Agency,People,10706,Fostering - External Fees,R5008,Other agencies,3686046,202302,20/02/2023,819.64,
401303,Childrens Residential Foster Care,404975,Sunbeam Fostering Agency,People,10706,Fostering - External Fees,R5008,Other agencies,3686046,202302,20/02/2023,18000,
230000,Highway Equipment & Materials,400327,Sunbelt Rentals Ltd,Place,11154,Highways: Overhead,R4001,Equipment & Tools - Hire,3688521,202302,30/04/2023,540,
230000,Highway Equipment & Materials,400327,Sunbelt Rentals Ltd,Place,10721,Highways: Emergency Call Out,R4001,Equipment & Tools - Hire,3688639,202302,30/04/2023,917.88,
