BATCH ID,NAME VEND,INVOICE ID,Line,AMT LINE , DESCRIPTION, ISSUED DATE,AMT TOTAL,Department,PRO CLASS 1,ID GLAC EXP
800192876   ,ABM Technical Solutions Ltd   ,146457                ,1,"3,593.55",PLANNED MEP                             ,05/06/2023,"3,593.55",Property Department,Works - Construction,F12131LL37                                   
800192875   ,ABM Technical Solutions Ltd   ,146458                ,1,"3,593.55",PLANNED MEP                             ,05/06/2023,"3,593.55",Property Department,Works - Construction,F12131LL37                                   
800192916   ,ABM Technical Solutions Ltd   ,146459                ,1,"4,593.82",PLANNED MEP                             ,05/06/2023,"4,593.82",Property Department,Works - Construction,F12131CC48                                   
800192918   ,ABM Technical Solutions Ltd   ,146460                ,1,"4,593.82",PLANNED MEP                             ,05/06/2023,"4,593.82",Property Department,Works - Construction,F12131CC48                                   
800192917   ,ABM Technical Solutions Ltd   ,146461                ,1,"4,646.11",PLANNED MEP                             ,05/06/2023,"4,646.11",Property Department,Works - Construction,F12131LL25                                   
800192919   ,ABM Technical Solutions Ltd   ,146462                ,1,"4,646.11",PLANNED MEP                             ,05/06/2023,"4,646.11",Property Department,Works - Construction,F12131LL25                                   
800192935   ,ABM Technical Solutions Ltd   ,146463                ,1,"5,529.10",PLANNED MEP                             ,05/06/2023,"5,529.10",Property Department,Works - Construction,F12131CC44                                   
800192937   ,ABM Technical Solutions Ltd   ,146464                ,1,"5,529.10",PLANNED MEP                             ,05/06/2023,"5,529.10",Property Department,Works - Construction,F12131CC44                                   
800192931   ,ABM Technical Solutions Ltd   ,146465                ,1,"5,192.30",PLANNED MEP                             ,05/06/2023,"5,192.30",Property Department,Works - Construction,F12131CC54                                   
800192930   ,ABM Technical Solutions Ltd   ,146466                ,1,"5,192.30",PLANNED MEP                             ,05/06/2023,"5,192.30",Property Department,Works - Construction,F12131CC54                                   
800192879   ,ABM Technical Solutions Ltd   ,146467                ,1,"3,695.25",PLANNED MEP                             ,05/06/2023,"3,695.25",Property Department,Works - Construction,F12131CC55                                   
800192885   ,ABM Technical Solutions Ltd   ,146468                ,1,"3,695.25",PLANNED MEP                             ,05/06/2023,"3,695.25",Property Department,Works - Construction,F12131CC55                                   
800192888   ,ABM Technical Solutions Ltd   ,146469                ,1,"4,147.62",PLANNED MEP                             ,05/06/2023,"4,147.62",Property Department,Works - Construction,F12131LL46                                   
800192889   ,ABM Technical Solutions Ltd   ,146470                ,1,"4,147.62",PLANNED MEP                             ,05/06/2023,"4,147.62",Property Department,Works - Construction,F12131LL46                                   
800192897   ,ABM Technical Solutions Ltd   ,146471                ,1,"4,180.95",PLANNED MEP                             ,05/06/2023,"4,180.95",Property Department,Works - Construction,F12131LL39                                   
800192896   ,ABM Technical Solutions Ltd   ,146472                ,1,"4,180.95",PLANNED MEP                             ,05/06/2023,"4,180.95",Property Department,Works - Construction,F12131LL39                                   
800192910   ,ABM Technical Solutions Ltd   ,146473                ,1,"4,381.17",PLANNED MEP                             ,05/06/2023,"4,381.17",Property Department,Works - Construction,F12131LL53                                   
800192911   ,ABM Technical Solutions Ltd   ,146474                ,1,"4,381.17",PLANNED MEP                             ,05/06/2023,"4,381.17",Property Department,Works - Construction,F12131LL53                                   
800192872   ,ABM Technical Solutions Ltd   ,146475                ,1,"3,574.49",PLANNED MEP                             ,05/06/2023,"3,574.49",Property Department,Works - Construction,F12131CC37                                   
800192878   ,ABM Technical Solutions Ltd   ,146476                ,1,"3,574.49",PLANNED MEP                             ,05/06/2023,"3,574.49",Property Department,Works - Construction,F12131CC37                                   
800192925   ,ABM Technical Solutions Ltd   ,146477                ,1,"5,034.47",PLANNED MEP                             ,05/06/2023,"5,034.47",Property Department,Works - Construction,F12131CC57                                   
800192929   ,ABM Technical Solutions Ltd   ,146478                ,1,"5,034.47",PLANNED MEP                             ,05/06/2023,"5,034.47",Property Department,Works - Construction,F12131CC57                                   
800192945   ,ABM Technical Solutions Ltd   ,146479                ,1,"4,487.18",PLANNED MEP                             ,05/06/2023,"4,487.18",Property Department,Works - Construction,F12131LL21                                   
800192946   ,ABM Technical Solutions Ltd   ,146480                ,1,"4,487.18",PLANNED MEP                             ,05/06/2023,"4,487.18",Property Department,Works - Construction,F12131LL21                                   
800192877   ,ABM Technical Solutions Ltd   ,146481                ,1,"3,603.98",PLANNED MEP                             ,05/06/2023,"3,603.98",Property Department,Works - Construction,F12131LL40                                   
800192881   ,ABM Technical Solutions Ltd   ,146482                ,1,"3,603.98",PLANNED MEP                             ,05/06/2023,"3,603.98",Property Department,Works - Construction,F12131LL40                                   
800192915   ,ABM Technical Solutions Ltd   ,146483                ,1,"4,520.69",PLANNED MEP                             ,05/06/2023,"4,520.69",Property Department,Works - Construction,F12131LL56                                   
800192914   ,ABM Technical Solutions Ltd   ,146484                ,1,"4,520.69",PLANNED MEP                             ,05/06/2023,"4,520.69",Property Department,Works - Construction,F12131LL56                                   
800192852   ,ABM Technical Solutions Ltd   ,146485                ,1,"3,043.06",PLANNED MEP                             ,05/06/2023,"3,043.06",Property Department,Works - Construction,F12131LL52                                   
800192851   ,ABM Technical Solutions Ltd   ,146486                ,1,"3,043.06",PLANNED MEP                             ,05/06/2023,"3,043.06",Property Department,Works - Construction,F12131LL52                                   
800192873   ,ABM Technical Solutions Ltd   ,146488                ,1,"3,499.49",PLANNED MEP                             ,05/06/2023,"3,499.49",Property Department,Works - Construction,F12131LL38                                   
800192874   ,ABM Technical Solutions Ltd   ,146489                ,1,"3,499.49",PLANNED MEP                             ,05/06/2023,"3,499.49",Property Department,Works - Construction,F12131LL38                                   
800192924   ,ABM Technical Solutions Ltd   ,146490                ,1,"4,648.92",PLANNED MEP                             ,05/06/2023,"4,648.92",Property Department,Works - Construction,F12131LL23                                   
800192920   ,ABM Technical Solutions Ltd   ,146491                ,1,"4,648.92",PLANNED MEP                             ,05/06/2023,"4,648.92",Property Department,Works - Construction,F12131LL23                                   
800192907   ,ABM Technical Solutions Ltd   ,146492                ,1,"4,310.71",PLANNED MEP                             ,05/06/2023,"4,310.71",Property Department,Works - Construction,F12131CC51                                   
800192908   ,ABM Technical Solutions Ltd   ,146493                ,1,"4,310.71",PLANNED MEP                             ,05/06/2023,"4,310.71",Property Department,Works - Construction,F12131CC51                                   
800192855   ,ABM Technical Solutions Ltd   ,146494                ,1,"3,082.60",PLANNED MEP                             ,05/06/2023,"3,082.60",Property Department,Works - Construction,F12131CC28                                   
800192858   ,ABM Technical Solutions Ltd   ,146495                ,1,"3,082.60",PLANNED MEP                             ,05/06/2023,"3,082.60",Property Department,Works - Construction,F12131CC28                                   
800192898   ,ABM Technical Solutions Ltd   ,146496                ,1,"4,185.99",PLANNED MEP                             ,05/06/2023,"4,185.99",Property Department,Works - Construction,F12131CC39                                   
800192899   ,ABM Technical Solutions Ltd   ,146498                ,1,"4,185.99",PLANNED MEP                             ,05/06/2023,"4,185.99",Property Department,Works - Construction,F12131CC39                                   
800192893   ,ABM Technical Solutions Ltd   ,146499                ,1,"4,157.19",PLANNED MEP                             ,05/06/2023,"4,157.19",Property Department,Works - Construction,F12131CC52                                   
800192933   ,ABM Technical Solutions Ltd   ,146501                ,1,"5,133.68",PLANNED MEP                             ,05/06/2023,"5,133.68",Property Department,Works - Construction,F12131CC42                                   
800192932   ,ABM Technical Solutions Ltd   ,146502                ,1,"5,133.68",PLANNED MEP                             ,05/06/2023,"5,133.68",Property Department,Works - Construction,F12131CC42                                   
800192884   ,ABM Technical Solutions Ltd   ,146503                ,1,"3,817.14",PLANNED MEP                             ,05/06/2023,"3,817.14",Property Department,Works - Construction,F12131CC50                                   
800192886   ,ABM Technical Solutions Ltd   ,146504                ,1,"3,817.14",PLANNED MEP                             ,05/06/2023,"3,817.14",Property Department,Works - Construction,F12131CC50                                   
800192854   ,ABM Technical Solutions Ltd   ,146505                ,1,"3,074.17",PLANNED MEP                             ,05/06/2023,"3,074.17",Property Department,Works - Construction,F12131LL50                                   
800192853   ,ABM Technical Solutions Ltd   ,146506                ,1,"3,074.17",PLANNED MEP                             ,05/06/2023,"3,074.17",Property Department,Works - Construction,F12131LL50                                   
800192900   ,ABM Technical Solutions Ltd   ,146507                ,1,"4,300.58",PLANNED MEP                             ,05/06/2023,"4,300.58",Property Department,Works - Construction,F12131CC29                                   
800192906   ,ABM Technical Solutions Ltd   ,146508                ,1,"4,300.58",PLANNED MEP                             ,05/06/2023,"4,300.58",Property Department,Works - Construction,F12131CC29                                   
