Payment date,Supplier Name,Purpose,Department,Amount
12/04/2023,H2O NATIONWIDE LTD,Buildings,Dir of Finance,1522.64
12/04/2023,THE ROYAL ASSOCIATION FOR DEAF PEOP,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1500
12/04/2023,BEACON PARTNERSHIP LLP,Property,Housing Revenue Account,1500
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1495
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1495
12/04/2023,UK POWER NETWORKS (OPERATIONS) LTD,Metering & connectio,Dir of Environment & Resident Experience,1493
12/04/2023,KEYRING - LIVING SUPPORT NETWORKS,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1477.34
12/04/2023,FALCON PROPERTIES LTD,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
12/04/2023,Walker Management Limited,Property,Dir of Finance,1473.02
12/04/2023,Melville & Daughters,Public Health,Dir of Environment & Resident Experience,1465
12/04/2023,COMPENSATE,Fees Legal External,"Dir of Adults, Health & Communities",1445.21
12/04/2023,Pup Architects,Business,Dir of Finance,1440
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1430
12/04/2023,FOOS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1419.5
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1405.88
12/04/2023,D A Languages Ltd,Interpretation & Translation,"Dir of  Culture, Strategy & Engagement",1381.1
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365
12/04/2023,Mezzana Partners Limited,Professional & Advisory Services,Dir of Children's Services,1350
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1332
12/04/2023,VIRGIN MEDIA PAYMENTS LIMITED,Telephones - Calls,"Dir of  Culture, Strategy & Engagement",1317.23
12/04/2023,TEMP-ACCOM,Tenants Support,Housing Revenue Account,1302
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1300
12/04/2023,Walker Management Limited,Business,Dir of Finance,1296
12/04/2023,MARIECO CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1288
12/04/2023,SELLICK PARTNERSHIP LIMITED,SalAgen-Est Post,Assistant Dir Corporate Governance,1263.76
12/04/2023,H2O NATIONWIDE LTD,Buildings,Dir of Finance,1255.57
12/04/2023,UNITED CARE UK LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1209
12/04/2023,Programus Ltd,Printing,Dir of Placemaking & Housing,1206
12/04/2023,DIMENSIONS (UK) LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1181.44
12/04/2023,H2O NATIONWIDE LTD,Buildings,Dir of Finance,1165.8
12/04/2023,CHRISTIAN ACTION HOUSING ASSOCIATIO,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1162.42
12/04/2023,MARIECO CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1159.2
12/04/2023,BLISS CARE AND TRAINING LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1131.5
12/04/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1105
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1105
12/04/2023,FOOS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1102.5
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1100.96
12/04/2023,MARIECO CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1076.45
12/04/2023,FOOS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1071
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1067.08
12/04/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1059.05
12/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",996.66
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",948.52
12/04/2023,MARIECO CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",901.6
12/04/2023,MARIECO CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",901.6
12/04/2023,FOOS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",857.5
12/04/2023,LINK COMMUNITY CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",854.8
12/04/2023,METROPOLITAN HOUSING TRUST LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",836.08
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",829.92
12/04/2023,BLISS CARE AND TRAINING LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",793.31
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",778.96
12/04/2023,BLISS CARE AND TRAINING LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",759.5
12/04/2023,FOOS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",752.5
12/04/2023,First Response Training & Consultan,Training & Conferences,"Dir of Adults, Health & Communities",750
12/04/2023,NORTH LONDON ASIAN CARE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",741.6
12/04/2023,NORTH LONDON ASIAN CARE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",704.52
12/04/2023,BLISS CARE AND TRAINING LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",674.25
12/04/2023,BLISS CARE AND TRAINING LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",666.5
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",660.24
12/04/2023,MARIECO CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",644
12/04/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",602.72
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",592.76
12/04/2023,XEROX (UK) LTD,Services,"Dir of  Culture, Strategy & Engagement",577.59
12/04/2023,MARIECO CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",514.8
12/04/2023,COMPENSATE,Exp - Compensation,Housing Revenue Account,500
12/04/2023,HANNAH MILLER LIMITED,Training & Conferences,"Dir of Adults, Health & Communities",500
12/04/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",482.16
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",476
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",416.5
12/04/2023,FOOS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",357
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",357
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",357
12/04/2023,THE A TEAM SMALL JOBS PROJECT LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",350
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",323.75
12/04/2023,FOOS CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",306
12/04/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",301
12/04/2023,UNICARE LONDON LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",297.5
12/04/2023,NORTH LONDON ASIAN CARE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",259.56
12/04/2023,NORTH LONDON ASIAN CARE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",259.56
12/04/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",250
12/04/2023,ALLPAY LTD  NRPF,Subsist - SS Clients,"Dir of Adults, Health & Communities",245.71
12/04/2023,BLISS CARE AND TRAINING LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",244.13
12/04/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",227.75
12/04/2023,NORTH LONDON ASIAN CARE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",222.48
12/04/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",200
12/04/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",189.42
12/04/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),Grant-C19 Emgcy ELWA,Dir of Children's Services,152.5
12/04/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",150
12/04/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",150
12/04/2023,VERITY HEALTHCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",145.76
12/04/2023,THE MARKFIELD PROJECT LTD,SS Child - Out of Sc,Dir of Children's Services,140
12/04/2023,Personal Data Redacted,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",127.56
12/04/2023,GRACE,Vol Sect - Care Pk,"Dir of Adults, Health & Communities",89.18
12/04/2023,MARIECO CARE LTD,Priv Sec-- LBH & CCG,"Dir of Adults, Health & Communities",82.75
12/04/2023,NORTH LONDON ASIAN CARE,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",55.62
12/04/2023,OTHER_LA,Fees Legal External,Housing Revenue Account,40
12/04/2023,OTHER_LA,Fees Legal External,"Dir of Adults, Health & Communities",40
12/04/2023,COMPENSATE,Exp - Compensation,"Dir of  Culture, Strategy & Engagement",30
12/04/2023,ALL PAY LTD (LBH FUNDING ACCOUNT),Travel Exp - Client,Dir of Children's Services,30
12/04/2023,Ser Contractor Ltd,"Material - Purch,Rep",Housing Revenue Account,0.01
12/04/2023,Programus Ltd,Printing - External,Dir of Placemaking & Housing,-0.07
12/04/2023,WSP UK Ltd,PayContractr Infrast,Dir of Finance,-298
12/04/2023,WEST LODGE LIMITED,Priv - B & B,"Dir of Adults, Health & Communities",-330
12/04/2023,SPS UK&I LIMITED,IT Serv Emerge SAP,"Dir of  Culture, Strategy & Engagement",-336.9
12/04/2023,MCCH SOCIETY LTD,Client Cont Care Pkg,"Dir of Adults, Health & Communities",-1048.2
12/04/2023,Taranto Systems Ltd,Equip - Purchase,Dir of Environment & Resident Experience,-5817.44
12/04/2023,Taranto Systems Ltd,Equip - Purchase,Dir of Environment & Resident Experience,-24250.08
13/04/2023,Formation Design and Build Limited,Buildings,Dir of Finance,3447403.76
13/04/2023,WAGSTAFF BROS LTD T/A WAGSTAFF INTE,Office Furniture,Dir of Finance,182600
13/04/2023,WAGSTAFF BROS LTD T/A WAGSTAFF INTE,Office Furniture,Dir of Finance,161944
13/04/2023,WAGSTAFF BROS LTD T/A WAGSTAFF INTE,Office Furniture,Dir of Finance,148368
13/04/2023,NFC Homes Limited,Buildings,Dir of Finance,141510.62
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Environment & Resident Experience,114699.99
13/04/2023,DRS CARE HOMES LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",99381.06
13/04/2023,OURRIS PROPERTIES LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",86659.2
13/04/2023,NFC Homes Limited,Buildings,Dir of Finance,67296.29
13/04/2023,LONDON GRID LTD,Services,"Dir of  Culture, Strategy & Engagement",59762.2
13/04/2023,EMBRACE UK COMMUNITY SUPPORT CENTRE,Public Health,"Dir of Adults, Health & Communities",55000
13/04/2023,DCK Construction Ltd,Buildings,Dir of Finance,50527.05
13/04/2023,GOODLUCK  CARE LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",48305.05
13/04/2023,BUBIC,Specialist Needs,"Dir of Adults, Health & Communities",43883
13/04/2023,NFC Homes Limited,Buildings,Dir of Finance,33372.45
13/04/2023,OPENVIEW SECURITY SOLUTIONS LIMITED,Glazing / Doors,Housing Revenue Account,30952.61
13/04/2023,DCK Construction Ltd,Buildings,Dir of Finance,29327.8
13/04/2023,DRS CARE HOMES LTD,Priv - Res Long,"Dir of Adults, Health & Communities",23657.14
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Environment & Resident Experience,23123.63
13/04/2023,DSI BILLING SERVICES,Printing,"Dir of  Culture, Strategy & Engagement",23000
13/04/2023,BUBIC,Specialist Needs,"Dir of Adults, Health & Communities",20896
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,20541.34
13/04/2023,HOUSEMARK  LTD,Arms Length Management Organisations,Housing Revenue Account,19495
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,18301.85
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,17926.88
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,17619.65
13/04/2023,Coplug D&T Ltd,Procurement,Dir of Placemaking & Housing,17000
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,15000
13/04/2023,GLOBAL IMPACT TRAINING LIMITED,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",11726.71
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,11167.84
13/04/2023,ALTAIR CONSULTANCY AND ADVISORY SER,Property,Housing Revenue Account,9007.15
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8884.4
13/04/2023,OPENVIEW SECURITY SOLUTIONS LIMITED,Glazing / Doors,Housing Revenue Account,8549.9
13/04/2023,Genuine Partnerships,Education,Dir of Children's Services,8035.82
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",8000
13/04/2023,Oldalone UK,Business,Housing Revenue Account,7500
13/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,7302
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,7086.53
13/04/2023,WALTHAM FOREST COLLEGE,L.A. - Recoup Supp,Dedicated Schools Grant Management,6940.5
13/04/2023,MISHELLIS PROPERTIES LTD T/A MCA CA,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6720
13/04/2023,GRANTS,Ext  Consult-NCCA,Dir of Finance,6600
13/04/2023,NFC Homes Limited,Buildings,Dir of Finance,6575.17
13/04/2023,OURRIS PROPERTIES LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",6499.44
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,6400.61
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,6333.18
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",6039.64
13/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,5868.72
13/04/2023,Total Protection (Special),Building Construction Materials,Dir of Placemaking & Housing,5850
13/04/2023,NEWMANFRANCIS LIMITED,Business,Housing Revenue Account,5833.34
13/04/2023,SCCI ALPHATRACK LTD,"Works - Construction, Repair & Maintenance",Housing Revenue Account,5732.11
13/04/2023,CARIS,Community Based Services,Dir of Children's Services,5500
13/04/2023,ACCESS UK LTD T/A ADAM,Passenger Transport,Dir of Children's Services,5476.04
13/04/2023,ACCESS UK LTD T/A ADAM,Passenger Transport,Dir of Children's Services,5346
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Environment & Resident Experience,4996.8
13/04/2023,INSURANCE,Bal Alloc InsurePrem,Dir of Finance,4800
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,4784.38
13/04/2023,Red Loft LLP,Business,Housing Revenue Account,4702.5
13/04/2023,ALPHATRACK SYSTEMS LTD,Buildings,Dir of Finance,4634.29
13/04/2023,Philip Pank Partnership,Property,Dir of Finance,4500
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",4492.76
13/04/2023,OURRIS PROPERTIES LIMITED,Priv - Res Long,"Dir of Adults, Health & Communities",4332.96
13/04/2023,ACLAND BURGHLEY SCHOOL,L.A. - Recoup Supp,Dedicated Schools Grant Management,4200
13/04/2023,BARNET AND SOUTHGATE COLLEGE,L.A. - Recoup Supp,Dedicated Schools Grant Management,3880.66
13/04/2023,BLOOMSCARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3877.5
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3740.8
13/04/2023,DYNAMIC PEOPLE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",3465.11
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,3418.87
13/04/2023,WEST LODGE LIMITED,Priv Sec-- LBH & CCG,"Dir of Adults, Health & Communities",3025
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,3005.23
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2837.52
13/04/2023,SEA Ltd,Lifts,Housing Revenue Account,2625.96
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,2495.06
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2482.88
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2352
13/04/2023,DYNAMIC PEOPLE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2310.84
13/04/2023,MARLBOROUGH HIGHWAYS LTD,Street Lighting,Dir of Finance,2271.31
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2271.2
13/04/2023,WEST LODGE LIMITED,Priv - B & B,"Dir of Adults, Health & Communities",2145
13/04/2023,Mngt Training Solutions Ltd t/a M,Training & Conferences,"Dir of  Culture, Strategy & Engagement",2135
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",2104.2
13/04/2023,ESSKAY FACILITIES MANAGEMENT LIMITE,Cleaning Service,Housing Revenue Account,1980
13/04/2023,Taranto Systems Ltd,Parking,Dir of Environment & Resident Experience,1961.96
13/04/2023,WEST LODGE LIMITED,Priv - B & B,"Dir of Adults, Health & Communities",1925
13/04/2023,Roleplay UK Ltd,Training & Conferences,"Dir of  Culture, Strategy & Engagement",1790
13/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1776.66
13/04/2023,AREA 51 EDUCATION LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1762.76
13/04/2023,VIRGIN MEDIA PAYMENTS LIMITED,Telecommunications,"Dir of  Culture, Strategy & Engagement",1749.17
13/04/2023,PROPERTYNET (UK) LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1733.33
13/04/2023,PRIMERA ASSISTED LIVING LIMITED T/A,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1693.44
13/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
13/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1681.33
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1650.32
13/04/2023,Personal Data Redacted,Organised Activities,Dir of Children's Services,1605.75
13/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1495
13/04/2023,SAMA CARE LTD,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1490.16
13/04/2023,PROPERTYNET (UK) LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
13/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1473.33
13/04/2023,OASIS GROUP LONDON LTD TA OASIS CAR,Prv Sctr Care Pkage,"Dir of Adults, Health & Communities",1473.12
13/04/2023,WEST LODGE LIMITED,Priv - B & B,"Dir of Adults, Health & Communities",1430
13/04/2023,WEST LODGE LIMITED,Priv Sec-- LBH & CCG,"Dir of Adults, Health & Communities",1430
13/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1430
13/04/2023,STATEBOND LTD T/A HORNSEY AGENCIES,Prem - Leasing,"Dir of Adults, Health & Communities",1386.66
13/04/2023,CLASS ESTATES LIMITED,Prem - Leasing,"Dir of Adults, Health & Communities",1365.52
13/04/2023,Personal Data Redacted,Prem - Leasing,"Dir of Adults, Health & Communities",1365.52
