Local Authority,Directorate,Service Area,Service Division,Expense Type,Supplier Name,Transaction Number,Payment Date,Expense Category,Invoice Value  £
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122751603,25.07.2023,REVENUE,"13,548.80"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122751679,26.07.2023,REVENUE,"3,118.08"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122751731,26.07.2023,REVENUE,"2,558.24"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122751681,26.07.2023,REVENUE,"7,795.20"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122751753,26.07.2023,REVENUE,"7,795.20"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122751732,26.07.2023,REVENUE,"13,548.80"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASHBOURNE LODGE CARE HOME,7003707363,31.07.2023,REVENUE,"23,693.27"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,BERWICK CARE LTD - LA CURA HOUSE,7003707485,31.07.2023,REVENUE,787.16
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003707505,31.07.2023,REVENUE,"3,856.60"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003707506,31.07.2023,REVENUE,"28,619.05"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CEDAR HOUSE,7003707388,31.07.2023,REVENUE,"19,548.97"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,FALSTONE COURT CARE HOME,7003707381,31.07.2023,REVENUE,"19,021.69"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,FALSTONE MANOR CARE HOME,7003707427,31.07.2023,REVENUE,"27,867.36"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HC-ONE BEAMISH LTD,7003707456,31.07.2023,REVENUE,765.00
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HERRINGTON GRANGE LTD,7003707500,31.07.2023,REVENUE,"13,112.48"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HILL CARE SERVICES LIMITED,7003707504,31.07.2023,REVENUE,758.70
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOLY CROSS HOME - ST CUTHBERTS CARE,7003707407,31.07.2023,REVENUE,"30,564.37"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE MEWS,7003707374,31.07.2023,REVENUE,"24,249.16"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MARQUIS COURT,7003707441,31.07.2023,REVENUE,"21,157.68"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,PADDOCK STILE MANOR,7003707392,31.07.2023,REVENUE,"26,464.96"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SLW LIMITED - SYCAMORE LODGE,7003707366,31.07.2023,REVENUE,"64,876.84"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SPRINGFIELD LODGE NURSING HOME,7003707368,31.07.2023,REVENUE,"3,141.94"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE CROFT CARE HOME,7003707380,31.07.2023,REVENUE,"18,003.91"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THORNCLIFFE HOUSE,7003707356,31.07.2023,REVENUE,"12,323.70"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,YOHDEN CARE COMPLEX,7003707437,31.07.2023,REVENUE,761.58
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ARCHERS PARK,7003710610,07.08.2023,REVENUE,"23,547.68"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASHBOURNE LODGE CARE HOME,7003710591,07.08.2023,REVENUE,"25,229.18"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASHTON GRANGE CARE HOME,7003710588,07.08.2023,REVENUE,"28,564.55"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,BERWICK CARE LTD - LA CURA HOUSE,7003710707,07.08.2023,REVENUE,787.16
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003710728,07.08.2023,REVENUE,"3,856.60"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,FALSTONE MANOR CARE HOME,7003710573,07.08.2023,REVENUE,"33,614.62"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HC-ONE BEAMISH LTD,7003710682,07.08.2023,REVENUE,765.00
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HILL CARE SERVICES LIMITED,7003710724,07.08.2023,REVENUE,758.70
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOLY CROSS HOME - ST CUTHBERTS CARE,7003710634,07.08.2023,REVENUE,"24,692.12"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LANSBURY COURT,7003710589,07.08.2023,REVENUE,"37,002.44"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MARQUIS COURT,7003710575,07.08.2023,REVENUE,"28,310.15"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,PADDOCK STILE MANOR,7003710622,07.08.2023,REVENUE,"26,464.96"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SLW LIMITED - SYCAMORE LODGE,7003710593,07.08.2023,REVENUE,"67,406.27"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SPRINGFIELD HOUSE R/H,7003710654,07.08.2023,REVENUE,"32,193.46"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SPRINGFIELD LODGE NURSING HOME,7003710607,07.08.2023,REVENUE,"3,141.94"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE CROFT CARE HOME,7003710605,07.08.2023,REVENUE,"18,003.91"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THORNCLIFFE HOUSE,7003710578,07.08.2023,REVENUE,"20,003.26"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,YOHDEN CARE COMPLEX,7003710662,07.08.2023,REVENUE,761.58
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ARCHERS PARK,7003711574,14.08.2023,REVENUE,"24,729.15"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASHBOURNE LODGE CARE HOME,7003711556,14.08.2023,REVENUE,"25,229.18"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASHTON GRANGE CARE HOME,7003711550,14.08.2023,REVENUE,"28,564.55"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,BERWICK CARE LTD - LA CURA HOUSE,7003711628,14.08.2023,REVENUE,787.16
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003711669,14.08.2023,REVENUE,"3,856.60"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,FALSTONE COURT CARE HOME,7003711553,14.08.2023,REVENUE,"19,021.69"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,FALSTONE MANOR CARE HOME,7003711626,14.08.2023,REVENUE,"27,867.36"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HC-ONE BEAMISH LTD,7003711607,14.08.2023,REVENUE,765.00
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HILL CARE SERVICES LIMITED,7003711666,14.08.2023,REVENUE,758.70
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LANSBURY COURT,7003711560,14.08.2023,REVENUE,"51,628.15"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MARQUIS COURT,7003711629,14.08.2023,REVENUE,"26,828.74"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,PADDOCK STILE MANOR,7003711587,14.08.2023,REVENUE,"26,464.96"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SPRINGFIELD LODGE NURSING HOME,7003711561,14.08.2023,REVENUE,"3,141.94"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE CROFT CARE HOME,7003711582,14.08.2023,REVENUE,"18,003.91"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THORNCLIFFE HOUSE,7003711544,14.08.2023,REVENUE,"13,150.73"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,YOHDEN CARE COMPLEX,7003711583,14.08.2023,REVENUE,761.58
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122756431,17.08.2023,REVENUE,"3,118.08"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122756430,17.08.2023,REVENUE,"7,795.20"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122756442,17.08.2023,REVENUE,"7,795.20"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122756435,17.08.2023,REVENUE,"2,644.96"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122756447,17.08.2023,REVENUE,"2,601.60"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122756434,17.08.2023,REVENUE,"13,548.80"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122756446,17.08.2023,REVENUE,"13,548.80"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122756666,18.08.2023,REVENUE,"3,118.08"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122756655,18.08.2023,REVENUE,"7,795.20"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122756667,18.08.2023,REVENUE,"2,558.24"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21- DOVECOTE MEADOWS,5122756652,18.08.2023,REVENUE,"13,548.80"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ARCHERS PARK,7003715179,21.08.2023,REVENUE,"23,902.12"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASHBOURNE LODGE CARE HOME,7003715135,21.08.2023,REVENUE,"24,402.15"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASHTON GRANGE CARE HOME,7003714939,21.08.2023,REVENUE,"28,564.55"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,ASHTON GRANGE CARE HOME,7003715138,21.08.2023,REVENUE,"28,564.55"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,BERWICK CARE LTD - LA CURA HOUSE,7003714962,21.08.2023,REVENUE,787.16
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,BERWICK CARE LTD - LA CURA HOUSE,7003715280,21.08.2023,REVENUE,787.16
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003715019,21.08.2023,REVENUE,"3,856.60"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003715038,21.08.2023,REVENUE,"26,192.46"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003715127,21.08.2023,REVENUE,"26,192.46"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CARE UK SERVICES LIMITED,7003715134,21.08.2023,REVENUE,"3,856.60"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CEDAR HOUSE,7003714959,21.08.2023,REVENUE,"17,213.28"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,CEDAR HOUSE,7003715172,21.08.2023,REVENUE,"17,922.16"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,FALSTONE COURT CARE HOME,7003714983,21.08.2023,REVENUE,"19,021.69"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,FALSTONE MANOR CARE HOME,7003715194,21.08.2023,REVENUE,"27,867.36"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HC-ONE BEAMISH LTD,7003714948,21.08.2023,REVENUE,765.00
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HC-ONE BEAMISH LTD,7003715269,21.08.2023,REVENUE,765.00
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HILL CARE SERVICES LIMITED,7003715017,21.08.2023,REVENUE,758.70
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HILL CARE SERVICES LIMITED,7003715126,21.08.2023,REVENUE,758.70
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOLY CROSS HOME - ST CUTHBERTS CARE,7003715181,21.08.2023,REVENUE,"24,757.56"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LAMBTON HOUSE RESIDENTIAL HOME,7003715024,21.08.2023,REVENUE,"5,919.09"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LANSBURY COURT,7003714993,21.08.2023,REVENUE,"38,298.16"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,LANSBURY COURT,7003715142,21.08.2023,REVENUE,"38,298.16"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MARQUIS COURT,7003715011,21.08.2023,REVENUE,"26,828.74"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MARQUIS COURT,7003715205,21.08.2023,REVENUE,"26,828.74"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MELBURY HOUSE CARE HOME,7003715003,21.08.2023,REVENUE,"3,554.36"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,MELBURY HOUSE CARE HOME,7003715167,21.08.2023,REVENUE,"1,570.97"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,PADDOCK STILE MANOR,7003715170,21.08.2023,REVENUE,"27,291.99"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SLW LIMITED - SYCAMORE LODGE,7003715144,21.08.2023,REVENUE,"67,333.72"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SPRINGFIELD HOUSE R/H,7003715008,21.08.2023,REVENUE,"31,957.17"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SPRINGFIELD HOUSE R/H,7003715225,21.08.2023,REVENUE,"31,957.17"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SPRINGFIELD LODGE NURSING HOME,7003714951,21.08.2023,REVENUE,"3,141.94"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,SPRINGFIELD LODGE NURSING HOME,7003715151,21.08.2023,REVENUE,"3,141.94"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE CROFT CARE HOME,7003714984,21.08.2023,REVENUE,"18,003.91"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THE CROFT CARE HOME,7003715169,21.08.2023,REVENUE,"18,003.91"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THORNCLIFFE HOUSE,7003714936,21.08.2023,REVENUE,"13,150.73"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,THORNCLIFFE HOUSE,7003715111,21.08.2023,REVENUE,"13,150.73"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,VILLAGE CARE HOME LTD,7003714986,21.08.2023,REVENUE,"23,575.12"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,VILLAGE CARE HOME LTD,7003715153,21.08.2023,REVENUE,"23,575.12"
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,YOHDEN CARE COMPLEX,7003715107,21.08.2023,REVENUE,761.58
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,YOHDEN CARE COMPLEX,7003715261,21.08.2023,REVENUE,761.58
SUNDERLAND CITY COUNCIL,ADULT SERVICES & SUNDERLAND CARE AND SUPPORT,ADULT SERVICES,PERSONALISATION,PRIVATE CONTRACTORS,HOUSING AND CARE 21 BECKWITH MEWS,5122757199,22.08.2023,REVENUE,"3,118.08"
