Directorate,Department,Expenditure Type,Ref.Doc.1,Vendor Name,Expenditure Amount (exc VAT),Payment Date,"Comment from
Database:
Publish/ Exclude/ Publish-Redact Name"
VARIOUS,VARIOUS,,0070185228,REDACTED - PERSONAL DATA,165.44,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185229,REDACTED - PERSONAL DATA,228.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185230,REDACTED - PERSONAL DATA,470.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185231,REDACTED - PERSONAL DATA,197.34,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185232,REDACTED - PERSONAL DATA,190.03,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185233,REDACTED - PERSONAL DATA,207.66,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185234,REDACTED - PERSONAL DATA,155.27,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185235,REDACTED - PERSONAL DATA,153.26,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185236,REDACTED - PERSONAL DATA,510.96,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185237,REDACTED - PERSONAL DATA,120.60,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185238,REDACTED - PERSONAL DATA,220.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185240,REDACTED - PERSONAL DATA,448.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185241,REDACTED - PERSONAL DATA,187.06,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185242,REDACTED - PERSONAL DATA,174.76,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185243,REDACTED - PERSONAL DATA,354.96,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185244,REDACTED - PERSONAL DATA,218.01,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185245,REDACTED - PERSONAL DATA,208.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185246,REDACTED - PERSONAL DATA,246.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185247,REDACTED - PERSONAL DATA,474.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185248,REDACTED - PERSONAL DATA,220.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185249,REDACTED - PERSONAL DATA,339.38,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185250,REDACTED - PERSONAL DATA,193.46,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185252,REDACTED - PERSONAL DATA,210.67,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185253,REDACTED - PERSONAL DATA,155.07,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185255,REDACTED - PERSONAL DATA,160.77,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185256,REDACTED - PERSONAL DATA,244.57,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185257,REDACTED - PERSONAL DATA,154.98,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185258,REDACTED - PERSONAL DATA,163.34,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185259,REDACTED - PERSONAL DATA,346.22,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185260,REDACTED - PERSONAL DATA,158.18,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185261,REDACTED - PERSONAL DATA,278.98,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185262,REDACTED - PERSONAL DATA,301.50,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185264,REDACTED - PERSONAL DATA,155.27,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185265,REDACTED - PERSONAL DATA,157.31,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185266,REDACTED - PERSONAL DATA,179.05,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185267,REDACTED - PERSONAL DATA,394.42,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185268,REDACTED - PERSONAL DATA,164.23,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185269,REDACTED - PERSONAL DATA,360.86,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185271,REDACTED - PERSONAL DATA,166.54,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185272,REDACTED - PERSONAL DATA,336.03,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185273,REDACTED - PERSONAL DATA,195.36,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185274,REDACTED - PERSONAL DATA,125.27,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185275,REDACTED - PERSONAL DATA,190.07,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185276,REDACTED - PERSONAL DATA,291.94,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185277,REDACTED - PERSONAL DATA,254.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185278,REDACTED - PERSONAL DATA,116.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185279,REDACTED - PERSONAL DATA,200.68,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185280,REDACTED - PERSONAL DATA,120.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185281,REDACTED - PERSONAL DATA,148.91,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185282,REDACTED - PERSONAL DATA,246.64,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185283,REDACTED - PERSONAL DATA,353.22,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185284,REDACTED - PERSONAL DATA,187.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185285,REDACTED - PERSONAL DATA,157.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185286,REDACTED - PERSONAL DATA,114.99,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185287,REDACTED - PERSONAL DATA,643.42,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185288,REDACTED - PERSONAL DATA,407.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185289,REDACTED - PERSONAL DATA,433.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185290,REDACTED - PERSONAL DATA,384.04,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185291,REDACTED - PERSONAL DATA,285.32,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185292,REDACTED - PERSONAL DATA,144.23,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185293,REDACTED - PERSONAL DATA,370.78,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185294,REDACTED - PERSONAL DATA,666.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185295,REDACTED - PERSONAL DATA,212.40,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185296,REDACTED - PERSONAL DATA,246.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185297,REDACTED - PERSONAL DATA,141.60,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185298,REDACTED - PERSONAL DATA,120.77,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185299,REDACTED - PERSONAL DATA,397.51,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185300,REDACTED - PERSONAL DATA,489.58,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185301,REDACTED - PERSONAL DATA,169.34,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185302,REDACTED - PERSONAL DATA,132.47,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185303,REDACTED - PERSONAL DATA,179.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185304,REDACTED - PERSONAL DATA,187.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185305,REDACTED - PERSONAL DATA,187.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185306,REDACTED - PERSONAL DATA,187.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185307,REDACTED - PERSONAL DATA,179.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185308,REDACTED - PERSONAL DATA,128.17,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185309,REDACTED - PERSONAL DATA,"1,300.00",25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185310,REDACTED - PERSONAL DATA,162.95,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185311,REDACTED - PERSONAL DATA,366.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185312,REDACTED - PERSONAL DATA,181.89,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185313,REDACTED - PERSONAL DATA,136.21,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185315,REDACTED - PERSONAL DATA,151.75,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185316,REDACTED - PERSONAL DATA,187.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185317,REDACTED - PERSONAL DATA,125.63,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185318,REDACTED - PERSONAL DATA,156.90,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185320,REDACTED - PERSONAL DATA,696.54,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185321,REDACTED - PERSONAL DATA,126.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185322,REDACTED - PERSONAL DATA,173.71,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185323,REDACTED - PERSONAL DATA,208.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185324,REDACTED - PERSONAL DATA,406.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185325,REDACTED - PERSONAL DATA,179.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185326,REDACTED - PERSONAL DATA,144.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185327,REDACTED - PERSONAL DATA,748.30,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185328,REDACTED - PERSONAL DATA,174.30,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185329,REDACTED - PERSONAL DATA,353.16,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185330,REDACTED - PERSONAL DATA,158.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185331,REDACTED - PERSONAL DATA,187.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185332,REDACTED - PERSONAL DATA,353.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185333,REDACTED - PERSONAL DATA,208.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185334,REDACTED - PERSONAL DATA,345.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185335,REDACTED - PERSONAL DATA,374.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185336,REDACTED - PERSONAL DATA,179.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185337,REDACTED - PERSONAL DATA,157.72,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185338,REDACTED - PERSONAL DATA,150.46,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185339,REDACTED - PERSONAL DATA,"1,267.30",25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185340,REDACTED - PERSONAL DATA,395.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185341,REDACTED - PERSONAL DATA,389.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185343,REDACTED - PERSONAL DATA,292.80,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185344,REDACTED - PERSONAL DATA,246.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185345,REDACTED - PERSONAL DATA,158.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185348,REDACTED - PERSONAL DATA,216.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185349,REDACTED - PERSONAL DATA,158.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185350,REDACTED - PERSONAL DATA,158.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185353,REDACTED - PERSONAL DATA,179.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185354,REDACTED - PERSONAL DATA,649.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185355,REDACTED - PERSONAL DATA,208.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185356,REDACTED - PERSONAL DATA,342.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185359,REDACTED - PERSONAL DATA,155.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185360,REDACTED - PERSONAL DATA,163.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185361,REDACTED - PERSONAL DATA,155.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185362,REDACTED - PERSONAL DATA,500.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185363,REDACTED - PERSONAL DATA,216.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185365,REDACTED - PERSONAL DATA,117.90,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185366,REDACTED - PERSONAL DATA,208.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185367,REDACTED - PERSONAL DATA,67.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185368,REDACTED - PERSONAL DATA,90.50,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185369,REDACTED - PERSONAL DATA,336.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185370,REDACTED - PERSONAL DATA,155.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185371,REDACTED - PERSONAL DATA,339.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185372,REDACTED - PERSONAL DATA,67.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185373,REDACTED - PERSONAL DATA,158.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185374,REDACTED - PERSONAL DATA,67.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185375,REDACTED - PERSONAL DATA,89.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185377,REDACTED - PERSONAL DATA,179.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185378,REDACTED - PERSONAL DATA,424.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185379,REDACTED - PERSONAL DATA,158.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185380,REDACTED - PERSONAL DATA,342.10,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185381,REDACTED - PERSONAL DATA,353.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185386,REDACTED - PERSONAL DATA,67.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185387,REDACTED - PERSONAL DATA,158.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185389,REDACTED - PERSONAL DATA,585.09,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185391,REDACTED - PERSONAL DATA,155.00,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185398,REDACTED - PERSONAL DATA,67.20,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185400,REDACTED - PERSONAL DATA,42.88,25/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185416,REDACTED - PERSONAL DATA,"1,142.00",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185417,REDACTED - PERSONAL DATA,504.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185420,REDACTED - PERSONAL DATA,568.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185421,REDACTED - PERSONAL DATA,549.13,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185422,REDACTED - PERSONAL DATA,574.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185425,REDACTED - PERSONAL DATA,504.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185426,REDACTED - PERSONAL DATA,"1,628.57",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185429,REDACTED - PERSONAL DATA,"2,284.00",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185430,REDACTED - PERSONAL DATA,"1,032.00",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185438,REDACTED - PERSONAL DATA,813.99,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185442,REDACTED - PERSONAL DATA,574.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185443,REDACTED - PERSONAL DATA,199.46,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185444,REDACTED - PERSONAL DATA,"1,657.70",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185445,REDACTED - PERSONAL DATA,441.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185446,REDACTED - PERSONAL DATA,285.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185447,REDACTED - PERSONAL DATA,"1,142.00",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185448,REDACTED - PERSONAL DATA,507.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185449,REDACTED - PERSONAL DATA,300.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185452,REDACTED - PERSONAL DATA,504.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185453,REDACTED - PERSONAL DATA,403.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185454,REDACTED - PERSONAL DATA,992.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185455,REDACTED - PERSONAL DATA,504.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185456,REDACTED - PERSONAL DATA,426.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185458,REDACTED - PERSONAL DATA,904.90,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185459,REDACTED - PERSONAL DATA,426.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185460,REDACTED - PERSONAL DATA,460.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185461,REDACTED - PERSONAL DATA,429.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185463,REDACTED - PERSONAL DATA,"1,287.00",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185464,REDACTED - PERSONAL DATA,574.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185466,REDACTED - PERSONAL DATA,396.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185467,REDACTED - PERSONAL DATA,"1,153.16",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185468,REDACTED - PERSONAL DATA,"1,042.00",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185469,REDACTED - PERSONAL DATA,426.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185470,REDACTED - PERSONAL DATA,741.40,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185474,REDACTED - PERSONAL DATA,504.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185475,REDACTED - PERSONAL DATA,"1,374.00",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185476,REDACTED - PERSONAL DATA,460.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185477,REDACTED - PERSONAL DATA,460.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185479,REDACTED - PERSONAL DATA,399.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185480,REDACTED - PERSONAL DATA,785.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185482,REDACTED - PERSONAL DATA,495.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185483,REDACTED - PERSONAL DATA,460.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185485,REDACTED - PERSONAL DATA,568.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185486,REDACTED - PERSONAL DATA,919.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185491,REDACTED - PERSONAL DATA,466.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185492,REDACTED - PERSONAL DATA,466.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185494,REDACTED - PERSONAL DATA,490.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185497,REDACTED - PERSONAL DATA,980.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185498,REDACTED - PERSONAL DATA,436.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185499,REDACTED - PERSONAL DATA,466.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185500,REDACTED - PERSONAL DATA,399.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185501,REDACTED - PERSONAL DATA,142.10,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185503,REDACTED - PERSONAL DATA,218.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185505,REDACTED - PERSONAL DATA,858.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185511,REDACTED - PERSONAL DATA,574.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185513,REDACTED - PERSONAL DATA,"1,212.00",26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185515,REDACTED - PERSONAL DATA,441.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185519,REDACTED - PERSONAL DATA,64.20,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185524,REDACTED - PERSONAL DATA,460.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185525,REDACTED - PERSONAL DATA,87.20,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185528,REDACTED - PERSONAL DATA,955.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185529,REDACTED - PERSONAL DATA,87.20,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185530,REDACTED - PERSONAL DATA,612.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185531,REDACTED - PERSONAL DATA,429.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185532,REDACTED - PERSONAL DATA,87.20,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185534,REDACTED - PERSONAL DATA,90.20,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185536,REDACTED - PERSONAL DATA,500.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185537,REDACTED - PERSONAL DATA,87.20,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185541,REDACTED - PERSONAL DATA,399.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185544,REDACTED - PERSONAL DATA,806.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185548,REDACTED - PERSONAL DATA,466.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185549,REDACTED - PERSONAL DATA,151.25,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185550,REDACTED - PERSONAL DATA,198.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185557,REDACTED - PERSONAL DATA,87.20,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185559,REDACTED - PERSONAL DATA,403.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185562,REDACTED - PERSONAL DATA,426.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185563,REDACTED - PERSONAL DATA,87.20,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185568,REDACTED - PERSONAL DATA,510.00,26/04/2023,PUBLISH - REDACT NAME
VARIOUS,VARIOUS,,0070185569,REDACTED - PERSONAL DATA,67.20,26/04/2023,PUBLISH - REDACT NAME
